Orthogroup	pbar_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0000083	PBAR_PB21553-RA	LHUM_LH25281-RA, LHUM_LH11891-RA, LHUM_LH25442-RA, LHUM_LH11890-RA, LHUM_LH11999-RA, LHUM_LH10514-RA, LHUM_LH11891-RB, LHUM_LH13396-RA, LHUM_LH15621-RA, LHUM_LH22496-RA
OG0000084	PBAR_CG_02544486, PBAR_pbar_for-1, PBAR_CG_02544470, PBAR_CG_02544464, PBAR_CG_02544396	LHUM_lhum_for-1
OG0000084	PBAR_PB17896-RA	LHUM_LH19568-RA
OG0000084	PBAR_PB17897-RA	LHUM_LH19570-RA
OG0000084	PBAR_PB15161-RA	LHUM_LH10075-RA, LHUM_LH23928-RA
OG0000085	PBAR_PB13931-RA	LHUM_LH25389-RA
OG0000085	PBAR_PB13932-RA	LHUM_LH21658-RA
OG0000085	PBAR_PB17256-RA	LHUM_LH11871-RB, LHUM_LH11871-RA
OG0000085	PBAR_PB26439-RA	LHUM_LH12493-RA
OG0000085	PBAR_PB13933-RA	LHUM_LH21657-RA
OG0000086	PBAR_PB26142-RA	LHUM_LH20664-RA
OG0000086	PBAR_PB22242-RA	LHUM_LH11140-RA, LHUM_LH13301-RA, LHUM_LH15676-RA, LHUM_LH24309-RA, LHUM_LH24303-RA, LHUM_LH15675-RA, LHUM_LH11410-RA, LHUM_LH13302-RA
OG0000087	PBAR_PB12811-RA, PBAR_PB14377-RA	LHUM_LH16203-RA, LHUM_LH15662-RA, LHUM_LH12810-RA, LHUM_LH10357-RA, LHUM_LH10465-RA, LHUM_LH10274-RA, LHUM_LH11742-RA, LHUM_LH10635-RA, LHUM_LH23231-RA, LHUM_LH25261-RA, LHUM_LH20014-RA, LHUM_LH10521-RA, LHUM_LH19915-RA
OG0000089	PBAR_PB25223-RA	LHUM_LH14704-RA, LHUM_LH15599-RA, LHUM_LH13390-RA, LHUM_LH10146-RA, LHUM_LH22763-RA, LHUM_LH25524-RA, LHUM_LH15598-RA, LHUM_LH10842-RA, LHUM_LH26021-RA, LHUM_LH25283-RA, LHUM_LH11879-RA, LHUM_LH11492-RA, LHUM_LH10151-RA, LHUM_LH25300-RA
OG0000090	PBAR_PB20795-RA	LHUM_LH12443-RA, LHUM_LH10873-RA, LHUM_LH10556-RA, LHUM_LH10085-RA, LHUM_LH10036-RA, LHUM_LH14982-RA, LHUM_LH10124-RA, LHUM_LH22678-RA, LHUM_LH22677-RA, LHUM_LH10869-RA, LHUM_LH15272-RA, LHUM_LH14566-RA, LHUM_LH14983-RA, LHUM_LH18318-RA, LHUM_LH10865-RA
OG0000094	PBAR_PB20815-RA	LHUM_LH16303-RA
OG0000094	PBAR_PB19694-RA	LHUM_LH12628-RA
OG0000094	PBAR_PB21383-RA	LHUM_LH12506-RA
OG0000094	PBAR_pbar_WBSCR17_like-1	LHUM_LH14631-RA
OG0000094	PBAR_PB19069-RA	LHUM_LH15639-RA
OG0000095	PBAR_Pbar_nAChRa1-RB	LHUM_Lhum_nAChRa1-RA
OG0000095	PBAR_PB14640-RA	LHUM_LH23332-RA
OG0000095	PBAR_PB18715-RA	LHUM_LH12385-RA
OG0000095	PBAR_PB23152-RA	LHUM_LH24960-RA
OG0000095	PBAR_PB24191-RA	LHUM_LH23821-RA
OG0000096	PBAR_PB21044-RA, PBAR_PB21042-RA, PBAR_PB21047-RA, PBAR_PB21049-RA, PBAR_PB21048-RA, PBAR_PB26857-RA, PBAR_PB26856-RA, PBAR_PB21051-RA, PBAR_PB21050-RA	LHUM_LH17224-RA
OG0000097	PBAR_PB23751-RA	LHUM_LH25207-RA, LHUM_LH10273-RA, LHUM_LH18710-RA
OG0000101	PBAR_PB22326-RA	LHUM_LH13426-RA, LHUM_LH14700-RA, LHUM_LH23246-RA, LHUM_LH23245-RA, LHUM_LH13429-RA, LHUM_LH10367-RA, LHUM_LH13432-RA, LHUM_LH13434-RA, LHUM_LH13431-RA, LHUM_LH14406-RA, LHUM_LH13433-RA, LHUM_LH14702-RA
OG0000102	PBAR_PB15501-RA, PBAR_PB11181-RA, PBAR_PB13915-RA, PBAR_PB19173-RA, PBAR_PB15334-RA	LHUM_LH16742-RA, LHUM_LH20685-RA
OG0000102	PBAR_PB23547-RA	LHUM_LH18425-RA
OG0000103	PBAR_PB13287-RA, PBAR_PB15154-RA, PBAR_PB13132-RA, PBAR_PB10046-RA, PBAR_PB13284-RA	LHUM_LH13188-RA
OG0000104	PBAR_PB20082-RA	LHUM_LH24163-RA
OG0000104	PBAR_PB11787-RA	LHUM_LH11235-RA
OG0000104	PBAR_PB14034-RA	LHUM_LH14993-RA
OG0000104	PBAR_PB25199-RA, PBAR_PB13469-RA	LHUM_LH12316-RA
OG0000105	PBAR_PB15670-RA	LHUM_LH21983-RA, LHUM_LH20876-RA
OG0000105	PBAR_PB15223-RA, PBAR_PB12154-RA, PBAR_PB26549-RA	LHUM_LH25916-RA
OG0000106	PBAR_PB25517-RA	LHUM_LH15490-RA
OG0000106	PBAR_PB21230-RA	LHUM_LH15712-RA
OG0000106	PBAR_PB21278-RA	LHUM_LH20262-RA
OG0000106	PBAR_PB11759-RA	LHUM_LH12609-RA
OG0000107	PBAR_PB23684-RA	LHUM_LH18727-RA
OG0000107	PBAR_PB20696-RA, PBAR_PB13582-RA, PBAR_PB26838-RA, PBAR_PB26837-RA, PBAR_PB26836-RA	LHUM_LH21199-RA
OG0000107	PBAR_PB23685-RA, PBAR_PB23683-RA, PBAR_PB26835-RA	LHUM_LH18732-RA
OG0000109	PBAR_PB14298-RA	LHUM_LH16352-RA
OG0000109	PBAR_PB26472-RA, PBAR_PB26461-RA, PBAR_PB26465-RA, PBAR_PB26473-RA, PBAR_PB26474-RA, PBAR_PB26475-RA, PBAR_PB26466-RA, PBAR_PB26469-RA, PBAR_PB26462-RA, PBAR_PB26470-RA	LHUM_LH16356-RA
OG0000113	PBAR_PB23557-RA	LHUM_LH15087-RA, LHUM_LH18957-RA
OG0000113	PBAR_PB10318-RA, PBAR_PB10319-RA	LHUM_LH10471-RA, LHUM_LH15108-RA, LHUM_LH11054-RA, LHUM_LH19920-RA, LHUM_LH14389-RA, LHUM_LH19315-RA, LHUM_LH11029-RA, LHUM_LH16536-RA, LHUM_LH15070-RA
OG0000115	PBAR_PB17671-RA	LHUM_LH10783-RA
OG0000115	PBAR_PB22442-RA	LHUM_LH16689-RA
OG0000115	PBAR_PB23136-RA	LHUM_LH15283-RA
OG0000116	PBAR_PB10288-RA	LHUM_LH25756-RA
OG0000116	PBAR_PB26353-RA	LHUM_LH19274-RA
OG0000116	PBAR_PB26352-RA	LHUM_LH25757-RA
OG0000116	PBAR_PB26351-RA	LHUM_LH19283-RA
OG0000117	PBAR_PB13515-RA	LHUM_LH13705-RA, LHUM_LH14420-RA, LHUM_LH10659-RA
OG0000117	PBAR_PB16593-RA	LHUM_LH12570-RA
OG0000119	PBAR_PB19177-RA, PBAR_PB17310-RA, PBAR_PB13144-RA, PBAR_PB13143-RA, PBAR_PB16488-RA, PBAR_PB17309-RA, PBAR_PB19175-RA, PBAR_PB19176-RA, PBAR_PB16487-RA, PBAR_PB13822-RA, PBAR_PB10708-RA	LHUM_LH19452-RA
OG0000121	PBAR_PB23716-RA	LHUM_LH20276-RA
OG0000121	PBAR_PB23717-RA	LHUM_LH20279-RA
OG0000121	PBAR_PB24909-RA	LHUM_LH19308-RA, LHUM_LH19309-RA
OG0000122	PBAR_PB19017-RA, PBAR_PB19002-RA	LHUM_LH24651-RA
OG0000122	PBAR_PB19010-RA	LHUM_LH24656-RA
OG0000122	PBAR_PB19009-RA	LHUM_LH24658-RA
OG0000123	PBAR_PB12918-RA	LHUM_LH10244-RA
OG0000125	PBAR_PB12949-RA	LHUM_LH12579-RA
OG0000125	PBAR_PB25690-RA	LHUM_LH19947-RA
OG0000125	PBAR_PB21377-RA	LHUM_LH12500-RA, LHUM_LH12496-RA
OG0000125	PBAR_PB16887-RA	LHUM_LH13628-RA
OG0000126	PBAR_pbar_hop-1	LHUM_LH23786-RA
OG0000128	PBAR_PB20239-RA, PBAR_PB20422-RA	LHUM_LH11240-RA, LHUM_LH11611-RA
OG0000129	PBAR_PB16847-RA	LHUM_LH23308-RA
OG0000129	PBAR_PB25939-RA	LHUM_LH11241-RA, LHUM_LH23306-RA, LHUM_LH17940-RA
OG0000130	PBAR_PB18648-RA	LHUM_LH23739-RA, LHUM_LH11627-RA, LHUM_LH11628-RA, LHUM_LH10079-RA, LHUM_LH13920-RA, LHUM_LH25222-RA, LHUM_LH15669-RA, LHUM_LH11060-RA, LHUM_LH23737-RA, LHUM_LH11845-RA, LHUM_LH13996-RA
OG0000133	PBAR_PB13178-RA, PBAR_PB13178-RB	LHUM_LH13026-RA
OG0000133	PBAR_PB24514-RA	LHUM_LH15837-RA
OG0000133	PBAR_PB26052-RA	LHUM_LH10233-RA, LHUM_LH17890-RA, LHUM_LH18321-RA
OG0000134	PBAR_PB20574-RA	LHUM_LH21674-RA
OG0000134	PBAR_PB12495-RA	LHUM_LH25003-RA, LHUM_LH24978-RA, LHUM_LH24979-RA, LHUM_LH18956-RA, LHUM_LH18955-RA, LHUM_LH14939-RA
OG0000135	PBAR_PB26425-RA, PBAR_PB13702-RA, PBAR_PB26262-RA, PBAR_PB26760-RA	LHUM_LH23776-RA
OG0000135	PBAR_PB26759-RA	LHUM_LH26046-RA, LHUM_LH26038-RA
OG0000138	PBAR_PB20757-RA	LHUM_LH10120-RA, LHUM_LH20979-RA
OG0000138	PBAR_PB12258-RA	LHUM_LH13183-RA
OG0000138	PBAR_PB14710-RA, PBAR_PB10885-RA	LHUM_LH10121-RA
OG0000139	PBAR_PB23756-RA	LHUM_LH17402-RA
OG0000139	PBAR_PB23757-RA	LHUM_LH17396-RA
OG0000139	PBAR_PB23755-RA	LHUM_LH17403-RA
OG0000139	PBAR_PB23594-RA	LHUM_LH16891-RA
OG0000142	PBAR_PB20257-RA	LHUM_LH17582-RA
OG0000142	PBAR_PB23181-RA	LHUM_LH15925-RA
OG0000142	PBAR_PB11229-RA	LHUM_LH19480-RA
OG0000142	PBAR_PB23180-RA	LHUM_LH15923-RA
OG0000144	PBAR_Pbar_OctB3R-RA	LHUM_LH12976-RA
OG0000144	PBAR_Pbar_OctB1R-RA	LHUM_LH12970-RA
OG0000144	PBAR_Pbar_OctB2R-1	LHUM_LH20188-RA
OG0000144	PBAR_P_barOctB3R1-RA	LHUM_LH12975-RA
OG0000145	PBAR_PB23155-RA	LHUM_LH24965-RA
OG0000145	PBAR_PB17479-RA	LHUM_LH16271-RA
OG0000145	PBAR_Pbar_amon-RA	LHUM_LH20146-RA
OG0000145	PBAR_PB13220-RA	LHUM_LH21706-RA
OG0000146	PBAR_PB13486-RA	LHUM_LH23269-RA
OG0000146	PBAR_Pbar_Rac1-1	LHUM_LH17483-RA
OG0000146	PBAR_Pbar_CDC42-1	LHUM_LH20173-RA
OG0000146	PBAR_PB11057-RA	LHUM_LH15884-RA
OG0000147	PBAR_PB10603-RA, PBAR_PB15502-RA	LHUM_LH19996-RA
OG0000147	PBAR_PB23947-RA, PBAR_PB10972-RA, PBAR_PB10115-RA, PBAR_PB25220-RA	LHUM_LH19106-RA, LHUM_LH11750-RA, LHUM_LH14560-RA, LHUM_LH11749-RA
OG0000148	PBAR_PB10758-RA	LHUM_LH10369-RA
OG0000148	PBAR_PB18663-RA	LHUM_LH12394-RA
OG0000148	PBAR_PB10591-RA, PBAR_PB11959-RA	LHUM_LH14821-RA
OG0000148	PBAR_PB10102-RA, PBAR_PB16596-RA	LHUM_LH10863-RA, LHUM_LH15430-RA
OG0000149	PBAR_PB27128-RA	LHUM_lhum_Dscam-RA
OG0000149	PBAR_PB13464-RA	LHUM_LH12315-RA
OG0000149	PBAR_PB14033-RA	LHUM_LH14992-RA
OG0000149	PBAR_PB11784-RA	LHUM_LH11233-RA
OG0000150	PBAR_PB11553-RA, PBAR_PB11548-RA, PBAR_PB11545-RA	LHUM_LH12712-RA
OG0000150	PBAR_PB11546-RA	LHUM_LH12714-RA
OG0000150	PBAR_PB11551-RA, PBAR_PB11554-RA	LHUM_LH25977-RA
OG0000151	PBAR_PB19110-RA	LHUM_LH13386-RA, LHUM_LH23194-RA, LHUM_LH14377-RA, LHUM_LH13384-RA, LHUM_LH13442-RA, LHUM_LH13290-RA, LHUM_LH10855-RA, LHUM_LH14388-RA
OG0000153	PBAR_PB25530-RA	LHUM_LH15488-RA
OG0000153	PBAR_PB25531-RA	LHUM_LH11425-RA
OG0000153	PBAR_PB25544-RA	LHUM_LH15475-RA
OG0000153	PBAR_PB27152-RA, PBAR_PB25545-RA	LHUM_LH15474-RA
OG0000155	PBAR_PB10155-RA, PBAR_PB13138-RA, PBAR_PB11330-RA, PBAR_PB10154-RA, PBAR_PB10156-RA, PBAR_PB13135-RA, PBAR_PB13136-RA, PBAR_PB18383-RA, PBAR_PB15487-RA	LHUM_LH23191-RA
OG0000156	PBAR_PB26745-RA	LHUM_LH10778-RA, LHUM_LH10705-RA, LHUM_LH10704-RA, LHUM_LH13945-RA, LHUM_LH15690-RA, LHUM_LH10703-RA, LHUM_LH11827-RA, LHUM_LH23816-RA, LHUM_LH13944-RA, LHUM_LH10779-RA
OG0000157	PBAR_PB26479-RA	LHUM_LH13029-RA, LHUM_LH14213-RA, LHUM_LH25423-RA, LHUM_LH13027-RA, LHUM_LH13030-RA, LHUM_LH25421-RA, LHUM_LH13028-RA, LHUM_LH13032-RA, LHUM_LH25422-RA, LHUM_LH13031-RA, LHUM_LH13030-RB
OG0000167	PBAR_PB10167-RA	LHUM_LH11599-RA
OG0000168	PBAR_PB16106-RA	LHUM_LH21998-RA
OG0000168	PBAR_PB25555-RA	LHUM_LH15465-RA
OG0000168	PBAR_PB17640-RA, PBAR_PB15883-RA	LHUM_LH21528-RA
OG0000169	PBAR_PB17008-RA	LHUM_LH13987-RA
OG0000169	PBAR_pbar_LAT2-RA	LHUM_LH20584-RA
OG0000170	PBAR_PB14128-RA	LHUM_LH22143-RA, LHUM_LH22141-RA
OG0000170	PBAR_PB14127-RA, PBAR_PB14129-RA	LHUM_LH22142-RA
OG0000171	PBAR_PB15410-RA	LHUM_LH24234-RA, LHUM_LH26081-RA, LHUM_LH24238-RA, LHUM_LH26089-RA, LHUM_LH24236-RA, LHUM_LH26087-RA, LHUM_LH26091-RA, LHUM_LH26088-RA, LHUM_LH13243-RA
OG0000172	PBAR_pbar_Fpps-RB, PBAR_pbar_Fpps-RA, PBAR_PB11409-RA, PBAR_PB21691-RA, PBAR_PB23816-RA, PBAR_PB23818-RA, PBAR_PB23825-RA, PBAR_PB27030-RA, PBAR_PB27031-RA	LHUM_LH24678-RA
OG0000173	PBAR_PB14016-RA	LHUM_LH22640-RA
OG0000174	PBAR_PB17711-RB, PBAR_PB17711-RA, PBAR_PB10502-RA	LHUM_LH18044-RA, LHUM_LH10137-RA, LHUM_LH19521-RA
OG0000176	PBAR_PB13317-RA	LHUM_LH22679-RA
OG0000176	PBAR_PB13321-RA	LHUM_LH22681-RA
OG0000176	PBAR_PB13320-RA	LHUM_LH25988-RA
OG0000177	PBAR_PB14524-RA	LHUM_LH22535-RA
OG0000177	PBAR_PB25513-RA	LHUM_LH15495-RA
OG0000177	PBAR_PB14181-RA	LHUM_LH19154-RA
OG0000178	PBAR_PB11614-RA	LHUM_LH26058-RA
OG0000179	PBAR_PB18198-RA	LHUM_LH20450-RA, LHUM_LH12448-RA, LHUM_LH12450-RA, LHUM_LH25223-RA
OG0000179	PBAR_PB15200-RA, PBAR_PB24695-RA	LHUM_LH19995-RA
OG0000180	PBAR_PB12895-RA, PBAR_PB19259-RA, PBAR_PB18833-RA, PBAR_PB18837-RA, PBAR_PB18834-RA, PBAR_PB12920-RA, PBAR_PB12919-RA, PBAR_PB26733-RA	LHUM_LH21616-RA
OG0000181	PBAR_PB16136-RA	LHUM_LH22022-RA, LHUM_LH11005-RA
OG0000181	PBAR_PB22648-RA	LHUM_LH10883-RA
OG0000181	PBAR_PB16188-RA	LHUM_LH12669-RA
OG0000182	PBAR_PB13842-RA	LHUM_LH10052-RA
OG0000184	PBAR_PB27161-RA, PBAR_PB27162-RA, PBAR_PB27160-RA, PBAR_PB27158-RA, PBAR_PB25726-RA	LHUM_LH24821-RA
OG0000185	PBAR_PB25495-RA	LHUM_LH15529-RA, LHUM_LH15533-RA
OG0000185	PBAR_PB25497-RA	LHUM_LH15535-RA
OG0000185	PBAR_PB25494-RA, PBAR_PB14734-RA, PBAR_PB11919-RA	LHUM_LH25553-RA
OG0000186	PBAR_PB16992-RA	LHUM_LH23320-RA
OG0000186	PBAR_PB25580-RA	LHUM_LH15445-RA, LHUM_LH16023-RA
OG0000187	PBAR_PB13196-RA	LHUM_LH22058-RA
OG0000187	PBAR_PB13193-RA	LHUM_LH22056-RA
OG0000187	PBAR_PB12115-RA	LHUM_LH14251-RA, LHUM_LH20908-RA, LHUM_LH20906-RA, LHUM_LH20907-RA
OG0000189	PBAR_PB22599-RA	LHUM_LH12924-RA
OG0000189	PBAR_PB12752-RA	LHUM_LH11092-RA, LHUM_LH18993-RA
OG0000189	PBAR_PB12755-RA	LHUM_LH11092-RB, LHUM_LH11091-RA
OG0000191	PBAR_PB10351-RA, PBAR_PB10637-RA, PBAR_PB24634-RA, PBAR_PB10353-RA, PBAR_PB16495-RA, PBAR_PB10634-RA, PBAR_PB10189-RA, PBAR_PB10366-RA, PBAR_PB10644-RA, PBAR_PB10380-RA	LHUM_LH10211-RA
OG0000192	PBAR_PB26117-RA	LHUM_LH25178-RA
OG0000192	PBAR_PB18392-RA	LHUM_LH25179-RA
OG0000192	PBAR_PB17950-RA	LHUM_LH10993-RA
OG0000193	PBAR_PB26054-RA	LHUM_LH18569-RA
OG0000193	PBAR_PB18937-RA	LHUM_LH18367-RA
OG0000193	PBAR_PB26069-RA	LHUM_LH22943-RA
OG0000194	PBAR_PB16419-RA	LHUM_LH11972-RA
OG0000194	PBAR_PB11375-RA	LHUM_LH19169-RA
OG0000194	PBAR_PB14057-RA	LHUM_LH22079-RA
OG0000197	PBAR_PB13189-RA, PBAR_PB13190-RA, PBAR_PB13188-RA, PBAR_PB13185-RA, PBAR_PB13184-RA	LHUM_LH17268-RA, LHUM_LH13025-RA
OG0000198	PBAR_PB10915-RA, PBAR_PB11481-RA	LHUM_LH19933-RA, LHUM_LH25221-RA, LHUM_LH19100-RA, LHUM_LH19138-RA, LHUM_LH13181-RA, LHUM_LH13331-RA, LHUM_LH23987-RA
OG0000199	PBAR_PB23855-RA	LHUM_LH11366-RA
OG0000200	PBAR_pbar_Septin4-like-1	LHUM_LH17596-RA
OG0000200	PBAR_PB21522-RA	LHUM_LH17114-RA
OG0000200	PBAR_PB13380-RA	LHUM_LH23028-RA
OG0000201	PBAR_PB21470-RA	LHUM_LH24949-RA
OG0000201	PBAR_PB21758-RA	LHUM_LH19520-RA
OG0000201	PBAR_PB25871-RA	LHUM_LH21334-RA
OG0000202	PBAR_PB21115-RA	LHUM_LH17263-RA
OG0000202	PBAR_PB21118-RA, PBAR_PB23785-RA	LHUM_LH12836-RA
OG0000202	PBAR_PB21117-RA	LHUM_LH20273-RA
OG0000203	PBAR_PB15734-RA	LHUM_LH16002-RB
OG0000203	PBAR_PB15736-RA	LHUM_LH15996-RA
OG0000203	PBAR_PB15741-RA	LHUM_LH16002-RA
OG0000204	PBAR_PB18227-RA	LHUM_LH10846-RA
OG0000204	PBAR_PB16580-RA	LHUM_LH12878-RA
OG0000205	PBAR_PB26688-RA, PBAR_PB26689-RA, PBAR_PB26691-RA, PBAR_PB26690-RA, PBAR_PB18167-RA, PBAR_PB21432-RA	LHUM_LH25733-RA
OG0000206	PBAR_PB10580-RA	LHUM_LH10187-RA
OG0000206	PBAR_PB17163-RA	LHUM_LH18757-RA
OG0000207	PBAR_PB11912-RA	LHUM_LH23371-RA, LHUM_LH10745-RA
OG0000207	PBAR_PB24840-RA	LHUM_LH20152-RA
OG0000207	PBAR_PB24847-RA	LHUM_LH20159-RA
OG0000209	PBAR_PB20131-RA	LHUM_LH24264-RA
OG0000209	PBAR_PB11825-RA	LHUM_LH24221-RA
OG0000209	PBAR_PB10159-RA	LHUM_LH24226-RA
OG0000210	PBAR_PB26124-RA, PBAR_PB26123-RA, PBAR_PB26125-RA	LHUM_LH24139-RA
OG0000212	PBAR_Pbar-eve-like-1	LHUM_LH15244-RA
OG0000212	PBAR_PB18631-RA	LHUM_LH22988-RA
OG0000212	PBAR_Pbar-Hox3-A-like-RA	LHUM_LH19810-RA, LHUM_LH11063-RA
OG0000213	PBAR_PB12471-RA	LHUM_LH20816-RA
OG0000213	PBAR_PB13591-RA, PBAR_PB25087-RA	LHUM_LH24005-RA
OG0000214	PBAR_PB11530-RA	LHUM_LH14466-RA, LHUM_LH14465-RA
OG0000214	PBAR_PB11273-RA, PBAR_PB11270-RA	LHUM_LH15200-RA, LHUM_LH15201-RA, LHUM_LH15196-RA
OG0000215	PBAR_PB26323-RA, PBAR_PB26324-RA, PBAR_PB26322-RA, PBAR_PB26320-RA, PBAR_PB26321-RA, PBAR_PB11558-RA, PBAR_PB11562-RA	LHUM_LH12715-RA
OG0000216	PBAR_PB20061-RA, PBAR_PB23161-RA, PBAR_PB24129-RA, PBAR_PB20966-RA, PBAR_PB18225-RA, PBAR_PB20970-RA	LHUM_LH14746-RA
OG0000217	PBAR_PB11058-RA	LHUM_LH15885-RA
OG0000217	PBAR_PB11054-RA	LHUM_LH15879-RA
OG0000217	PBAR_PB11063-RA	LHUM_LH15880-RA
OG0000218	PBAR_PB10728-RA	LHUM_LH21708-RA
OG0000219	PBAR_PB22744-RA	LHUM_LH23947-RA
OG0000219	PBAR_PB10604-RA	LHUM_LH21851-RA
OG0000219	PBAR_PB14964-RA	LHUM_LH23945-RA
OG0000220	PBAR_PB20448-RA	LHUM_LH23698-RA
OG0000222	PBAR_PB10723-RA	LHUM_LH13855-RA, LHUM_LH13855-RB, LHUM_LH13859-RB, LHUM_LH13861-RA, LHUM_LH13858-RA, LHUM_LH13859-RA, LHUM_LH13860-RA, LHUM_LH21712-RA
OG0000223	PBAR_PB18716-RA	LHUM_LH19651-RA, LHUM_lhum_SP36c-RA, LHUM_LH19649-RA, LHUM_lhum_SP137-RA, LHUM_lhum_SP36a-RA, LHUM_lhum_SP140-RA, LHUM_LH19645-RA, LHUM_LH12387-RA
OG0000224	PBAR_PB26766-RA, PBAR_PB10467-RA, PBAR_PB23952-RA, PBAR_PB26762-RA, PBAR_PB26763-RA, PBAR_PB26203-RA, PBAR_PB26764-RA, PBAR_PB26765-RA, PBAR_PB19437-RA	LHUM_LH23495-RA
OG0000226	PBAR_PB26988-RA	LHUM_LH14558-RA, LHUM_LH11824-RA, LHUM_LH10223-RA, LHUM_LH14557-RA, LHUM_LH10144-RA, LHUM_LH10118-RA, LHUM_LH19131-RA, LHUM_LH19132-RA, LHUM_LH11596-RA
OG0000227	PBAR_PB15489-RA, PBAR_PB13134-RA, PBAR_PB12808-RA, PBAR_PB12809-RA, PBAR_PB10157-RA, PBAR_PB18382-RA	LHUM_LH20020-RA, LHUM_LH15081-RA, LHUM_LH14674-RA, LHUM_LH23190-RA
OG0000228	PBAR_PB16469-RA, PBAR_PB20724-RA, PBAR_PB22000-RA, PBAR_PB13130-RA, PBAR_PB10513-RA, PBAR_PB10749-RA, PBAR_PB20725-RA, PBAR_PB21743-RA, PBAR_PB14718-RA	LHUM_LH14870-RA
OG0000229	PBAR_PB17800-RA, PBAR_PB17585-RA, PBAR_PB13503-RA, PBAR_PB15661-RA, PBAR_PB24732-RA, PBAR_PB10570-RA, PBAR_PB17082-RA, PBAR_PB14504-RA, PBAR_PB15157-RA	LHUM_LH11601-RA
OG0000232	PBAR_PB24465-RA	LHUM_LH14075-RA
OG0000232	PBAR_PB14870-RA	LHUM_LH18578-RA
OG0000232	PBAR_PB24472-RA	LHUM_LH14073-RA
OG0000233	PBAR_PB22928-RA	LHUM_LH22423-RA
OG0000233	PBAR_PB18796-RA	LHUM_LH14120-RA
OG0000233	PBAR_PB12146-RA	LHUM_LH23545-RA
OG0000234	PBAR_PB21874-RA	LHUM_LH14724-RA
OG0000234	PBAR_PB20617-RA	LHUM_LH19806-RA
OG0000235	PBAR_PB17475-RA	LHUM_LH16274-RA
OG0000235	PBAR_PB12697-RA	LHUM_LH19447-RA
OG0000236	PBAR_PB18057-RA	LHUM_LH17525-RA
OG0000236	PBAR_PB23661-RA	LHUM_LH20257-RA, LHUM_LH16496-RA, LHUM_LH14401-RA
OG0000237	PBAR_PB19347-RA, PBAR_PB19346-RA	LHUM_LH14582-RA
OG0000238	PBAR_PB12538-RA	LHUM_LH18905-RA
OG0000239	PBAR_PB15118-RA	LHUM_LH24191-RA, LHUM_LH12713-RA, LHUM_LH10838-RA, LHUM_LH12828-RA, LHUM_LH10531-RA, LHUM_LH13378-RA, LHUM_LH10155-RA
OG0000240	PBAR_PB16483-RA	LHUM_LH11862-RA
OG0000241	PBAR_PB18812-RA	LHUM_LH13420-RA
OG0000241	PBAR_PB17228-RA	LHUM_LH13436-RA
OG0000241	PBAR_PB12594-RA	LHUM_LH18778-RA
OG0000242	PBAR_Pbar_Vasa-like-RB, PBAR_Pbar_Vasa-like-1	LHUM_LH17312-RB, LHUM_LH17312-RA
OG0000242	PBAR_Pbar_Belle-like-1	LHUM_LH23226-RA
OG0000243	PBAR_PB13898-RA	LHUM_LH18506-RA
OG0000244	PBAR_PB12777-RA	LHUM_LH11779-RA
OG0000244	PBAR_PB12771-RA	LHUM_LH11763-RA
OG0000244	PBAR_PB22591-RA	LHUM_LH24107-RA
OG0000245	PBAR_PB22993-RA, PBAR_PB23608-RA, PBAR_PB16200-RA, PBAR_PB16779-RA	LHUM_LH20693-RA
OG0000246	PBAR_PB10271-RA	LHUM_LH20496-RA
OG0000246	PBAR_PB23588-RA, PBAR_PB23579-RA	LHUM_LH24629-RA, LHUM_LH20493-RA
OG0000247	PBAR_PB11361-RA	LHUM_LH10204-RA
OG0000248	PBAR_PB14409-RA	LHUM_LH13098-RA
OG0000248	PBAR_PB21114-RA	LHUM_LH12065-RA
OG0000249	PBAR_PB23920-RA	LHUM_LH12298-RA
OG0000249	PBAR_PB23915-RA	LHUM_LH12302-RA
OG0000251	PBAR_PB23559-RA	LHUM_LH10724-RA, LHUM_LH25237-RA, LHUM_LH10344-RA, LHUM_LH11753-RA, LHUM_LH10381-RA, LHUM_LH15613-RA
OG0000252	PBAR_PB14829-RA	LHUM_LH13342-RA
OG0000252	PBAR_PB23692-RA	LHUM_LH21769-RA
OG0000253	PBAR_PB16783-RA	LHUM_LH13554-RA
OG0000253	PBAR_PB10793-RA	LHUM_LH20554-RA
OG0000253	PBAR_PB24684-RA	LHUM_LH18213-RA
OG0000254	PBAR_PB23159-RA	LHUM_LH24968-RA
OG0000254	PBAR_PB23158-RA	LHUM_LH24967-RA
OG0000254	PBAR_PB14153-RA	LHUM_LH23440-RA
OG0000256	PBAR_PB26335-RA	LHUM_LH24219-RA
OG0000256	PBAR_PB26334-RA	LHUM_LH24216-RA, LHUM_LH24217-RA
OG0000257	PBAR_PB11868-RA, PBAR_PB26338-RA	LHUM_LH18889-RA
OG0000258	PBAR_PB13289-RA, PBAR_PB14337-RA, PBAR_PB24338-RA, PBAR_PB14340-RA, PBAR_PB13285-RA, PBAR_PB18212-RA, PBAR_PB15138-RA	LHUM_LH11238-RA
OG0000259	PBAR_PB24188-RA	LHUM_LH23810-RA
OG0000260	PBAR_PB15782-RA	LHUM_LH12400-RA
OG0000260	PBAR_PB13641-RA	LHUM_LH20935-RA
