Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0000029	ACEP_ACEP_00015406-RA, ACEP_ACEP_00015407-RA	LHUM_LH10007-RA, LHUM_LH10072-RA, LHUM_LH10275-RA, LHUM_LH10368-RA, LHUM_LH10373-RA, LHUM_LH10374-RA, LHUM_LH10375-RA, LHUM_LH10639-RA, LHUM_LH10640-RA, LHUM_LH10860-RA, LHUM_LH10861-RA, LHUM_LH10862-RA, LHUM_LH12262-RA, LHUM_LH13179-RA, LHUM_LH13310-RA, LHUM_LH13311-RA, LHUM_LH25438-RA, LHUM_LH25439-RA, LHUM_LH25440-RA	PBAR_PB25650-RA, PBAR_PB25650-RB
OG0000030	ACEP_ACEP_00011589-RA, ACEP_ACEP_00011819-RA, ACEP_ACEP_00014567-RA	LHUM_LH10457-RA, LHUM_LH11893-RA	PBAR_PB10001-RA, PBAR_PB10395-RA, PBAR_PB10418-RA, PBAR_PB10419-RA, PBAR_PB10456-RA, PBAR_PB10556-RA, PBAR_PB10611-RA, PBAR_PB13847-RA, PBAR_PB13849-RA, PBAR_PB15812-RA, PBAR_PB15813-RA, PBAR_PB15814-RA, PBAR_PB17190-RA, PBAR_PB17194-RA, PBAR_PB17838-RA, PBAR_PB17839-RA, PBAR_PB17845-RA, PBAR_PB27091-RA
OG0000031	ACEP_ACEP_00001157-RA, ACEP_ACEP_00001158-RA, ACEP_ACEP_00007362-RA, ACEP_ACEP_00008393-RA, ACEP_ACEP_00008394-RA, ACEP_ACEP_00014038-RA, ACEP_ACEP_00014977-RA, ACEP_ACEP_00014980-RA	LHUM_LH14542-RA, LHUM_LH15985-RA, LHUM_LH22512-RA, LHUM_LH22979-RA, LHUM_LH24672-RA, LHUM_LH24723-RA	PBAR_PB16444-RA, PBAR_PB21981-RA, PBAR_PB22676-RA, PBAR_PB22688-RA, PBAR_PB23488-RA, PBAR_PB23489-RA, PBAR_PB24448-RA, PBAR_augustus-pbar_scf7180000350332-abinit-gene-2.90-mRNA-1
OG0000032	ACEP_ACEP_00000363-RA, ACEP_ACEP_00013147-RA, ACEP_ACEP_00013148-RA, ACEP_ACEP_00013149-RA, ACEP_ACEP_00015194-RA, ACEP_ACEP_00015207-RA, ACEP_ACEP_00016988-RA, ACEP_ACEP_00016989-RA, ACEP_ACEP_00017955-RA	LHUM_LH10529-RA, LHUM_LH10903-RA, LHUM_LH15412-RA, LHUM_LH15414-RA, LHUM_LH15681-RA, LHUM_LH16691-RA, LHUM_LH16692-RA, LHUM_LH24088-RA	PBAR_PB12750-RA, PBAR_PB14735-RA, PBAR_PB20791-RA, PBAR_PB22438-RA, PBAR_PB22578-RA
OG0000033	ACEP_ACEP_00011572-RA, ACEP_ACEP_00014894-RA	LHUM_LH10063-RA, LHUM_LH10143-RA, LHUM_LH10536-RA, LHUM_LH10537-RA, LHUM_LH10653-RA, LHUM_LH11509-RA, LHUM_LH11578-RA, LHUM_LH12279-RA, LHUM_LH12280-RA, LHUM_LH12281-RA, LHUM_LH12283-RA, LHUM_LH13233-RA, LHUM_LH14431-RA, LHUM_LH15085-RA, LHUM_LH15086-RA, LHUM_LH15893-RA, LHUM_LH23650-RA, LHUM_LH24584-RA	PBAR_PB17796-RB, PBAR_PB17801-RA
OG0000034	ACEP_ACEP_00013554-RA, ACEP_ACEP_00016786-RA		PBAR_PB10084-RA, PBAR_PB10116-RA, PBAR_PB10301-RA, PBAR_PB10313-RA, PBAR_PB10416-RA, PBAR_PB10432-RA, PBAR_PB10439-RA, PBAR_PB10555-RA, PBAR_PB10558-RA, PBAR_PB10582-RA, PBAR_PB10623-RA, PBAR_PB10719-RA, PBAR_PB11174-RA, PBAR_PB13570-RA, PBAR_PB15093-RA, PBAR_PB15197-RA, PBAR_PB17133-RA, PBAR_PB17935-RA, PBAR_PB21972-RA, PBAR_pbar_CG32645-like-1
OG0000035	ACEP_ACEP_00012571-RA, ACEP_ACEP_00012573-RA, ACEP_ACEP_00012575-RA, ACEP_ACEP_00012576-RA, ACEP_ACEP_00012577-RA, ACEP_ACEP_00012578-RA, ACEP_ACEP_00016515-RA, ACEP_ACEP_00017792-RA, ACEP_ACEP_00017793-RA, ACEP_ACEP_00017794-RA, ACEP_ACEP_00017795-RA	LHUM_LH18458-RA, LHUM_LH18459-RA, LHUM_LH18464-RA, LHUM_LH25728-RA, LHUM_LH25730-RA	PBAR_PB16372-RA, PBAR_PB16373-RA, PBAR_PB16374-RA, PBAR_PB16375-RA, PBAR_PB16376-RA, PBAR_PB26592-RA
OG0000036		LHUM_LH10840-RA, LHUM_LH10841-RA, LHUM_LH11816-RA, LHUM_LH11825-RA, LHUM_LH13289-RA, LHUM_LH13323-RA, LHUM_LH13466-RA, LHUM_LH13473-RA, LHUM_LH13474-RA, LHUM_LH14562-RA, LHUM_LH14925-RA, LHUM_LH19802-RA, LHUM_LH24884-RA, LHUM_LH24885-RA, LHUM_Lhum_CG9747_i-RA, LHUM_Lhum_CG9747_j-RA, LHUM_Lhum_CG9747_k-RA, LHUM_Lhum_CG9747_m-RA, LHUM_Lhum_CG9747_n-RA, LHUM_Lhum_CG9747_o-RB, LHUM_Lhum_desat_frag6-RA	PBAR_Pbar_desat_frag1-1
OG0000037	ACEP_ACEP_00004597-RA, ACEP_ACEP_00009266-RA, ACEP_ACEP_00009267-RA, ACEP_ACEP_00009275-RA, ACEP_ACEP_00009354-RA, ACEP_ACEP_00013962-RA, ACEP_ACEP_00013966-RA, ACEP_ACEP_00013968-RA, ACEP_ACEP_00013969-RA, ACEP_ACEP_00013970-RA	LHUM_LH10353-RA, LHUM_LH11288-RA	PBAR_PB10328-RA, PBAR_PB10825-RA, PBAR_PB10826-RA, PBAR_PB10830-RA, PBAR_PB10831-RA, PBAR_PB12884-RA, PBAR_PB17473-RA, PBAR_PB24933-RA, PBAR_pbar_CG8306-RA
OG0000038	ACEP_ACEP_00000642-RA, ACEP_ACEP_00001993-RA, ACEP_ACEP_00005121-RA, ACEP_ACEP_00005122-RA, ACEP_ACEP_00005123-RA, ACEP_ACEP_00009900-RA, ACEP_ACEP_00011218-RA, ACEP_ACEP_00013958-RA, ACEP_ACEP_00015492-RA, ACEP_ACEP_00015493-RA, ACEP_ACEP_00015494-RA, ACEP_ACEP_00015495-RA, ACEP_ACEP_00015496-RA, ACEP_ACEP_00015498-RA, ACEP_ACEP_00016538-RA, ACEP_ACEP_00016855-RA, ACEP_ACEP_00016856-RA, ACEP_ACEP_00016857-RA, ACEP_ACEP_00018011-RA	LHUM_LH23078-RA	PBAR_PB26388-RA
OG0000039	ACEP_ACEP_00002461-RA, ACEP_ACEP_00002484-RA, ACEP_ACEP_00008124-RA, ACEP_ACEP_00010233-RA, ACEP_ACEP_00010236-RA, ACEP_ACEP_00010237-RA, ACEP_ACEP_00015336-RA, ACEP_ACEP_00015337-RA, ACEP_ACEP_00015338-RA, ACEP_ACEP_00016551-RA	LHUM_LH15650-RA, LHUM_LH20394-RA, LHUM_LH24044-RA, LHUM_LH24045-RA, LHUM_LH26075-RA	PBAR_PB15785-RA, PBAR_PB19078-RA, PBAR_PB19088-RA, PBAR_PB25133-RA, PBAR_PB25135-RA, PBAR_PB25136-RA
OG0000040	ACEP_ACEP_00000900-RA, ACEP_ACEP_00004980-RA, ACEP_ACEP_00010442-RA, ACEP_ACEP_00011861-RA	LHUM_LH10123-RA, LHUM_LH10641-RA, LHUM_LH11199-RA, LHUM_LH11582-RA, LHUM_LH11589-RA, LHUM_LH11590-RA, LHUM_LH12797-RA, LHUM_LH14672-RA, LHUM_LH14672-RB, LHUM_LH14792-RA, LHUM_LH14800-RA, LHUM_LH15166-RA, LHUM_LH15666-RA, LHUM_LH22486-RA, LHUM_LH24293-RA, LHUM_LH25482-RA	PBAR_PB10883-RA
OG0000041	ACEP_ACEP_00000899-RA, ACEP_ACEP_00000919-RA, ACEP_ACEP_00001156-RA, ACEP_ACEP_00005895-RA, ACEP_ACEP_00008490-RA, ACEP_ACEP_00010438-RA, ACEP_ACEP_00011558-RA, ACEP_ACEP_00012190-RA, ACEP_ACEP_00012229-RA, ACEP_ACEP_00012909-RA, ACEP_ACEP_00014268-RA, ACEP_ACEP_00014610-RA, ACEP_ACEP_00014737-RA, ACEP_ACEP_00015619-RA	LHUM_LH10336-RA, LHUM_LH10454-RA, LHUM_LH14522-RA, LHUM_LH15403-RA	PBAR_PB10446-RA, PBAR_PB17690-RA, PBAR_PB22268-RA
OG0000042	ACEP_ACEP_00000979-RA, ACEP_ACEP_00000997-RA, ACEP_ACEP_00000998-RA, ACEP_ACEP_00001586-RA, ACEP_ACEP_00001587-RA, ACEP_ACEP_00003694-RA, ACEP_ACEP_00005017-RA, ACEP_ACEP_00005089-RA, ACEP_ACEP_00005090-RA, ACEP_ACEP_00005091-RA, ACEP_ACEP_00008278-RA, ACEP_ACEP_00009785-RA, ACEP_ACEP_00009786-RA, ACEP_ACEP_00010417-RA, ACEP_ACEP_00011630-RA, ACEP_ACEP_00012365-RA, ACEP_ACEP_00012378-RA, ACEP_ACEP_00012379-RA, ACEP_ACEP_00014586-RA, ACEP_ACEP_00014862-RA, ACEP_ACEP_00017701-RA		
OG0000043	ACEP_ACEP_00012175-RA	LHUM_LH10088-RA, LHUM_LH10236-RA, LHUM_LH10441-RA, LHUM_LH10533-RA, LHUM_LH11864-RA, LHUM_LH12395-RA, LHUM_LH14451-RA, LHUM_LH14453-RA, LHUM_LH14819-RA, LHUM_LH15103-RA, LHUM_LH15104-RA, LHUM_LH15107-RA, LHUM_LH16625-RA, LHUM_LH19914-RA, LHUM_LH20431-RA, LHUM_LH20696-RA, LHUM_LH23197-RA, LHUM_LH23238-RA, LHUM_LH23669-RA, LHUM_LH23878-RA	
OG0000044	ACEP_ACEP_00006037-RA, ACEP_ACEP_00011839-RA, ACEP_ACEP_00011929-RA	LHUM_LH10087-RA, LHUM_LH10282-RA, LHUM_LH10515-RA, LHUM_LH10853-RA, LHUM_LH11141-RA, LHUM_LH11143-RA, LHUM_LH11594-RA, LHUM_LH11595-RA, LHUM_LH12469-RA, LHUM_LH12807-RA, LHUM_LH20539-RA, LHUM_LH21774-RA, LHUM_LH22243-RA, LHUM_LH25123-RA	PBAR_PB18611-RA, PBAR_PB22802-RA, PBAR_PB26199-RA
OG0000045	ACEP_ACEP_00003507-RA, ACEP_ACEP_00011526-RA	LHUM_LH10168-RA, LHUM_LH10622-RA, LHUM_LH10625-RA, LHUM_LH11176-RA, LHUM_LH11179-RA, LHUM_LH11180-RA, LHUM_LH11356-RA, LHUM_LH11488-RA, LHUM_LH12306-RA, LHUM_LH13964-RA, LHUM_LH15668-RA, LHUM_LH19273-RA, LHUM_LH20306-RA, LHUM_LH22566-RA, LHUM_LH23189-RA, LHUM_LH23990-RA	PBAR_PB11603-RA, PBAR_PB11603-RB
OG0000046	ACEP_ACEP_00010407-RA, ACEP_ACEP_00011725-RA	LHUM_LH10434-RA, LHUM_LH10437-RA, LHUM_LH11546-RA, LHUM_LH11547-RA, LHUM_LH11548-RA, LHUM_LH11735-RA, LHUM_LH11736-RA, LHUM_LH11784-RA, LHUM_LH11785-RA, LHUM_LH12517-RA, LHUM_LH12518-RA, LHUM_LH12519-RA, LHUM_LH12520-RA, LHUM_LH14322-RA, LHUM_LH14323-RA, LHUM_LH14426-RA, LHUM_LH15687-RA, LHUM_LH25229-RA	
OG0000047	ACEP_ACEP_00015568-RA, ACEP_ACEP_00015573-RA	LHUM_LH12051-RA, LHUM_LH13844-RA, LHUM_LH13852-RA, LHUM_LH14010-RA, LHUM_LH14011-RA, LHUM_LH15063-RA, LHUM_LH18149-RA, LHUM_LH19196-RA, LHUM_LH19459-RA, LHUM_LH20668-RA, LHUM_LH24049-RA, LHUM_LH25532-RA, LHUM_LH25533-RA, LHUM_LH25535-RA, LHUM_LH25536-RA, LHUM_LH25538-RA, LHUM_LH25539-RA	PBAR_PB12857-RA
OG0000048	ACEP_ACEP_00013355-RA	LHUM_LH11593-RA, LHUM_LH12556-RA, LHUM_LH12558-RA	PBAR_PB10500-RA, PBAR_PB10523-RA, PBAR_PB11033-RA, PBAR_PB11034-RA, PBAR_PB11358-RA, PBAR_PB11400-RA, PBAR_PB11401-RA, PBAR_PB11402-RA, PBAR_PB11403-RA, PBAR_PB11723-RA, PBAR_PB11724-RA, PBAR_PB14506-RA, PBAR_PB14509-RA, PBAR_PB14758-RA, PBAR_PB22317-RA, PBAR_PB22325-RA
OG0000049		LHUM_LH15618-RA, LHUM_LH25282-RA, LHUM_LH25358-RA, LHUM_LH25392-RA, LHUM_LH25415-RA, LHUM_LH25437-RA, LHUM_LH25448-RA, LHUM_LH25449-RA, LHUM_LH25454-RA, LHUM_LH25477-RA, LHUM_LH25505-RA, LHUM_LH25559-RA, LHUM_LH25732-RA, LHUM_LH25764-RA, LHUM_LH25904-RA, LHUM_LH25940-RA, LHUM_LH26069-RA, LHUM_LH26078-RA, LHUM_LH26108-RA, LHUM_LH26114-RA	
OG0000050	ACEP_ACEP_00007339-RA, ACEP_ACEP_00008156-RA, ACEP_ACEP_00008157-RA, ACEP_ACEP_00011515-RA, ACEP_ACEP_00014489-RA, ACEP_ACEP_00014491-RA, ACEP_ACEP_00014492-RA, ACEP_ACEP_00014517-RA, ACEP_ACEP_00014518-RA, ACEP_ACEP_00014519-RA, ACEP_ACEP_00015874-RA, ACEP_ACEP_00015877-RA, ACEP_ACEP_00015878-RA, ACEP_ACEP_00017380-RA, ACEP_ACEP_00017497-RA, ACEP_ACEP_00017498-RA, ACEP_ACEP_00017499-RA, ACEP_ACEP_00017730-RA, ACEP_ACEP_00018167-RA		
OG0000051	ACEP_ACEP_00001306-RA, ACEP_ACEP_00001307-RA, ACEP_ACEP_00001309-RA, ACEP_ACEP_00001310-RA, ACEP_ACEP_00001311-RA, ACEP_ACEP_00001314-RA, ACEP_ACEP_00001315-RA, ACEP_ACEP_00001316-RA, ACEP_ACEP_00011133-RA, ACEP_ACEP_00011136-RA, ACEP_ACEP_00011138-RA, ACEP_ACEP_00011139-RA, ACEP_ACEP_00011140-RA, ACEP_ACEP_00011141-RA, ACEP_ACEP_00011142-RA, ACEP_ACEP_00011508-RA	LHUM_LH10134-RA, LHUM_LH10136-RA	PBAR_PB14420-RA
OG0000052	ACEP_ACEP_00002294-RA, ACEP_ACEP_00002295-RA, ACEP_ACEP_00002297-RA, ACEP_ACEP_00003359-RA, ACEP_ACEP_00004420-RA	LHUM_LH17100-RA, LHUM_LH17808-RA, LHUM_LH17809-RA, LHUM_LH17810-RA, LHUM_LH17822-RA, LHUM_LH21131-RA, LHUM_LH21152-RA	PBAR_PB17210-RA, PBAR_PB19406-RA, PBAR_PB19407-RA, PBAR_PB19409-RA, PBAR_PB19410-RA, PBAR_PB25917-RA, PBAR_PB25930-RA
OG0000053	ACEP_ACEP_00011837-RA, ACEP_ACEP_00011838-RA, ACEP_ACEP_00011979-RA, ACEP_ACEP_00014132-RA, ACEP_ACEP_00014141-RA, ACEP_ACEP_00014151-RA, ACEP_ACEP_00014152-RA, ACEP_ACEP_00017832-RA, ACEP_ACEP_00017833-RA, ACEP_ACEP_00018133-RA, ACEP_ACEP_00018134-RA, ACEP_ACEP_00018135-RA, ACEP_ACEP_00018136-RA	LHUM_LH18023-RA, LHUM_LH19794-RA, LHUM_LH22632-RA, LHUM_LH25360-RA, LHUM_LH26018-RA	PBAR_PB18249-RA
OG0000054	ACEP_ACEP_00011265-RA, ACEP_ACEP_00014842-RA	LHUM_LH12079-RA, LHUM_LH13585-RA, LHUM_LH16335-RA, LHUM_LH22562-RA, LHUM_LH22565-RA, LHUM_LH25760-RA, LHUM_LH25761-RA	PBAR_PB11368-RA, PBAR_PB12057-RA, PBAR_PB12060-RA, PBAR_PB17557-RA, PBAR_PB18184-RA, PBAR_PB18190-RA, PBAR_PB18191-RA, PBAR_PB18192-RA, PBAR_PB18193-RA, PBAR_PB25191-RA
OG0000055	ACEP_ACEP_00000666-RA, ACEP_ACEP_00003796-RA, ACEP_ACEP_00009787-RA, ACEP_ACEP_00011962-RA, ACEP_ACEP_00017915-RA	LHUM_LH16175-RA, LHUM_LH18070-RA, LHUM_LH19162-RA, LHUM_LH19163-RA, LHUM_LH24002-RA, LHUM_LH24003-RA	PBAR_PB10241-RA, PBAR_PB12187-RA, PBAR_PB12189-RA, PBAR_PB18852-RA, PBAR_PB24189-RA, PBAR_PB25255-RA, PBAR_PB25258-RA, PBAR_PB25259-RA
OG0000056	ACEP_ACEP_00014563-RA, ACEP_ACEP_00015465-RA	LHUM_LH10163-RA, LHUM_LH10358-RA, LHUM_LH10517-RA, LHUM_LH10858-RA, LHUM_LH12271-RA, LHUM_LH13326-RA, LHUM_LH13360-RA, LHUM_LH13435-RA, LHUM_LH13456-RA, LHUM_LH15774-RA, LHUM_LH15778-RA, LHUM_LH24288-RA, LHUM_LH24291-RA, LHUM_LH25262-RA, LHUM_LH25269-RA, LHUM_LH25280-RA, LHUM_LH26017-RA	
OG0000057	ACEP_ACEP_00009255-RA	LHUM_LH10281-RA, LHUM_LH10768-RA, LHUM_LH10859-RA, LHUM_LH10910-RA, LHUM_LH11566-RA, LHUM_LH11637-RA, LHUM_LH14471-RA, LHUM_LH15114-RA, LHUM_LH16822-RA, LHUM_LH16824-RA, LHUM_LH17363-RA, LHUM_LH20452-RA, LHUM_LH20453-RA, LHUM_LH22548-RA	PBAR_PB11807-RA, PBAR_PB19813-RA, PBAR_PB20045-RA, PBAR_PB24929-RA
OG0000058	ACEP_ACEP_00012285-RA	LHUM_LH12853-RA	PBAR_PB10021-RA, PBAR_PB10028-RA, PBAR_PB10029-RA, PBAR_PB10213-RA, PBAR_PB10422-RA, PBAR_PB10612-RA, PBAR_PB13571-RA, PBAR_PB14260-RA, PBAR_PB14261-RA, PBAR_PB14262-RA, PBAR_PB14263-RA, PBAR_PB14264-RA, PBAR_PB21704-RA, PBAR_PB21705-RA, PBAR_PB23802-RA, PBAR_PB26222-RA, PBAR_pbar_CG32104-like-1
OG0000059		LHUM_LH10030-RA, LHUM_LH10408-RA, LHUM_LH10440-RA, LHUM_LH10467-RA, LHUM_LH10504-RA, LHUM_LH10618-RA, LHUM_LH10770-RA, LHUM_LH10854-RA, LHUM_LH14715-RA, LHUM_LH15088-RA, LHUM_LH15089-RA, LHUM_LH17451-RA, LHUM_LH18436-RA, LHUM_LH21425-RA, LHUM_LH22775-RA, LHUM_LH23236-RA, LHUM_LH24312-RA, LHUM_LH25198-RA, LHUM_LH25266-RA	
OG0000060			PBAR_PB10672-RA, PBAR_PB10866-RA, PBAR_PB10867-RA, PBAR_PB11487-RA, PBAR_PB13527-RA, PBAR_PB13708-RA, PBAR_PB13918-RA, PBAR_PB14231-RA, PBAR_PB14238-RA, PBAR_PB14333-RA, PBAR_PB14335-RA, PBAR_PB15125-RA, PBAR_PB15327-RA, PBAR_PB17087-RA, PBAR_PB17089-RA, PBAR_PB17091-RA, PBAR_PB19117-RA, PBAR_PB19154-RA, PBAR_PB20728-RA
OG0000061	ACEP_ACEP_00001090-RA, ACEP_ACEP_00003671-RA, ACEP_ACEP_00004868-RA, ACEP_ACEP_00004869-RA, ACEP_ACEP_00004974-RA, ACEP_ACEP_00005787-RA, ACEP_ACEP_00008108-RA, ACEP_ACEP_00009600-RA, ACEP_ACEP_00009601-RA, ACEP_ACEP_00009602-RA, ACEP_ACEP_00011632-RA, ACEP_ACEP_00011633-RA, ACEP_ACEP_00012223-RA, ACEP_ACEP_00012224-RA, ACEP_ACEP_00014745-RA, ACEP_ACEP_00014747-RA, ACEP_ACEP_00014888-RA		PBAR_PB15338-RA
OG0000062	ACEP_ACEP_00000449-RA, ACEP_ACEP_00003321-RA, ACEP_ACEP_00004082-RA, ACEP_ACEP_00004092-RA, ACEP_ACEP_00008944-RA, ACEP_ACEP_00013246-RA	LHUM_LH11342-RA, LHUM_LH11343-RA, LHUM_LH12354-RA, LHUM_LH21302-RA, LHUM_LH22708-RA, LHUM_LH23404-RA	PBAR_PB13330-RA, PBAR_PB15578-RA, PBAR_PB16617-RA, PBAR_PB19955-RA, PBAR_PB26410-RA, PBAR_pbar_HSP70-1
OG0000063	ACEP_ACEP_00001025-RA		PBAR_PB10479-RA, PBAR_PB11313-RA, PBAR_PB11315-RA, PBAR_PB11482-RA, PBAR_PB12673-RA, PBAR_PB12674-RA, PBAR_PB13883-RA, PBAR_PB14225-RA, PBAR_PB14227-RA, PBAR_PB14228-RA, PBAR_PB14229-RA, PBAR_PB14818-RA, PBAR_PB15328-RA, PBAR_PB18665-RA, PBAR_PB19150-RA, PBAR_PB24057-RA, PBAR_PB24733-RA
OG0000064	ACEP_ACEP_00003561-RA, ACEP_ACEP_00007791-RA, ACEP_ACEP_00008692-RA, ACEP_ACEP_00010593-RA, ACEP_ACEP_00013110-RA, ACEP_ACEP_00013513-RA	LHUM_LH11173-RA, LHUM_LH12899-RA, LHUM_LH13102-RA, LHUM_LH16392-RA, LHUM_LH23378-RA, LHUM_LH24213-RA	PBAR_PB11835-RA, PBAR_PB11906-RA, PBAR_PB13264-RA, PBAR_PB14550-RA, PBAR_PB14684-RA, PBAR_pbar_SerT-1
OG0000065	ACEP_ACEP_00001049-RA, ACEP_ACEP_00001051-RA, ACEP_ACEP_00001056-RA, ACEP_ACEP_00001059-RA, ACEP_ACEP_00001060-RA, ACEP_ACEP_00001061-RA, ACEP_ACEP_00001064-RA, ACEP_ACEP_00003691-RA, ACEP_ACEP_00003693-RA, ACEP_ACEP_00016927-RA	LHUM_LH24938-RA, LHUM_LH26112-RA, LHUM_LH26113-RA	PBAR_PB26926-RA, PBAR_PB26927-RA, PBAR_PB26928-RA, PBAR_PB26929-RA
OG0000066	ACEP_ACEP_00001000-RA, ACEP_ACEP_00005956-RA, ACEP_ACEP_00009402-RA, ACEP_ACEP_00010463-RA	LHUM_LH23901-RA	PBAR_PB10480-RA, PBAR_PB11306-RA, PBAR_PB11314-RA, PBAR_PB13512-RA, PBAR_PB13709-RA, PBAR_PB14236-RA, PBAR_PB15126-RA, PBAR_PB17086-RA, PBAR_PB18205-RA, PBAR_PB18371-RA, PBAR_PB19223-RA, PBAR_PB24637-RA
OG0000067	ACEP_ACEP_00001292-RA	LHUM_LH10129-RA, LHUM_LH21668-RA, LHUM_LH21669-RA, LHUM_LH21670-RA, LHUM_LH21671-RA, LHUM_LH25955-RA, LHUM_LH25956-RA	PBAR_PB10242-RA, PBAR_PB10374-RA, PBAR_PB21568-RA, PBAR_PB21569-RA, PBAR_PB21570-RA, PBAR_PB21571-RA, PBAR_PB21572-RA, PBAR_PB21573-RA, PBAR_PB21574-RA
OG0000068	ACEP_ACEP_00000934-RA, ACEP_ACEP_00000935-RA, ACEP_ACEP_00001038-RA, ACEP_ACEP_00005792-RA, ACEP_ACEP_00009174-RA, ACEP_ACEP_00009197-RA, ACEP_ACEP_00011756-RA, ACEP_ACEP_00011771-RA, ACEP_ACEP_00011791-RA, ACEP_ACEP_00011792-RA, ACEP_ACEP_00011802-RA, ACEP_ACEP_00011805-RA, ACEP_ACEP_00011812-RA, ACEP_ACEP_00011813-RA, ACEP_ACEP_00014590-RA, ACEP_ACEP_00015351-RA	LHUM_LH19579-RA	
OG0000069	ACEP_ACEP_00002716-RA, ACEP_ACEP_00017186-RA	LHUM_LH16353-RA, LHUM_LH16360-RA, LHUM_LH16362-RA, LHUM_LH25596-RA, LHUM_LH25597-RA, LHUM_LH25605-RA, LHUM_LH25606-RA, LHUM_LH25607-RA, LHUM_LH25609-RA, LHUM_LH25610-RA, LHUM_LH25611-RA	PBAR_PB10534-RA, PBAR_PB14300-RA, PBAR_PB14763-RA, PBAR_PB26458-RA
OG0000070	ACEP_ACEP_00010190-RA, ACEP_ACEP_00010190-RB, ACEP_ACEP_00010191-RA, ACEP_ACEP_00010192-RA, ACEP_ACEP_00010193-RA, ACEP_ACEP_00010194-RA, ACEP_ACEP_00010195-RA, ACEP_ACEP_00010196-RA, ACEP_ACEP_00010197-RA, ACEP_ACEP_00010198-RA, ACEP_ACEP_00010201-RA, ACEP_ACEP_00017758-RA, ACEP_ACEP_00017759-RA, ACEP_ACEP_00017760-RA, ACEP_ACEP_00017762-RA, ACEP_ACEP_00017763-RA		PBAR_PB10440-RA
OG0000071	ACEP_ACEP_00010659-RA	LHUM_LH13167-RA	PBAR_PB10527-RA, PBAR_PB10618-RA, PBAR_PB11900-RA, PBAR_PB14273-RA, PBAR_PB14274-RA, PBAR_PB17389-RA, PBAR_PB17396-RA, PBAR_PB17431-RA, PBAR_PB17432-RA, PBAR_PB17433-RA, PBAR_PB18999-RA, PBAR_PB20343-RA, PBAR_PB23377-RA, PBAR_PB26648-RA, PBAR_PB26812-RA
OG0000072		LHUM_LH10122-RA, LHUM_LH10260-RA, LHUM_LH10335-RA, LHUM_LH10360-RA, LHUM_LH10464-RA, LHUM_LH10493-RA, LHUM_LH10595-RA, LHUM_LH10636-RA, LHUM_LH11894-RA, LHUM_LH13317-RA, LHUM_LH14436-RA, LHUM_LH15434-RA, LHUM_LH15664-RA, LHUM_LH15793-RA, LHUM_LH19917-RA, LHUM_LH25206-RA, LHUM_LH25214-RA	
OG0000073		LHUM_LH10104-RA, LHUM_LH11423-RA, LHUM_LH11583-RA, LHUM_LH12568-RA, LHUM_LH14084-RA, LHUM_LH15660-RA, LHUM_LH18623-RA, LHUM_LH19418-RA, LHUM_LH20446-RA, LHUM_LH20448-RA, LHUM_LH22553-RA, LHUM_LH23477-RA, LHUM_LH23494-RA, LHUM_LH23497-RA, LHUM_LH23498-RA, LHUM_LH23499-RA, LHUM_LH26049-RA	
OG0000074			PBAR_PB10133-RA, PBAR_PB10170-RA, PBAR_PB10702-RA, PBAR_PB10757-RA, PBAR_PB10993-RA, PBAR_PB11119-RA, PBAR_PB11129-RA, PBAR_PB11395-RA, PBAR_PB12805-RA, PBAR_PB13221-RA, PBAR_PB15488-RA, PBAR_PB15494-RA, PBAR_PB17798-RA, PBAR_PB19172-RA, PBAR_PB22034-RA, PBAR_PB22153-RA, PBAR_PB24051-RA
OG0000075	ACEP_ACEP_00002851-RA, ACEP_ACEP_00012797-RA, ACEP_ACEP_00015550-RA, ACEP_ACEP_00016287-RA	LHUM_LH11616-RA, LHUM_LH14190-RA, LHUM_LH14551-RA, LHUM_LH19101-RA, LHUM_LH19129-RA, LHUM_LH20267-RA, LHUM_LH25498-RA	PBAR_PB13081-RA, PBAR_PB20950-RA, PBAR_PB21279-RA, PBAR_PB21504-RA, PBAR_PB26849-RA
OG0000076	ACEP_ACEP_00005232-RA, ACEP_ACEP_00008516-RA, ACEP_ACEP_00008517-RA, ACEP_ACEP_00012612-RA, ACEP_ACEP_00013948-RA	LHUM_LH11300-RA, LHUM_LH11974-RA, LHUM_LH25149-RA, LHUM_LH26004-RA, LHUM_LH26005-RA	PBAR_PB11385-RA, PBAR_PB11506-RA, PBAR_PB11509-RA, PBAR_PB16421-RA, PBAR_PB18618-RA, PBAR_PB18623-RA
OG0000077	ACEP_ACEP_00001691-RA, ACEP_ACEP_00003596-RA, ACEP_ACEP_00005021-RA, ACEP_ACEP_00005846-RA, ACEP_ACEP_00009167-RA, ACEP_ACEP_00009188-RA, ACEP_ACEP_00011040-RA, ACEP_ACEP_00011576-RA, ACEP_ACEP_00013360-RA, ACEP_ACEP_00013370-RA, ACEP_ACEP_00013709-RA, ACEP_ACEP_00013710-RA, ACEP_ACEP_00015567-RA, ACEP_ACEP_00016295-RA, ACEP_ACEP_00018032-RA		PBAR_PB14823-RA
