Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0000069	ACEP_ACEP_00002716-RA	LHUM_LH16353-RA, LHUM_LH16362-RA, LHUM_LH16360-RA, LHUM_LH25607-RA, LHUM_LH25605-RA, LHUM_LH25610-RA, LHUM_LH25611-RA, LHUM_LH25596-RA, LHUM_LH25597-RA, LHUM_LH25606-RA
OG0000071	ACEP_ACEP_00010659-RA	LHUM_LH13167-RA
OG0000075	ACEP_ACEP_00015550-RA	LHUM_LH19129-RA
OG0000075	ACEP_ACEP_00016287-RA	LHUM_LH20267-RA
OG0000075	ACEP_ACEP_00002851-RA	LHUM_LH25498-RA
OG0000075	ACEP_ACEP_00012797-RA	LHUM_LH14190-RA
OG0000076	ACEP_ACEP_00005232-RA	LHUM_LH26004-RA, LHUM_LH26005-RA
OG0000076	ACEP_ACEP_00012612-RA	LHUM_LH11974-RA
OG0000076	ACEP_ACEP_00013948-RA	LHUM_LH11300-RA
OG0000076	ACEP_ACEP_00008517-RA	LHUM_LH25149-RA
OG0000078	ACEP_ACEP_00016737-RA, ACEP_ACEP_00012620-RA, ACEP_ACEP_00003970-RA, ACEP_ACEP_00003969-RA, ACEP_ACEP_00009871-RA, ACEP_ACEP_00012621-RA, ACEP_ACEP_00012619-RA, ACEP_ACEP_00016410-RA, ACEP_ACEP_00000809-RA, ACEP_ACEP_00000807-RA, ACEP_ACEP_00014531-RA, ACEP_ACEP_00011958-RA, ACEP_ACEP_00011491-RA, ACEP_ACEP_00011415-RA, ACEP_ACEP_00011959-RA	LHUM_LH26034-RA
OG0000079	ACEP_ACEP_00006947-RA, ACEP_ACEP_00006945-RA	LHUM_LH21966-RA
OG0000079	ACEP_ACEP_00002291-RA	LHUM_LH11257-RA, LHUM_LH17824-RA
OG0000079	ACEP_ACEP_00017989-RA	LHUM_LH25927-RA, LHUM_LH25915-RA
OG0000081	ACEP_ACEP_00014091-RA	LHUM_LH20345-RA
OG0000081	ACEP_ACEP_00014076-RA	LHUM_LH20333-RA
OG0000081	ACEP_ACEP_00013118-RA	LHUM_LH24989-RA
OG0000081	ACEP_ACEP_00018112-RA	LHUM_LH19594-RA
OG0000081	ACEP_ACEP_00007446-RA	LHUM_LH19591-RA
OG0000081	ACEP_ACEP_00007447-RA	LHUM_LH19592-RA
OG0000082	ACEP_ACEP_00003731-RA, ACEP_ACEP_00003729-RA	LHUM_LH24891-RA
OG0000082	ACEP_ACEP_00006941-RA, ACEP_ACEP_00012742-RA	LHUM_LH20877-RA
OG0000082	ACEP_ACEP_00006784-RA	LHUM_LH21967-RA
OG0000083	ACEP_ACEP_00018208-RA	LHUM_LH13395-RA, LHUM_LH15617-RA, LHUM_LH13193-RA
OG0000083	ACEP_ACEP_00014640-RA	LHUM_LH25281-RA, LHUM_LH11891-RA, LHUM_LH25442-RA, LHUM_LH11890-RA, LHUM_LH11999-RA, LHUM_LH10514-RA, LHUM_LH11891-RB, LHUM_LH13396-RA, LHUM_LH15621-RA, LHUM_LH22496-RA
OG0000084	ACEP_ACEP_00004210-RA	LHUM_lhum_for-1
OG0000084	ACEP_ACEP_00007488-RA	LHUM_LH19568-RA
OG0000084	ACEP_ACEP_00009190-RA	LHUM_LH10075-RA, LHUM_LH23928-RA
OG0000085	ACEP_ACEP_00017895-RA	LHUM_LH25389-RA
OG0000085	ACEP_ACEP_00013631-RA	LHUM_LH21658-RA
OG0000085	ACEP_ACEP_00016389-RA	LHUM_LH11871-RB, LHUM_LH11871-RA
OG0000085	ACEP_ACEP_00013632-RA	LHUM_LH12493-RA, LHUM_LH21657-RA
OG0000086	ACEP_ACEP_00004263-RA	LHUM_LH20664-RA
OG0000086	ACEP_ACEP_00002832-RA	LHUM_LH13301-RA, LHUM_LH15676-RA, LHUM_LH24309-RA, LHUM_LH24303-RA
OG0000086	ACEP_ACEP_00016355-RA, ACEP_ACEP_00004262-RA	LHUM_LH15675-RA, LHUM_LH11410-RA, LHUM_LH13302-RA
OG0000087	ACEP_ACEP_00009639-RA	LHUM_LH16203-RA, LHUM_LH15662-RA, LHUM_LH12810-RA, LHUM_LH10357-RA, LHUM_LH10465-RA, LHUM_LH10274-RA, LHUM_LH11742-RA, LHUM_LH10635-RA, LHUM_LH23231-RA, LHUM_LH25261-RA, LHUM_LH20014-RA, LHUM_LH10521-RA, LHUM_LH19915-RA
OG0000089	ACEP_ACEP_00010073-RA	LHUM_LH14704-RA, LHUM_LH15599-RA, LHUM_LH13390-RA, LHUM_LH10146-RA, LHUM_LH22763-RA, LHUM_LH25524-RA, LHUM_LH15598-RA, LHUM_LH10842-RA, LHUM_LH26021-RA, LHUM_LH25283-RA, LHUM_LH11879-RA, LHUM_LH11492-RA, LHUM_LH10151-RA, LHUM_LH25300-RA
OG0000094	ACEP_ACEP_00008314-RA	LHUM_LH16303-RA
OG0000094	ACEP_ACEP_00004174-RA	LHUM_LH12628-RA
OG0000094	ACEP_ACEP_00013609-RA	LHUM_LH12506-RA
OG0000094	ACEP_ACEP_00006332-RA	LHUM_LH14631-RA
OG0000094	ACEP_ACEP_00002453-RA	LHUM_LH15639-RA
OG0000095	ACEP_ACEP_00005727-RA	LHUM_Lhum_nAChRa1-RA
OG0000095	ACEP_ACEP_00004814-RA	LHUM_LH23332-RA
OG0000095	ACEP_ACEP_00004888-RA	LHUM_LH12385-RA
OG0000095	ACEP_ACEP_00003629-RA	LHUM_LH24960-RA
OG0000095	ACEP_ACEP_00005734-RA	LHUM_LH23821-RA
OG0000096	ACEP_ACEP_00016703-RA, ACEP_ACEP_00011186-RA, ACEP_ACEP_00011187-RA, ACEP_ACEP_00016483-RA, ACEP_ACEP_00011185-RA	LHUM_LH17224-RA
OG0000097	ACEP_ACEP_00012330-RA	LHUM_LH25207-RA, LHUM_LH10273-RA, LHUM_LH18710-RA
OG0000097	ACEP_ACEP_00012329-RA	LHUM_LH12522-RA, LHUM_LH17397-RA, LHUM_LH10542-RA, LHUM_LH12622-RA, LHUM_LH18381-RA, LHUM_LH25211-RA, LHUM_LH12623-RA, LHUM_LH14556-RA, LHUM_LH18707-RA
OG0000101	ACEP_ACEP_00011522-RA	LHUM_LH13426-RA, LHUM_LH14700-RA, LHUM_LH23246-RA, LHUM_LH23245-RA, LHUM_LH13429-RA, LHUM_LH10367-RA, LHUM_LH13432-RA, LHUM_LH13434-RA, LHUM_LH13431-RA, LHUM_LH14406-RA, LHUM_LH13433-RA, LHUM_LH14702-RA
OG0000102	ACEP_ACEP_00002247-RA, ACEP_ACEP_00008060-RA	LHUM_LH16742-RA, LHUM_LH20685-RA
OG0000103	ACEP_ACEP_00014248-RA, ACEP_ACEP_00005015-RA, ACEP_ACEP_00002216-RA, ACEP_ACEP_00008858-RA, ACEP_ACEP_00012371-RA, ACEP_ACEP_00010481-RA, ACEP_ACEP_00010557-RA, ACEP_ACEP_00000837-RA	LHUM_LH13188-RA
OG0000104	ACEP_ACEP_00008101-RA	LHUM_LH24163-RA
OG0000104	ACEP_ACEP_00002975-RA	LHUM_LH11235-RA
OG0000104	ACEP_ACEP_00003088-RA	LHUM_LH14993-RA
OG0000105	ACEP_ACEP_00012741-RA	LHUM_LH21983-RA
OG0000105	ACEP_ACEP_00006948-RA	LHUM_LH20876-RA
OG0000105	ACEP_ACEP_00006946-RA, ACEP_ACEP_00006782-RA, ACEP_ACEP_00014043-RA, ACEP_ACEP_00017988-RA	LHUM_LH25916-RA
OG0000106	ACEP_ACEP_00001818-RA	LHUM_LH15490-RA
OG0000106	ACEP_ACEP_00003230-RA	LHUM_LH15712-RA
OG0000106	ACEP_ACEP_00016285-RA	LHUM_LH20262-RA
OG0000106	ACEP_ACEP_00001196-RA	LHUM_LH20472-RA
OG0000106	ACEP_ACEP_00000218-RA	LHUM_LH12609-RA
OG0000107	ACEP_ACEP_00009409-RA	LHUM_LH18727-RA
OG0000107	ACEP_ACEP_00017804-RA	LHUM_LH21199-RA, LHUM_LH18732-RA
OG0000108	ACEP_ACEP_00013556-RA	LHUM_LH10175-RA, LHUM_LH20017-RA
OG0000108	ACEP_ACEP_00013557-RA, ACEP_ACEP_00013558-RA, ACEP_ACEP_00013560-RA, ACEP_ACEP_00013561-RA, ACEP_ACEP_00013555-RA, ACEP_ACEP_00007621-RA, ACEP_ACEP_00002143-RA	LHUM_LH10156-RA, LHUM_LH10557-RA, LHUM_LH20018-RA, LHUM_LH12706-RA
OG0000109	ACEP_ACEP_00002714-RA	LHUM_LH16356-RA
OG0000115	ACEP_ACEP_00006290-RA	LHUM_LH10783-RA
OG0000115	ACEP_ACEP_00000360-RA	LHUM_LH16689-RA
OG0000115	ACEP_ACEP_00014928-RA	LHUM_LH15283-RA
OG0000116	ACEP_ACEP_00006237-RA	LHUM_LH25756-RA
OG0000116	ACEP_ACEP_00009750-RA	LHUM_LH25757-RA
OG0000116	ACEP_ACEP_00009752-RA, ACEP_ACEP_00009754-RA, ACEP_ACEP_00006236-RA	LHUM_LH19283-RA
OG0000117	ACEP_ACEP_00010079-RA, ACEP_ACEP_00016929-RA, ACEP_ACEP_00008065-RA	LHUM_LH13705-RA, LHUM_LH14420-RA, LHUM_LH10659-RA
OG0000117	ACEP_ACEP_00014242-RA, ACEP_ACEP_00011666-RA, ACEP_ACEP_00009717-RA, ACEP_ACEP_00014566-RA	LHUM_LH12570-RA
OG0000118	ACEP_ACEP_00001204-RA	LHUM_LH20482-RA
OG0000118	ACEP_ACEP_00016730-RA, ACEP_ACEP_00001684-RA	LHUM_LH23521-RA
OG0000118	ACEP_ACEP_00001685-RA	LHUM_LH26039-RA
OG0000118	ACEP_ACEP_00001686-RA	LHUM_LH23517-RA
OG0000118	ACEP_ACEP_00016776-RA	LHUM_LH12777-RA
OG0000119	ACEP_ACEP_00011516-RA	LHUM_LH19452-RA
OG0000120	ACEP_ACEP_00014794-RA, ACEP_ACEP_00014795-RA	LHUM_LH17666-RA
OG0000120	ACEP_ACEP_00009166-RA	LHUM_LH15755-RA
OG0000120	ACEP_ACEP_00013158-RA	LHUM_LH11215-RA
OG0000120	ACEP_ACEP_00013157-RA, ACEP_ACEP_00013159-RA	LHUM_LH11093-RA
OG0000120	ACEP_ACEP_00014793-RA	LHUM_LH25687-RA
OG0000121	ACEP_ACEP_00016446-RA, ACEP_ACEP_00009444-RA	LHUM_LH20276-RA
OG0000121	ACEP_ACEP_00008927-RA, ACEP_ACEP_00009443-RA	LHUM_LH20279-RA
OG0000121	ACEP_ACEP_00009221-RA	LHUM_LH19308-RA, LHUM_LH19309-RA
OG0000122	ACEP_ACEP_00001174-RA, ACEP_ACEP_00001172-RA	LHUM_LH24651-RA
OG0000122	ACEP_ACEP_00001175-RA	LHUM_LH24656-RA
OG0000122	ACEP_ACEP_00001176-RA	LHUM_LH24658-RA
OG0000123	ACEP_ACEP_00000255-RA, ACEP_ACEP_00000254-RA, ACEP_ACEP_00017709-RA, ACEP_ACEP_00016998-RA, ACEP_ACEP_00000252-RA, ACEP_ACEP_00017005-RA, ACEP_ACEP_00000250-RA, ACEP_ACEP_00000251-RA, ACEP_ACEP_00000253-RA, ACEP_ACEP_00003655-RA, ACEP_ACEP_00002079-RA	LHUM_LH10244-RA
OG0000124	ACEP_ACEP_00014460-RA	LHUM_LH25270-RA, LHUM_LH13220-RA, LHUM_LH25542-RA, LHUM_LH25522-RA, LHUM_LH25755-RA, LHUM_LH25896-RA, LHUM_LH25278-RA, LHUM_LH10502-RA, LHUM_LH10180-RA, LHUM_LH11861-RA, LHUM_LH25404-RA, LHUM_LH10477-RA
OG0000125	ACEP_ACEP_00000811-RA	LHUM_LH12579-RA
OG0000125	ACEP_ACEP_00008032-RA	LHUM_LH19947-RA
OG0000125	ACEP_ACEP_00013613-RA	LHUM_LH12500-RA, LHUM_LH12496-RA
OG0000125	ACEP_ACEP_00011298-RA	LHUM_LH13628-RA
OG0000126	ACEP_ACEP_00005867-RA, ACEP_ACEP_03384377-RA, ACEP_ACEP_00005860-RA, ACEP_ACEP_00005858-RA, ACEP_ACEP_03381456-RA, ACEP_ACEP_00005869-RA, ACEP_ACEP_00005861-RA, ACEP_ACEP_00016866-RA, ACEP_ACEP_00005862-RA, ACEP_ACEP_00005870-RA, ACEP_ACEP_00016865-RA	LHUM_LH23786-RA
OG0000128	ACEP_ACEP_00004707-RA	LHUM_LH15125-RA
OG0000128	ACEP_ACEP_00013519-RA	LHUM_LH11240-RA, LHUM_LH11611-RA
OG0000128	ACEP_ACEP_00004706-RA, ACEP_ACEP_00012952-RA	LHUM_LH15126-RA, LHUM_LH13217-RA, LHUM_LH10652-RA, LHUM_LH13327-RA
OG0000129	ACEP_ACEP_00004750-RA, ACEP_ACEP_00004749-RA	LHUM_LH23308-RA
OG0000129	ACEP_ACEP_00007237-RA	LHUM_LH11241-RA, LHUM_LH23306-RA, LHUM_LH17940-RA
OG0000130	ACEP_ACEP_00009775-RA	LHUM_LH23739-RA, LHUM_LH11627-RA, LHUM_LH11628-RA, LHUM_LH10079-RA, LHUM_LH13920-RA, LHUM_LH25222-RA, LHUM_LH15669-RA, LHUM_LH11060-RA, LHUM_LH23737-RA, LHUM_LH11845-RA, LHUM_LH13996-RA
OG0000133	ACEP_ACEP_00013793-RA	LHUM_LH13026-RA
OG0000133	ACEP_ACEP_00012836-RA	LHUM_LH15837-RA
OG0000133	ACEP_ACEP_00007084-RA	LHUM_LH10233-RA, LHUM_LH17890-RA, LHUM_LH18321-RA
OG0000134	ACEP_ACEP_00006182-RA	LHUM_LH21674-RA
OG0000134	ACEP_ACEP_00007562-RA	LHUM_LH25003-RA, LHUM_LH24978-RA, LHUM_LH24979-RA, LHUM_LH18956-RA, LHUM_LH18955-RA, LHUM_LH14939-RA
OG0000135	ACEP_ACEP_00017128-RA	LHUM_LH23776-RA
OG0000135	ACEP_ACEP_00017129-RA	LHUM_LH26046-RA
OG0000135	ACEP_ACEP_00002260-RA	LHUM_LH26038-RA
OG0000137	ACEP_ACEP_00010476-RA	LHUM_LH19322-RA, LHUM_LH12533-RA
OG0000137	ACEP_ACEP_00016465-RA	LHUM_LH16755-RA, LHUM_LH15080-RA, LHUM_LH17970-RA, LHUM_LH23733-RA, LHUM_LH14422-RA, LHUM_LH11175-RA, LHUM_LH12523-RA, LHUM_LH12532-RA
OG0000138	ACEP_ACEP_00004812-RA	LHUM_LH10120-RA, LHUM_LH20979-RA
OG0000138	ACEP_ACEP_00001019-RA	LHUM_LH10121-RA
OG0000139	ACEP_ACEP_00012322-RA	LHUM_LH17402-RA
OG0000139	ACEP_ACEP_00012326-RA	LHUM_LH17396-RA
OG0000139	ACEP_ACEP_00012321-RA	LHUM_LH17403-RA
OG0000139	ACEP_ACEP_00014212-RA	LHUM_LH16891-RA
OG0000142	ACEP_ACEP_00010865-RA	LHUM_LH17582-RA
OG0000142	ACEP_ACEP_00003606-RA	LHUM_LH15925-RA
OG0000142	ACEP_ACEP_00011689-RA	LHUM_LH19480-RA
OG0000142	ACEP_ACEP_00003607-RA	LHUM_LH15923-RA
OG0000143	ACEP_ACEP_00017799-RA, ACEP_ACEP_00017800-RA, ACEP_ACEP_00012146-RA, ACEP_ACEP_00012144-RA, ACEP_ACEP_00017801-RA, ACEP_ACEP_00017803-RA, ACEP_ACEP_00017802-RA, ACEP_ACEP_00012145-RA, ACEP_ACEP_00018227-RA, ACEP_ACEP_00009408-RA, ACEP_ACEP_00017699-RA	LHUM_LH11487-RA
OG0000144	ACEP_ACEP_00002840-RA	LHUM_LH12976-RA
OG0000144	ACEP_ACEP_00002839-RA	LHUM_LH12970-RA
OG0000144	ACEP_ACEP_00009385-RA	LHUM_LH20188-RA
OG0000144	ACEP_ACEP_00002842-RA	LHUM_LH12975-RA
OG0000145	ACEP_ACEP_00003624-RA	LHUM_LH24965-RA
OG0000145	ACEP_ACEP_00007890-RA	LHUM_LH16271-RA
OG0000145	ACEP_ACEP_00009935-RA	LHUM_LH20146-RA
OG0000145	ACEP_ACEP_00006574-RA	LHUM_LH21706-RA
OG0000146	ACEP_ACEP_00004692-RA	LHUM_LH23269-RA
OG0000146	ACEP_ACEP_00014503-RA	LHUM_LH17483-RA
OG0000146	ACEP_ACEP_00009826-RA	LHUM_LH20173-RA
OG0000146	ACEP_ACEP_00015158-RA	LHUM_LH15884-RA
OG0000147	ACEP_ACEP_00012222-RA	LHUM_LH19996-RA
OG0000148	ACEP_ACEP_00005906-RA	LHUM_LH10369-RA, LHUM_LH12394-RA, LHUM_LH14821-RA, LHUM_LH10863-RA, LHUM_LH15430-RA
OG0000149	ACEP_ACEP_00011258-RA	LHUM_lhum_Dscam-RA
OG0000149	ACEP_ACEP_00010112-RA	LHUM_LH12315-RA
OG0000149	ACEP_ACEP_00003093-RA	LHUM_LH14992-RA
OG0000149	ACEP_ACEP_00002974-RA	LHUM_LH11233-RA
OG0000150	ACEP_ACEP_00003038-RA	LHUM_LH12712-RA, LHUM_LH12711-RA, LHUM_LH12714-RA, LHUM_LH25977-RA
OG0000151	ACEP_ACEP_00014245-RA	LHUM_LH13873-RA
OG0000151	ACEP_ACEP_00017557-RA	LHUM_LH13386-RA, LHUM_LH23194-RA, LHUM_LH14377-RA, LHUM_LH13384-RA, LHUM_LH13442-RA, LHUM_LH13290-RA, LHUM_LH10855-RA, LHUM_LH14388-RA
OG0000153	ACEP_ACEP_00001810-RA	LHUM_LH15488-RA
OG0000153	ACEP_ACEP_00001799-RA	LHUM_LH15475-RA
OG0000153	ACEP_ACEP_00001800-RA	LHUM_LH15474-RA
OG0000154	ACEP_ACEP_00006686-RA	LHUM_LH10013-RA, LHUM_LH10090-RA, LHUM_LH10032-RA, LHUM_LH23986-RA, LHUM_LH13314-RA, LHUM_LH10280-RA, LHUM_LH10029-RA, LHUM_LH10363-RA, LHUM_LH19728-RA, LHUM_LH10170-RA, LHUM_LH15680-RA
OG0000155	ACEP_ACEP_00004962-RA, ACEP_ACEP_00004961-RA	LHUM_LH23191-RA
OG0000156	ACEP_ACEP_00004751-RA	LHUM_LH10778-RA, LHUM_LH10705-RA, LHUM_LH10704-RA, LHUM_LH13945-RA, LHUM_LH15690-RA, LHUM_LH10703-RA, LHUM_LH11827-RA, LHUM_LH23816-RA, LHUM_LH13944-RA, LHUM_LH10779-RA
OG0000167	ACEP_ACEP_00009762-RA, ACEP_ACEP_00005797-RA, ACEP_ACEP_00010434-RA, ACEP_ACEP_00016074-RA, ACEP_ACEP_00010131-RA, ACEP_ACEP_00014273-RA, ACEP_ACEP_00009652-RA, ACEP_ACEP_00004971-RA, ACEP_ACEP_00000971-RA	LHUM_LH11599-RA
OG0000168	ACEP_ACEP_00003900-RA	LHUM_LH21998-RA
OG0000168	ACEP_ACEP_00001777-RA	LHUM_LH15465-RA
OG0000168	ACEP_ACEP_00010707-RA, ACEP_ACEP_00009029-RA	LHUM_LH21528-RA
OG0000169	ACEP_ACEP_00001697-RA	LHUM_LH13987-RA
OG0000169	ACEP_ACEP_00015843-RA	LHUM_LH18192-RA
OG0000169	ACEP_ACEP_00010305-RA	LHUM_LH20584-RA
OG0000170	ACEP_ACEP_00012678-RA, ACEP_ACEP_00012679-RA	LHUM_LH22143-RA, LHUM_LH22141-RA
OG0000170	ACEP_ACEP_00012680-RA	LHUM_LH22142-RA
OG0000171	ACEP_ACEP_00001482-RA	LHUM_LH24234-RA, LHUM_LH26081-RA, LHUM_LH24238-RA, LHUM_LH26089-RA, LHUM_LH24236-RA, LHUM_LH26087-RA, LHUM_LH26091-RA, LHUM_LH26088-RA, LHUM_LH13243-RA
OG0000172	ACEP_ACEP_00001153-RA	LHUM_LH24678-RA
OG0000173	ACEP_ACEP_00011804-RA, ACEP_ACEP_00011807-RA, ACEP_ACEP_00011808-RA, ACEP_ACEP_00011798-RA, ACEP_ACEP_00011754-RA, ACEP_ACEP_00012179-RA, ACEP_ACEP_00011806-RA, ACEP_ACEP_00012178-RA, ACEP_ACEP_00011753-RA	LHUM_LH22640-RA
OG0000174	ACEP_ACEP_00011721-RA, ACEP_ACEP_00011723-RA, ACEP_ACEP_00011720-RA, ACEP_ACEP_00011724-RA, ACEP_ACEP_00011722-RA	LHUM_LH18044-RA, LHUM_LH10137-RA, LHUM_LH19521-RA
OG0000176	ACEP_ACEP_00013236-RA	LHUM_LH22679-RA
OG0000176	ACEP_ACEP_00013235-RA	LHUM_LH22681-RA
OG0000176	ACEP_ACEP_00017942-RA	LHUM_LH25988-RA
OG0000176	ACEP_ACEP_00017940-RA	LHUM_LH11351-RA
OG0000177	ACEP_ACEP_00003520-RA	LHUM_LH22535-RA
OG0000177	ACEP_ACEP_00001819-RA	LHUM_LH15495-RA
OG0000177	ACEP_ACEP_00005402-RA	LHUM_LH19154-RA
OG0000178	ACEP_ACEP_03381464-RA, ACEP_ACEP_00005857-RA, ACEP_ACEP_00016434-RA, ACEP_ACEP_00005859-RA, ACEP_ACEP_00005863-RA, ACEP_ACEP_00005866-RA, ACEP_ACEP_00005868-RA, ACEP_ACEP_00017578-RA, ACEP_ACEP_00017577-RA	LHUM_LH26058-RA
OG0000179	ACEP_ACEP_00009274-RA, ACEP_ACEP_00015625-RA, ACEP_ACEP_00005835-RA	LHUM_LH19995-RA
OG0000180	ACEP_ACEP_00003117-RA, ACEP_ACEP_00012655-RA	LHUM_LH21616-RA
OG0000181	ACEP_ACEP_00003930-RA	LHUM_LH22022-RA, LHUM_LH11005-RA
OG0000181	ACEP_ACEP_00008338-RA	LHUM_LH10883-RA
OG0000181	ACEP_ACEP_00015973-RA	LHUM_LH12669-RA
OG0000182	ACEP_ACEP_00000727-RA	LHUM_LH10055-RA
OG0000182	ACEP_ACEP_00000730-RA	LHUM_LH10052-RA
OG0000182	ACEP_ACEP_00000722-RA	LHUM_LH13375-RA
OG0000182	ACEP_ACEP_00000723-RA	LHUM_LH10050-RA
OG0000184	ACEP_ACEP_00013473-RA, ACEP_ACEP_00013473-RB, ACEP_ACEP_00018062-RA, ACEP_ACEP_00013474-RA, ACEP_ACEP_00013474-RB	LHUM_LH24821-RA
OG0000185	ACEP_ACEP_00001854-RA	LHUM_LH15529-RA, LHUM_LH15533-RA
OG0000185	ACEP_ACEP_00017065-RA	LHUM_LH25553-RA
OG0000186	ACEP_ACEP_00004796-RA	LHUM_LH23320-RA
OG0000186	ACEP_ACEP_00001742-RA	LHUM_LH15443-RA, LHUM_LH15446-RA, LHUM_LH22313-RA
OG0000186	ACEP_ACEP_00001741-RA	LHUM_LH15445-RA, LHUM_LH16023-RA
OG0000187	ACEP_ACEP_00006609-RA	LHUM_LH22058-RA
OG0000187	ACEP_ACEP_00006822-RA	LHUM_LH14251-RA, LHUM_LH20908-RA, LHUM_LH20906-RA, LHUM_LH20907-RA
OG0000192	ACEP_ACEP_00008259-RA	LHUM_LH25178-RA
OG0000192	ACEP_ACEP_00008258-RA	LHUM_LH25176-RA
OG0000192	ACEP_ACEP_00003943-RA	LHUM_LH10993-RA
OG0000193	ACEP_ACEP_00007086-RA	LHUM_LH18569-RA
OG0000193	ACEP_ACEP_00013869-RA	LHUM_LH18367-RA
OG0000193	ACEP_ACEP_00008218-RA	LHUM_LH22943-RA
OG0000194	ACEP_ACEP_00014064-RA	LHUM_LH11972-RA
OG0000194	ACEP_ACEP_00005471-RA	LHUM_LH19169-RA
OG0000194	ACEP_ACEP_00006631-RA	LHUM_LH22079-RA
OG0000196	ACEP_ACEP_00016843-RA	LHUM_LH13325-RA
OG0000196	ACEP_ACEP_00007895-RA	LHUM_LH11790-RA, LHUM_LH11788-RA, LHUM_LH11789-RA, LHUM_LH10411-RA, LHUM_LH13324-RA, LHUM_LH10413-RA, LHUM_LH16435-RA
OG0000197	ACEP_ACEP_00013796-RA, ACEP_ACEP_00013795-RA, ACEP_ACEP_00012595-RA	LHUM_LH17268-RA, LHUM_LH13025-RA
OG0000198	ACEP_ACEP_00000945-RA	LHUM_LH19933-RA, LHUM_LH25221-RA, LHUM_LH19100-RA, LHUM_LH19138-RA, LHUM_LH13181-RA, LHUM_LH13331-RA, LHUM_LH23987-RA
OG0000199	ACEP_ACEP_00004639-RA, ACEP_ACEP_00012351-RB, ACEP_ACEP_00003082-RA, ACEP_ACEP_00016000-RA, ACEP_ACEP_00000875-RA, ACEP_ACEP_00003081-RA, ACEP_ACEP_00004827-RA, ACEP_ACEP_00003083-RA	LHUM_LH11366-RA
OG0000200	ACEP_ACEP_00010860-RA	LHUM_LH17596-RA
OG0000200	ACEP_ACEP_00015528-RA	LHUM_LH17114-RA
OG0000200	ACEP_ACEP_00009991-RA	LHUM_LH23028-RA
OG0000201	ACEP_ACEP_00003637-RA	LHUM_LH24949-RA
OG0000201	ACEP_ACEP_00009589-RA	LHUM_LH19520-RA
OG0000201	ACEP_ACEP_00016314-RA	LHUM_LH21334-RA
OG0000202	ACEP_ACEP_00011180-RA	LHUM_LH17263-RA
OG0000202	ACEP_ACEP_00012298-RA	LHUM_LH12836-RA
OG0000202	ACEP_ACEP_00009446-RA	LHUM_LH20273-RA
OG0000203	ACEP_ACEP_00015698-RB	LHUM_LH16002-RB
OG0000203	ACEP_ACEP_00015699-RA	LHUM_LH15996-RA
OG0000203	ACEP_ACEP_00015698-RA	LHUM_LH16003-RA
OG0000204	ACEP_ACEP_00004284-RA	LHUM_LH10846-RA
OG0000204	ACEP_ACEP_00003618-RA, ACEP_ACEP_00004999-RA	LHUM_LH12878-RA
OG0000205	ACEP_ACEP_00004257-RA, ACEP_ACEP_00004256-RA, ACEP_ACEP_00018035-RA	LHUM_LH25733-RA
OG0000206	ACEP_ACEP_00013576-RA	LHUM_LH10187-RA
OG0000206	ACEP_ACEP_00001621-RA	LHUM_LH18757-RA
OG0000206	ACEP_ACEP_00010018-RA	LHUM_LH20660-RA, LHUM_LH20659-RA, LHUM_LH20658-RA
OG0000207	ACEP_ACEP_00016916-RA	LHUM_LH23371-RA, LHUM_LH10745-RA
OG0000207	ACEP_ACEP_00009832-RA	LHUM_LH20152-RA
OG0000207	ACEP_ACEP_00009828-RA	LHUM_LH20159-RA
OG0000209	ACEP_ACEP_00007831-RA	LHUM_LH24264-RA
OG0000209	ACEP_ACEP_00007799-RA	LHUM_LH24221-RA
OG0000209	ACEP_ACEP_00007805-RA	LHUM_LH24226-RA
OG0000210	ACEP_ACEP_00013375-RA, ACEP_ACEP_00014605-RA	LHUM_LH24139-RA
OG0000210	ACEP_ACEP_00013379-RA, ACEP_ACEP_00014604-RA	LHUM_LH11096-RA
OG0000211	ACEP_ACEP_00017419-RA	LHUM_LH10567-RA, LHUM_LH12749-RA
OG0000211	ACEP_ACEP_00014602-RA	LHUM_LH22484-RA, LHUM_LH14440-RA, LHUM_LH12746-RA, LHUM_LH12747-RA, LHUM_LH13200-RA, LHUM_LH10558-RA
OG0000212	ACEP_ACEP_04572893-RA	LHUM_LH15244-RA
OG0000212	ACEP_ACEP_00005228-RA	LHUM_LH22988-RA
OG0000212	ACEP_ACEP_00006434-RA	LHUM_LH19810-RA, LHUM_LH11063-RA
OG0000213	ACEP_ACEP_00007591-RA	LHUM_LH20816-RA
OG0000213	ACEP_ACEP_00000248-RA	LHUM_LH24005-RA
OG0000214	ACEP_ACEP_00003054-RA	LHUM_LH14466-RA, LHUM_LH14465-RA
OG0000214	ACEP_ACEP_00013315-RA	LHUM_LH15200-RA, LHUM_LH15201-RA, LHUM_LH15196-RA
OG0000215	ACEP_ACEP_00017151-RA, ACEP_ACEP_00017163-RA	LHUM_LH12715-RA
OG0000216	ACEP_ACEP_00003490-RA, ACEP_ACEP_00002738-RA, ACEP_ACEP_00005584-RA	LHUM_LH14746-RA
OG0000217	ACEP_ACEP_00015152-RA	LHUM_LH15885-RA
OG0000217	ACEP_ACEP_00015151-RA	LHUM_LH15879-RA
