Orthogroup	acep_annotation	lhum_annotation	pbar_annotation
OG0000039	ACEP_00002461-RA, ACEP_00002484-RA, ACEP_00008124-RA, ACEP_00010233-RA, ACEP_00010236-RA, ACEP_00010237-RA, ACEP_00015336-RA, ACEP_00015337-RA, ACEP_00015338-RA, ACEP_00016551-RA	LHUM_15650-RA, LHUM_20394-RA, LHUM_24044-RA, LHUM_24045-RA, LHUM_26075-RA	PBAR_15785-RA, PBAR_19078-RA, PBAR_19088-RA, PBAR_25133-RA, PBAR_25135-RA, PBAR_25136-RA
OG0000040	ACEP_00000900-RA, ACEP_00004980-RA, ACEP_00010442-RA, ACEP_00011861-RA	LHUM_10123-RA, LHUM_10641-RA, LHUM_11199-RA, LHUM_11582-RA, LHUM_11589-RA, LHUM_11590-RA, LHUM_12797-RA, LHUM_14672-RA, LHUM_14672-RB, LHUM_14792-RA, LHUM_14800-RA, LHUM_15166-RA, LHUM_15666-RA, LHUM_22486-RA, LHUM_24293-RA, LHUM_25482-RA	PBAR_10883-RA
OG0000041	ACEP_00000899-RA, ACEP_00000919-RA, ACEP_00001156-RA, ACEP_00005895-RA, ACEP_00008490-RA, ACEP_00010438-RA, ACEP_00011558-RA, ACEP_00012190-RA, ACEP_00012229-RA, ACEP_00012909-RA, ACEP_00014268-RA, ACEP_00014610-RA, ACEP_00014737-RA, ACEP_00015619-RA	LHUM_10336-RA, LHUM_10454-RA, LHUM_14522-RA, LHUM_15403-RA	PBAR_10446-RA, PBAR_17690-RA, PBAR_22268-RA
OG0000042	ACEP_00000979-RA, ACEP_00000997-RA, ACEP_00000998-RA, ACEP_00001586-RA, ACEP_00001587-RA, ACEP_00003694-RA, ACEP_00005017-RA, ACEP_00005089-RA, ACEP_00005090-RA, ACEP_00005091-RA, ACEP_00008278-RA, ACEP_00009785-RA, ACEP_00009786-RA, ACEP_00010417-RA, ACEP_00011630-RA, ACEP_00012365-RA, ACEP_00012378-RA, ACEP_00012379-RA, ACEP_00014586-RA, ACEP_00014862-RA, ACEP_00017701-RA		
OG0000043	ACEP_00012175-RA	LHUM_10088-RA, LHUM_10236-RA, LHUM_10441-RA, LHUM_10533-RA, LHUM_11864-RA, LHUM_12395-RA, LHUM_14451-RA, LHUM_14453-RA, LHUM_14819-RA, LHUM_15103-RA, LHUM_15104-RA, LHUM_15107-RA, LHUM_16625-RA, LHUM_19914-RA, LHUM_20431-RA, LHUM_20696-RA, LHUM_23197-RA, LHUM_23238-RA, LHUM_23669-RA, LHUM_23878-RA	
OG0000044	ACEP_00006037-RA, ACEP_00011839-RA, ACEP_00011929-RA	LHUM_10087-RA, LHUM_10282-RA, LHUM_10515-RA, LHUM_10853-RA, LHUM_11141-RA, LHUM_11143-RA, LHUM_11594-RA, LHUM_11595-RA, LHUM_12469-RA, LHUM_12807-RA, LHUM_20539-RA, LHUM_21774-RA, LHUM_22243-RA, LHUM_25123-RA	PBAR_18611-RA, PBAR_22802-RA, PBAR_26199-RA
OG0000045	ACEP_00003507-RA, ACEP_00011526-RA	LHUM_10168-RA, LHUM_10622-RA, LHUM_10625-RA, LHUM_11176-RA, LHUM_11179-RA, LHUM_11180-RA, LHUM_11356-RA, LHUM_11488-RA, LHUM_12306-RA, LHUM_13964-RA, LHUM_15668-RA, LHUM_19273-RA, LHUM_20306-RA, LHUM_22566-RA, LHUM_23189-RA, LHUM_23990-RA	PBAR_11603-RA, PBAR_11603-RB
OG0000046	ACEP_00010407-RA, ACEP_00011725-RA	LHUM_10434-RA, LHUM_10437-RA, LHUM_11546-RA, LHUM_11547-RA, LHUM_11548-RA, LHUM_11735-RA, LHUM_11736-RA, LHUM_11784-RA, LHUM_11785-RA, LHUM_12517-RA, LHUM_12518-RA, LHUM_12519-RA, LHUM_12520-RA, LHUM_14322-RA, LHUM_14323-RA, LHUM_14426-RA, LHUM_15687-RA, LHUM_25229-RA	
OG0000047	ACEP_00015568-RA, ACEP_00015573-RA	LHUM_12051-RA, LHUM_13844-RA, LHUM_13852-RA, LHUM_14010-RA, LHUM_14011-RA, LHUM_15063-RA, LHUM_18149-RA, LHUM_19196-RA, LHUM_19459-RA, LHUM_20668-RA, LHUM_24049-RA, LHUM_25532-RA, LHUM_25533-RA, LHUM_25535-RA, LHUM_25536-RA, LHUM_25538-RA, LHUM_25539-RA	PBAR_12857-RA
OG0000048	ACEP_00013355-RA	LHUM_11593-RA, LHUM_12556-RA, LHUM_12558-RA	PBAR_10500-RA, PBAR_10523-RA, PBAR_11033-RA, PBAR_11034-RA, PBAR_11358-RA, PBAR_11400-RA, PBAR_11401-RA, PBAR_11402-RA, PBAR_11403-RA, PBAR_11723-RA, PBAR_11724-RA, PBAR_14506-RA, PBAR_14509-RA, PBAR_14758-RA, PBAR_22317-RA, PBAR_22325-RA
OG0000049		LHUM_15618-RA, LHUM_25282-RA, LHUM_25358-RA, LHUM_25392-RA, LHUM_25415-RA, LHUM_25437-RA, LHUM_25448-RA, LHUM_25449-RA, LHUM_25454-RA, LHUM_25477-RA, LHUM_25505-RA, LHUM_25559-RA, LHUM_25732-RA, LHUM_25764-RA, LHUM_25904-RA, LHUM_25940-RA, LHUM_26069-RA, LHUM_26078-RA, LHUM_26108-RA, LHUM_26114-RA	
OG0000050	ACEP_00007339-RA, ACEP_00008156-RA, ACEP_00008157-RA, ACEP_00011515-RA, ACEP_00014489-RA, ACEP_00014491-RA, ACEP_00014492-RA, ACEP_00014517-RA, ACEP_00014518-RA, ACEP_00014519-RA, ACEP_00015874-RA, ACEP_00015877-RA, ACEP_00015878-RA, ACEP_00017380-RA, ACEP_00017497-RA, ACEP_00017498-RA, ACEP_00017499-RA, ACEP_00017730-RA, ACEP_00018167-RA		
OG0000051	ACEP_00001306-RA, ACEP_00001307-RA, ACEP_00001309-RA, ACEP_00001310-RA, ACEP_00001311-RA, ACEP_00001314-RA, ACEP_00001315-RA, ACEP_00001316-RA, ACEP_00011133-RA, ACEP_00011136-RA, ACEP_00011138-RA, ACEP_00011139-RA, ACEP_00011140-RA, ACEP_00011141-RA, ACEP_00011142-RA, ACEP_00011508-RA	LHUM_10134-RA, LHUM_10136-RA	PBAR_14420-RA
OG0000052	ACEP_00002294-RA, ACEP_00002295-RA, ACEP_00002297-RA, ACEP_00003359-RA, ACEP_00004420-RA	LHUM_17100-RA, LHUM_17808-RA, LHUM_17809-RA, LHUM_17810-RA, LHUM_17822-RA, LHUM_21131-RA, LHUM_21152-RA	PBAR_17210-RA, PBAR_19406-RA, PBAR_19407-RA, PBAR_19409-RA, PBAR_19410-RA, PBAR_25917-RA, PBAR_25930-RA
OG0000053	ACEP_00011837-RA, ACEP_00011838-RA, ACEP_00011979-RA, ACEP_00014132-RA, ACEP_00014141-RA, ACEP_00014151-RA, ACEP_00014152-RA, ACEP_00017832-RA, ACEP_00017833-RA, ACEP_00018133-RA, ACEP_00018134-RA, ACEP_00018135-RA, ACEP_00018136-RA	LHUM_18023-RA, LHUM_19794-RA, LHUM_22632-RA, LHUM_25360-RA, LHUM_26018-RA	PBAR_18249-RA
OG0000054	ACEP_00011265-RA, ACEP_00014842-RA	LHUM_12079-RA, LHUM_13585-RA, LHUM_16335-RA, LHUM_22562-RA, LHUM_22565-RA, LHUM_25760-RA, LHUM_25761-RA	PBAR_11368-RA, PBAR_12057-RA, PBAR_12060-RA, PBAR_17557-RA, PBAR_18184-RA, PBAR_18190-RA, PBAR_18191-RA, PBAR_18192-RA, PBAR_18193-RA, PBAR_25191-RA
OG0000055	ACEP_00000666-RA, ACEP_00003796-RA, ACEP_00009787-RA, ACEP_00011962-RA, ACEP_00017915-RA	LHUM_16175-RA, LHUM_18070-RA, LHUM_19162-RA, LHUM_19163-RA, LHUM_24002-RA, LHUM_24003-RA	PBAR_10241-RA, PBAR_12187-RA, PBAR_12189-RA, PBAR_18852-RA, PBAR_24189-RA, PBAR_25255-RA, PBAR_25258-RA, PBAR_25259-RA
OG0000056	ACEP_00014563-RA, ACEP_00015465-RA	LHUM_10163-RA, LHUM_10358-RA, LHUM_10517-RA, LHUM_10858-RA, LHUM_12271-RA, LHUM_13326-RA, LHUM_13360-RA, LHUM_13435-RA, LHUM_13456-RA, LHUM_15774-RA, LHUM_15778-RA, LHUM_24288-RA, LHUM_24291-RA, LHUM_25262-RA, LHUM_25269-RA, LHUM_25280-RA, LHUM_26017-RA	
OG0000057	ACEP_00009255-RA	LHUM_10281-RA, LHUM_10768-RA, LHUM_10859-RA, LHUM_10910-RA, LHUM_11566-RA, LHUM_11637-RA, LHUM_14471-RA, LHUM_15114-RA, LHUM_16822-RA, LHUM_16824-RA, LHUM_17363-RA, LHUM_20452-RA, LHUM_20453-RA, LHUM_22548-RA	PBAR_11807-RA, PBAR_19813-RA, PBAR_20045-RA, PBAR_24929-RA
OG0000058	ACEP_00012285-RA	LHUM_12853-RA	PBAR_10021-RA, PBAR_10028-RA, PBAR_10029-RA, PBAR_10213-RA, PBAR_10422-RA, PBAR_10612-RA, PBAR_13571-RA, PBAR_14260-RA, PBAR_14261-RA, PBAR_14262-RA, PBAR_14263-RA, PBAR_14264-RA, PBAR_21704-RA, PBAR_21705-RA, PBAR_23802-RA, PBAR_26222-RA, PBAR_ar_CG32104-like-1
OG0000059		LHUM_10030-RA, LHUM_10408-RA, LHUM_10440-RA, LHUM_10467-RA, LHUM_10504-RA, LHUM_10618-RA, LHUM_10770-RA, LHUM_10854-RA, LHUM_14715-RA, LHUM_15088-RA, LHUM_15089-RA, LHUM_17451-RA, LHUM_18436-RA, LHUM_21425-RA, LHUM_22775-RA, LHUM_23236-RA, LHUM_24312-RA, LHUM_25198-RA, LHUM_25266-RA	
OG0000060			PBAR_10672-RA, PBAR_10866-RA, PBAR_10867-RA, PBAR_11487-RA, PBAR_13527-RA, PBAR_13708-RA, PBAR_13918-RA, PBAR_14231-RA, PBAR_14238-RA, PBAR_14333-RA, PBAR_14335-RA, PBAR_15125-RA, PBAR_15327-RA, PBAR_17087-RA, PBAR_17089-RA, PBAR_17091-RA, PBAR_19117-RA, PBAR_19154-RA, PBAR_20728-RA
OG0000061	ACEP_00001090-RA, ACEP_00003671-RA, ACEP_00004868-RA, ACEP_00004869-RA, ACEP_00004974-RA, ACEP_00005787-RA, ACEP_00008108-RA, ACEP_00009600-RA, ACEP_00009601-RA, ACEP_00009602-RA, ACEP_00011632-RA, ACEP_00011633-RA, ACEP_00012223-RA, ACEP_00012224-RA, ACEP_00014745-RA, ACEP_00014747-RA, ACEP_00014888-RA		PBAR_15338-RA
OG0000062	ACEP_00000449-RA, ACEP_00003321-RA, ACEP_00004082-RA, ACEP_00004092-RA, ACEP_00008944-RA, ACEP_00013246-RA	LHUM_11342-RA, LHUM_11343-RA, LHUM_12354-RA, LHUM_21302-RA, LHUM_22708-RA, LHUM_23404-RA	PBAR_13330-RA, PBAR_15578-RA, PBAR_16617-RA, PBAR_19955-RA, PBAR_26410-RA, PBAR_ar_HSP70-1
OG0000063	ACEP_00001025-RA		PBAR_10479-RA, PBAR_11313-RA, PBAR_11315-RA, PBAR_11482-RA, PBAR_12673-RA, PBAR_12674-RA, PBAR_13883-RA, PBAR_14225-RA, PBAR_14227-RA, PBAR_14228-RA, PBAR_14229-RA, PBAR_14818-RA, PBAR_15328-RA, PBAR_18665-RA, PBAR_19150-RA, PBAR_24057-RA, PBAR_24733-RA
OG0000064	ACEP_00003561-RA, ACEP_00007791-RA, ACEP_00008692-RA, ACEP_00010593-RA, ACEP_00013110-RA, ACEP_00013513-RA	LHUM_11173-RA, LHUM_12899-RA, LHUM_13102-RA, LHUM_16392-RA, LHUM_23378-RA, LHUM_24213-RA	PBAR_11835-RA, PBAR_11906-RA, PBAR_13264-RA, PBAR_14550-RA, PBAR_14684-RA, PBAR_ar_SerT-1
OG0000065	ACEP_00001049-RA, ACEP_00001051-RA, ACEP_00001056-RA, ACEP_00001059-RA, ACEP_00001060-RA, ACEP_00001061-RA, ACEP_00001064-RA, ACEP_00003691-RA, ACEP_00003693-RA, ACEP_00016927-RA	LHUM_24938-RA, LHUM_26112-RA, LHUM_26113-RA	PBAR_26926-RA, PBAR_26927-RA, PBAR_26928-RA, PBAR_26929-RA
OG0000066	ACEP_00001000-RA, ACEP_00005956-RA, ACEP_00009402-RA, ACEP_00010463-RA	LHUM_23901-RA	PBAR_10480-RA, PBAR_11306-RA, PBAR_11314-RA, PBAR_13512-RA, PBAR_13709-RA, PBAR_14236-RA, PBAR_15126-RA, PBAR_17086-RA, PBAR_18205-RA, PBAR_18371-RA, PBAR_19223-RA, PBAR_24637-RA
OG0000067	ACEP_00001292-RA	LHUM_10129-RA, LHUM_21668-RA, LHUM_21669-RA, LHUM_21670-RA, LHUM_21671-RA, LHUM_25955-RA, LHUM_25956-RA	PBAR_10242-RA, PBAR_10374-RA, PBAR_21568-RA, PBAR_21569-RA, PBAR_21570-RA, PBAR_21571-RA, PBAR_21572-RA, PBAR_21573-RA, PBAR_21574-RA
OG0000068	ACEP_00000934-RA, ACEP_00000935-RA, ACEP_00001038-RA, ACEP_00005792-RA, ACEP_00009174-RA, ACEP_00009197-RA, ACEP_00011756-RA, ACEP_00011771-RA, ACEP_00011791-RA, ACEP_00011792-RA, ACEP_00011802-RA, ACEP_00011805-RA, ACEP_00011812-RA, ACEP_00011813-RA, ACEP_00014590-RA, ACEP_00015351-RA	LHUM_19579-RA	
OG0000069	ACEP_00002716-RA, ACEP_00017186-RA	LHUM_16353-RA, LHUM_16360-RA, LHUM_16362-RA, LHUM_25596-RA, LHUM_25597-RA, LHUM_25605-RA, LHUM_25606-RA, LHUM_25607-RA, LHUM_25609-RA, LHUM_25610-RA, LHUM_25611-RA	PBAR_10534-RA, PBAR_14300-RA, PBAR_14763-RA, PBAR_26458-RA
OG0000070	ACEP_00010190-RA, ACEP_00010190-RB, ACEP_00010191-RA, ACEP_00010192-RA, ACEP_00010193-RA, ACEP_00010194-RA, ACEP_00010195-RA, ACEP_00010196-RA, ACEP_00010197-RA, ACEP_00010198-RA, ACEP_00010201-RA, ACEP_00017758-RA, ACEP_00017759-RA, ACEP_00017760-RA, ACEP_00017762-RA, ACEP_00017763-RA		PBAR_10440-RA
OG0000071	ACEP_00010659-RA	LHUM_13167-RA	PBAR_10527-RA, PBAR_10618-RA, PBAR_11900-RA, PBAR_14273-RA, PBAR_14274-RA, PBAR_17389-RA, PBAR_17396-RA, PBAR_17431-RA, PBAR_17432-RA, PBAR_17433-RA, PBAR_18999-RA, PBAR_20343-RA, PBAR_23377-RA, PBAR_26648-RA, PBAR_26812-RA
OG0000072		LHUM_10122-RA, LHUM_10260-RA, LHUM_10335-RA, LHUM_10360-RA, LHUM_10464-RA, LHUM_10493-RA, LHUM_10595-RA, LHUM_10636-RA, LHUM_11894-RA, LHUM_13317-RA, LHUM_14436-RA, LHUM_15434-RA, LHUM_15664-RA, LHUM_15793-RA, LHUM_19917-RA, LHUM_25206-RA, LHUM_25214-RA	
OG0000073		LHUM_10104-RA, LHUM_11423-RA, LHUM_11583-RA, LHUM_12568-RA, LHUM_14084-RA, LHUM_15660-RA, LHUM_18623-RA, LHUM_19418-RA, LHUM_20446-RA, LHUM_20448-RA, LHUM_22553-RA, LHUM_23477-RA, LHUM_23494-RA, LHUM_23497-RA, LHUM_23498-RA, LHUM_23499-RA, LHUM_26049-RA	
OG0000074			PBAR_10133-RA, PBAR_10170-RA, PBAR_10702-RA, PBAR_10757-RA, PBAR_10993-RA, PBAR_11119-RA, PBAR_11129-RA, PBAR_11395-RA, PBAR_12805-RA, PBAR_13221-RA, PBAR_15488-RA, PBAR_15494-RA, PBAR_17798-RA, PBAR_19172-RA, PBAR_22034-RA, PBAR_22153-RA, PBAR_24051-RA
OG0000075	ACEP_00002851-RA, ACEP_00012797-RA, ACEP_00015550-RA, ACEP_00016287-RA	LHUM_11616-RA, LHUM_14190-RA, LHUM_14551-RA, LHUM_19101-RA, LHUM_19129-RA, LHUM_20267-RA, LHUM_25498-RA	PBAR_13081-RA, PBAR_20950-RA, PBAR_21279-RA, PBAR_21504-RA, PBAR_26849-RA
OG0000076	ACEP_00005232-RA, ACEP_00008516-RA, ACEP_00008517-RA, ACEP_00012612-RA, ACEP_00013948-RA	LHUM_11300-RA, LHUM_11974-RA, LHUM_25149-RA, LHUM_26004-RA, LHUM_26005-RA	PBAR_11385-RA, PBAR_11506-RA, PBAR_11509-RA, PBAR_16421-RA, PBAR_18618-RA, PBAR_18623-RA
OG0000077	ACEP_00001691-RA, ACEP_00003596-RA, ACEP_00005021-RA, ACEP_00005846-RA, ACEP_00009167-RA, ACEP_00009188-RA, ACEP_00011040-RA, ACEP_00011576-RA, ACEP_00013360-RA, ACEP_00013370-RA, ACEP_00013709-RA, ACEP_00013710-RA, ACEP_00015567-RA, ACEP_00016295-RA, ACEP_00018032-RA		PBAR_14823-RA
OG0000078	ACEP_00000807-RA, ACEP_00000809-RA, ACEP_00003969-RA, ACEP_00003970-RA, ACEP_00009871-RA, ACEP_00011415-RA, ACEP_00011491-RA, ACEP_00011958-RA, ACEP_00011959-RA, ACEP_00012619-RA, ACEP_00012620-RA, ACEP_00012621-RA, ACEP_00014531-RA, ACEP_00016410-RA, ACEP_00016737-RA	LHUM_26034-RA	
OG0000079	ACEP_00002291-RA, ACEP_00006921-RA, ACEP_00006945-RA, ACEP_00006947-RA, ACEP_00014126-RA, ACEP_00017989-RA	LHUM_11257-RA, LHUM_17824-RA, LHUM_21966-RA, LHUM_25915-RA, LHUM_25927-RA	PBAR_16077-RA, PBAR_19414-RA, PBAR_21864-RA, PBAR_26546-RA, PBAR_26548-RA
OG0000080	ACEP_00003754-RA, ACEP_00003755-RA, ACEP_00004949-RA, ACEP_00005018-RA, ACEP_00005900-RA, ACEP_00009686-RA, ACEP_00010522-RA, ACEP_00010550-RA, ACEP_00011656-RA, ACEP_00013317-RA, ACEP_00013318-RA, ACEP_00014695-RA, ACEP_00014875-RA, ACEP_00015576-RA, ACEP_00017456-RA, ACEP_00017458-RA		
OG0000081	ACEP_00007446-RA, ACEP_00007447-RA, ACEP_00013118-RA, ACEP_00014076-RA, ACEP_00014091-RA, ACEP_00018112-RA	LHUM_19591-RA, LHUM_19592-RA, LHUM_19594-RA, LHUM_20333-RA, LHUM_20345-RA, LHUM_24989-RA	PBAR_15942-RA, PBAR_17456-RA, PBAR_24364-RA, PBAR_ar_Ddc-1
OG0000082	ACEP_00003729-RA, ACEP_00003731-RA, ACEP_00006784-RA, ACEP_00006941-RA, ACEP_00012742-RA	LHUM_20877-RA, LHUM_21289-RA, LHUM_21967-RA, LHUM_24891-RA, LHUM_24892-RA	PBAR_15222-RA, PBAR_15655-RA, PBAR_16064-RA, PBAR_18138-RA, PBAR_18139-RA, PBAR_21863-RA
OG0000083	ACEP_00014640-RA, ACEP_00018208-RA	LHUM_10514-RA, LHUM_11890-RA, LHUM_11891-RA, LHUM_11891-RB, LHUM_11999-RA, LHUM_13193-RA, LHUM_13395-RA, LHUM_13396-RA, LHUM_15617-RA, LHUM_15621-RA, LHUM_22496-RA, LHUM_25281-RA, LHUM_25442-RA	PBAR_21553-RA
OG0000084	ACEP_00004210-RA, ACEP_00007488-RA, ACEP_00009190-RA	LHUM_10075-RA, LHUM_19568-RA, LHUM_19570-RA, LHUM_23928-RA, LHUM_um_for-1	CG_02544396, CG_02544464, CG_02544470, CG_02544486, PBAR_15161-RA, PBAR_17896-RA, PBAR_17897-RA, PBAR_ar_for-1
OG0000085	ACEP_00013631-RA, ACEP_00013632-RA, ACEP_00016389-RA, ACEP_00017895-RA	LHUM_11871-RA, LHUM_11871-RB, LHUM_12493-RA, LHUM_12494-RA, LHUM_21657-RA, LHUM_21658-RA, LHUM_25389-RA	PBAR_13931-RA, PBAR_13932-RA, PBAR_13933-RA, PBAR_17256-RA, PBAR_26439-RA
OG0000086	ACEP_00002832-RA, ACEP_00004262-RA, ACEP_00004263-RA, ACEP_00004272-RA, ACEP_00016355-RA	LHUM_11140-RA, LHUM_11410-RA, LHUM_13301-RA, LHUM_13302-RA, LHUM_15675-RA, LHUM_15676-RA, LHUM_20664-RA, LHUM_24303-RA, LHUM_24309-RA	PBAR_22242-RA, PBAR_26142-RA
OG0000087	ACEP_00009639-RA	LHUM_10274-RA, LHUM_10357-RA, LHUM_10465-RA, LHUM_10521-RA, LHUM_10635-RA, LHUM_11742-RA, LHUM_12810-RA, LHUM_15662-RA, LHUM_16203-RA, LHUM_19915-RA, LHUM_20014-RA, LHUM_23231-RA, LHUM_25261-RA	PBAR_12811-RA, PBAR_14377-RA
OG0000088	ACEP_00003818-RA		PBAR_10323-RA, PBAR_10324-RA, PBAR_18870-RA, PBAR_19005-RA, PBAR_19138-RA, PBAR_19929-RA, PBAR_19931-RA, PBAR_21072-RA, PBAR_22078-RA, PBAR_22808-RA, PBAR_22809-RA, PBAR_25326-RA, PBAR_25327-RA, PBAR_25329-RA, PBAR_25338-RA
OG0000089	ACEP_00010073-RA	LHUM_10146-RA, LHUM_10151-RA, LHUM_10842-RA, LHUM_11492-RA, LHUM_11879-RA, LHUM_13390-RA, LHUM_14704-RA, LHUM_15598-RA, LHUM_15599-RA, LHUM_22763-RA, LHUM_25283-RA, LHUM_25300-RA, LHUM_25524-RA, LHUM_26021-RA	PBAR_25223-RA
OG0000090		LHUM_10036-RA, LHUM_10085-RA, LHUM_10124-RA, LHUM_10556-RA, LHUM_10865-RA, LHUM_10869-RA, LHUM_10873-RA, LHUM_12443-RA, LHUM_14566-RA, LHUM_14982-RA, LHUM_14983-RA, LHUM_15272-RA, LHUM_18318-RA, LHUM_22677-RA, LHUM_22678-RA	PBAR_20795-RA
OG0000091			PBAR_14000-RA, PBAR_14650-RA, PBAR_14651-RA, PBAR_14659-RA, PBAR_14660-RA, PBAR_14661-RA, PBAR_14663-RA, PBAR_18064-RA, PBAR_18067-RA, PBAR_19114-RA, PBAR_20190-RA, PBAR_23508-RA, PBAR_23509-RA, PBAR_23510-RA, PBAR_23514-RA, PBAR_25428-RA
OG0000092			PBAR_10630-RA, PBAR_10832-RA, PBAR_10834-RA, PBAR_12165-RA, PBAR_12860-RA, PBAR_12862-RA, PBAR_15709-RA, PBAR_17579-RA, PBAR_21113-RA, PBAR_21675-RA, PBAR_24884-RA, PBAR_24885-RA, PBAR_25264-RA, PBAR_26385-RA, PBAR_26387-RA, PBAR_ar_GMCOX2-1
OG0000093	ACEP_00001045-RA, ACEP_00001857-RA, ACEP_00002341-RA, ACEP_00003744-RA, ACEP_00004956-RA, ACEP_00005637-RA, ACEP_00005883-RA, ACEP_00005885-RA, ACEP_00010345-RA, ACEP_00012213-RA, ACEP_00012239-RA, ACEP_00012822-RA, ACEP_00013390-RA		PBAR_14779-RA, PBAR_17802-RA
OG0000094	ACEP_00002453-RA, ACEP_00004174-RA, ACEP_00006332-RA, ACEP_00008314-RA, ACEP_00013609-RA	LHUM_12506-RA, LHUM_12628-RA, LHUM_14631-RA, LHUM_15639-RA, LHUM_16303-RA	PBAR_19069-RA, PBAR_19694-RA, PBAR_20815-RA, PBAR_21383-RA, PBAR_ar_WBSCR17_like-1
OG0000095	ACEP_00003629-RA, ACEP_00004814-RA, ACEP_00004888-RA, ACEP_00005727-RA, ACEP_00005734-RA	LHUM_12385-RA, LHUM_23332-RA, LHUM_23821-RA, LHUM_24960-RA, LHUM_um_nAChRa1-RA	PBAR_14640-RA, PBAR_18715-RA, PBAR_23152-RA, PBAR_24191-RA, PBAR_ar_nAChRa1-RB
OG0000096	ACEP_00011185-RA, ACEP_00011186-RA, ACEP_00011187-RA, ACEP_00016483-RA, ACEP_00016703-RA	LHUM_17224-RA	PBAR_21042-RA, PBAR_21044-RA, PBAR_21047-RA, PBAR_21048-RA, PBAR_21049-RA, PBAR_21050-RA, PBAR_21051-RA, PBAR_26856-RA, PBAR_26857-RA
OG0000097	ACEP_00012329-RA, ACEP_00012330-RA	LHUM_10273-RA, LHUM_10542-RA, LHUM_12522-RA, LHUM_12622-RA, LHUM_12623-RA, LHUM_14556-RA, LHUM_17397-RA, LHUM_18381-RA, LHUM_18707-RA, LHUM_18710-RA, LHUM_25207-RA, LHUM_25211-RA	PBAR_23751-RA
OG0000098		LHUM_10229-RA, LHUM_16319-RA, LHUM_25276-RA, LHUM_25289-RA, LHUM_25331-RA, LHUM_25340-RA, LHUM_25543-RA, LHUM_25564-RA, LHUM_25602-RA, LHUM_25697-RA, LHUM_25765-RA, LHUM_25810-RA, LHUM_25895-RA, LHUM_25982-RA, LHUM_26001-RA	
OG0000099		LHUM_10828-RA, LHUM_12433-RA, LHUM_14409-RA, LHUM_14449-RA, LHUM_16649-RA, LHUM_17446-RA, LHUM_20451-RA, LHUM_23110-RA, LHUM_23199-RA, LHUM_25234-RA, LHUM_25258-RA, LHUM_25376-RA, LHUM_25416-RA, LHUM_25521-RA, LHUM_25569-RA	
OG0000100			PBAR_14302-RA, PBAR_14764-RA, PBAR_14765-RA, PBAR_14766-RA, PBAR_14767-RA, PBAR_14770-RA, PBAR_26460-RA, PBAR_26464-RA, PBAR_26467-RA, PBAR_26468-RA, PBAR_26507-RA, PBAR_26508-RA, PBAR_26509-RA, PBAR_26510-RA, PBAR_26511-RA
OG0000101	ACEP_00011522-RA	LHUM_10367-RA, LHUM_13426-RA, LHUM_13429-RA, LHUM_13431-RA, LHUM_13432-RA, LHUM_13433-RA, LHUM_13434-RA, LHUM_14406-RA, LHUM_14700-RA, LHUM_14702-RA, LHUM_23245-RA, LHUM_23246-RA	PBAR_22326-RA
OG0000102	ACEP_00002247-RA, ACEP_00008060-RA	LHUM_16742-RA, LHUM_18425-RA, LHUM_20685-RA	PBAR_10132-RA, PBAR_11181-RA, PBAR_13915-RA, PBAR_15334-RA, PBAR_15496-RA, PBAR_15501-RA, PBAR_19173-RA, PBAR_19178-RA, PBAR_23547-RA
OG0000103	ACEP_00000837-RA, ACEP_00002216-RA, ACEP_00005015-RA, ACEP_00008858-RA, ACEP_00010481-RA, ACEP_00010557-RA, ACEP_00012371-RA, ACEP_00014248-RA	LHUM_13188-RA	PBAR_10046-RA, PBAR_13132-RA, PBAR_13284-RA, PBAR_13287-RA, PBAR_15154-RA
OG0000104	ACEP_00002975-RA, ACEP_00003088-RA, ACEP_00008101-RA	LHUM_11234-RA, LHUM_11235-RA, LHUM_12316-RA, LHUM_14993-RA, LHUM_24163-RA	PBAR_11787-RA, PBAR_13469-RA, PBAR_14034-RA, PBAR_20082-RA, PBAR_25198-RA, PBAR_25199-RA
OG0000105	ACEP_00006782-RA, ACEP_00006946-RA, ACEP_00006948-RA, ACEP_00012741-RA, ACEP_00014043-RA, ACEP_00017988-RA	LHUM_20876-RA, LHUM_21983-RA, LHUM_25916-RA	PBAR_12154-RA, PBAR_15223-RA, PBAR_15670-RA, PBAR_16074-RA, PBAR_26549-RA
OG0000106	ACEP_00000218-RA, ACEP_00001196-RA, ACEP_00001818-RA, ACEP_00003230-RA, ACEP_00016285-RA	LHUM_12609-RA, LHUM_15490-RA, LHUM_15712-RA, LHUM_20262-RA, LHUM_20472-RA	PBAR_11759-RA, PBAR_21230-RA, PBAR_21278-RA, PBAR_25517-RA
OG0000107	ACEP_00009409-RA, ACEP_00017804-RA	LHUM_18727-RA, LHUM_18732-RA, LHUM_21199-RA	PBAR_13582-RA, PBAR_20696-RA, PBAR_23683-RA, PBAR_23684-RA, PBAR_23685-RA, PBAR_26835-RA, PBAR_26836-RA, PBAR_26837-RA, PBAR_26838-RA
