Orthogroup	pbar_annotation	acep_annotation
OG0000152	PBAR_13844-RA, PBAR_10492-RA, PBAR_17580-RA, PBAR_22360-RA, PBAR_10525-RA, PBAR_20457-RA, PBAR_10497-RA, PBAR_24340-RA, PBAR_10442-RA, PBAR_24590-RA, PBAR_11083-RA	ACEP_00009653-RA
OG0000153	PBAR_25545-RA, PBAR_27152-RA	ACEP_00001800-RA
OG0000153	PBAR_25544-RA	ACEP_00001799-RA
OG0000153	PBAR_25530-RA	ACEP_00001810-RA
OG0000155	PBAR_13138-RA	ACEP_00004962-RA
OG0000155	PBAR_11330-RA	ACEP_00004961-RA
OG0000156	PBAR_26745-RA	ACEP_00004751-RA
OG0000164	PBAR_ar_CG9747_c-RA	ACEP_00002391-RA, ACEP_00002390-RA, ACEP_00002395-RA, ACEP_00002383-RA, ACEP_00002385-RA, ACEP_00002388-RA, ACEP_00006138-RA, ACEP_00002394-RA, ACEP_00002399-RA, ACEP_00016426-RA
OG0000167	PBAR_10167-RA	ACEP_00009762-RA, ACEP_00005797-RA, ACEP_00014273-RA, ACEP_00016074-RA, ACEP_00010131-RA, ACEP_00010434-RA, ACEP_00009652-RA, ACEP_00004971-RA, ACEP_00000971-RA
OG0000168	PBAR_16106-RA	ACEP_00003900-RA
OG0000168	PBAR_25555-RA	ACEP_00001777-RA
OG0000168	PBAR_17640-RA	ACEP_00010707-RA
OG0000168	PBAR_15883-RA	ACEP_00009029-RA
OG0000169	PBAR_17008-RA	ACEP_00001697-RA
OG0000169	PBAR_26145-RA	ACEP_00015844-RA
OG0000169	PBAR_ar_LAT2-RA	ACEP_00010305-RA
OG0000170	PBAR_14129-RA	ACEP_00012680-RA
OG0000170	PBAR_26452-RA	ACEP_00012681-RA
OG0000170	PBAR_14128-RA	ACEP_00012679-RA, ACEP_00012678-RA
OG0000171	PBAR_15410-RA	ACEP_00001482-RA
OG0000172	PBAR_11409-RA, PBAR_21691-RA, PBAR_23818-RA, PBAR_23816-RA, PBAR_23825-RA, PBAR_ar_Fpps-RA, PBAR_ar_Fpps-RB, PBAR_27030-RA, PBAR_27031-RA	ACEP_00001153-RA
OG0000173	PBAR_14016-RA	ACEP_00011804-RA, ACEP_00011807-RA, ACEP_00011808-RA, ACEP_00011798-RA, ACEP_00011753-RA, ACEP_00012178-RA, ACEP_00011806-RA, ACEP_00012179-RA, ACEP_00011754-RA
OG0000174	PBAR_17711-RB, PBAR_17711-RA	ACEP_00011720-RA
OG0000174	PBAR_10502-RA	ACEP_00011722-RA, ACEP_00011724-RA
OG0000175	PBAR_11916-RA	ACEP_00016182-RA, ACEP_00018185-RA, ACEP_00018187-RA, ACEP_00018186-RA, ACEP_00016302-RA, ACEP_00016181-RA, ACEP_00016179-RA, ACEP_00016183-RA, ACEP_00016176-RA, ACEP_00016178-RA
OG0000176	PBAR_13320-RA	ACEP_00017942-RA
OG0000176	PBAR_13321-RA	ACEP_00013235-RA
OG0000176	PBAR_13317-RA	ACEP_00017940-RA, ACEP_00013236-RA
OG0000177	PBAR_14524-RA	ACEP_00003520-RA
OG0000177	PBAR_14181-RA	ACEP_00005402-RA
OG0000177	PBAR_25513-RA	ACEP_00001819-RA
OG0000177	PBAR_10207-RA	ACEP_00014614-RA
OG0000178	PBAR_11614-RA	ACEP_03381464-RA, ACEP_00005857-RA, ACEP_00016434-RA, ACEP_00005859-RA, ACEP_00005866-RA, ACEP_00005863-RA, ACEP_00005868-RA, ACEP_00017577-RA, ACEP_00017578-RA
OG0000179	PBAR_15200-RA	ACEP_00015625-RA, ACEP_00009274-RA
OG0000179	PBAR_24695-RA	ACEP_00005835-RA
OG0000180	PBAR_19259-RA	ACEP_00003117-RA
OG0000180	PBAR_18837-RA, PBAR_18833-RA, PBAR_18834-RA, PBAR_12919-RA, PBAR_12920-RA, PBAR_26733-RA	ACEP_00012655-RA
OG0000181	PBAR_16136-RA	ACEP_00003930-RA
OG0000181	PBAR_16188-RA	ACEP_00015973-RA
OG0000181	PBAR_22648-RA	ACEP_00008338-RA
OG0000182	PBAR_13842-RA	ACEP_00000730-RA
OG0000183	PBAR_25406-RA	ACEP_00016972-RA
OG0000183	PBAR_25408-RA	ACEP_00016969-RA, ACEP_00016973-RA, ACEP_00016964-RA, ACEP_00016965-RA, ACEP_00016962-RA, ACEP_00016968-RA, ACEP_00016971-RA, ACEP_00016970-RA
OG0000184	PBAR_27161-RA, PBAR_27162-RA	ACEP_00013473-RB, ACEP_00013473-RA
OG0000184	PBAR_27160-RA, PBAR_27158-RA	ACEP_00018062-RA
OG0000184	PBAR_25726-RA	ACEP_00013474-RA, ACEP_00013474-RB
OG0000185	PBAR_25495-RA	ACEP_00001854-RA
OG0000185	PBAR_14734-RA, PBAR_25494-RA, PBAR_11919-RA	ACEP_00017065-RA
OG0000186	PBAR_16992-RA	ACEP_00004796-RA
OG0000186	PBAR_25580-RA	ACEP_00001741-RA
OG0000187	PBAR_13196-RA	ACEP_00006609-RA
OG0000187	PBAR_12115-RA	ACEP_00006822-RA
OG0000192	PBAR_26117-RA	ACEP_00008259-RA
OG0000192	PBAR_17950-RA	ACEP_00003943-RA
OG0000193	PBAR_18937-RA	ACEP_00013869-RA
OG0000193	PBAR_26069-RA	ACEP_00008218-RA
OG0000193	PBAR_26054-RA	ACEP_00013870-RA, ACEP_00007086-RA
OG0000194	PBAR_14057-RA	ACEP_00006631-RA
OG0000194	PBAR_11375-RA	ACEP_00005471-RA
OG0000194	PBAR_16419-RA	ACEP_00014064-RA
OG0000195	PBAR_18195-RA	ACEP_00011655-RA, ACEP_00012372-RA, ACEP_00013287-RA, ACEP_00008859-RA, ACEP_00004295-RA, ACEP_00009645-RA, ACEP_00000838-RA, ACEP_00012226-RA, ACEP_00011619-RA
OG0000197	PBAR_13189-RA	ACEP_00013796-RA
OG0000197	PBAR_13190-RA	ACEP_00013795-RA
OG0000197	PBAR_13184-RA	ACEP_00012595-RA
OG0000198	PBAR_11481-RA, PBAR_10915-RA	ACEP_00000945-RA
OG0000199	PBAR_23855-RA	ACEP_00004639-RA, ACEP_00012351-RB, ACEP_00003082-RA, ACEP_00016000-RA, ACEP_00000875-RA, ACEP_00003081-RA, ACEP_00004827-RA, ACEP_00003083-RA
OG0000200	PBAR_ar_Septin4-like-1	ACEP_00010860-RA
OG0000200	PBAR_21522-RA	ACEP_00015528-RA
OG0000200	PBAR_13380-RA	ACEP_00009991-RA
OG0000201	PBAR_25871-RA	ACEP_00016314-RA
OG0000201	PBAR_21758-RA	ACEP_00009589-RA
OG0000201	PBAR_21470-RA	ACEP_00003637-RA
OG0000202	PBAR_21115-RA	ACEP_00011180-RA
OG0000202	PBAR_21118-RA, PBAR_23785-RA	ACEP_00012298-RA
OG0000202	PBAR_21117-RA	ACEP_00009446-RA
OG0000203	PBAR_15734-RA	ACEP_00015698-RB
OG0000203	PBAR_15736-RA	ACEP_00015699-RA
OG0000204	PBAR_18227-RA	ACEP_00004284-RA
OG0000204	PBAR_16580-RA	ACEP_00003618-RA, ACEP_00004999-RA
OG0000204	PBAR_20965-RA	ACEP_00005587-RA, ACEP_00005583-RA
OG0000205	PBAR_18167-RA, PBAR_26691-RA, PBAR_26690-RA, PBAR_26688-RA, PBAR_26689-RA	ACEP_00004257-RA
OG0000205	PBAR_21432-RA	ACEP_00004256-RA
OG0000206	PBAR_17163-RA	ACEP_00001621-RA
OG0000206	PBAR_10580-RA	ACEP_00013576-RA
OG0000207	PBAR_24840-RA	ACEP_00009832-RA
OG0000207	PBAR_24847-RA	ACEP_00009828-RA
OG0000209	PBAR_10159-RA	ACEP_00007805-RA
OG0000209	PBAR_11825-RA	ACEP_00007799-RA
OG0000209	PBAR_20131-RA	ACEP_00007831-RA
OG0000210	PBAR_26124-RA, PBAR_26123-RA, PBAR_26125-RA	ACEP_00013375-RA, ACEP_00014605-RA
OG0000212	PBAR_ar-eve-like-1	ACEP_04572893-RA
OG0000212	PBAR_18631-RA	ACEP_00005228-RA
OG0000212	PBAR_ar-Hox3-A-like-RA	ACEP_00006434-RA
OG0000213	PBAR_12471-RA	ACEP_00007591-RA
OG0000213	PBAR_12470-RA	ACEP_00007593-RA
OG0000213	PBAR_25087-RA, PBAR_13591-RA	ACEP_00000248-RA
OG0000214	PBAR_11270-RA, PBAR_11273-RA	ACEP_00013315-RA
OG0000214	PBAR_11530-RA	ACEP_00003054-RA
OG0000215	PBAR_26323-RA, PBAR_26324-RA	ACEP_00017151-RA
OG0000215	PBAR_26322-RA, PBAR_26320-RA, PBAR_26321-RA, PBAR_11558-RA, PBAR_11562-RA	ACEP_00017163-RA
OG0000216	PBAR_18225-RA, PBAR_20966-RA, PBAR_20970-RA	ACEP_00005584-RA
OG0000216	PBAR_23161-RA, PBAR_24129-RA	ACEP_00002738-RA
OG0000217	PBAR_11058-RA	ACEP_00015152-RA
OG0000217	PBAR_11054-RA	ACEP_00015151-RA
OG0000217	PBAR_11063-RA	ACEP_00015156-RA
OG0000218	PBAR_10728-RA	ACEP_00017204-RA, ACEP_00017206-RA, ACEP_00004107-RA, ACEP_00017205-RA, ACEP_00004109-RA, ACEP_00004110-RA, ACEP_00004108-RA, ACEP_00006571-RA
OG0000219	PBAR_22744-RA	ACEP_00008435-RA
OG0000219	PBAR_14964-RA	ACEP_00008441-RA
OG0000219	PBAR_10604-RA	ACEP_00003859-RA
OG0000220	PBAR_20448-RA	ACEP_00005148-RA, ACEP_00005153-RA, ACEP_00005152-RA, ACEP_00005155-RA, ACEP_00005150-RA, ACEP_00005151-RA, ACEP_00005154-RA, ACEP_00005149-RA
OG0000221	PBAR_14198-RA, PBAR_24464-RA, PBAR_20860-RA, PBAR_16140-RA, PBAR_10498-RA, PBAR_10925-RA, PBAR_11123-RA, PBAR_10391-RA, PBAR_10919-RA	ACEP_00001935-RA
OG0000222	PBAR_10723-RA	ACEP_00005405-RA
OG0000223	PBAR_18716-RA	ACEP_00004893-RA
OG0000231	PBAR_14384-RA	ACEP_00017865-RA, ACEP_00013797-RA, ACEP_00011169-RA, ACEP_00011168-RA, ACEP_00017864-RA, ACEP_00015704-RA, ACEP_00011167-RA, ACEP_00016605-RA
OG0000232	PBAR_14870-RA	ACEP_00007053-RA
OG0000232	PBAR_24465-RA	ACEP_00007338-RA
OG0000232	PBAR_24472-RA	ACEP_00012873-RA
OG0000233	PBAR_12146-RA	ACEP_00001677-RA
OG0000233	PBAR_18796-RA	ACEP_00002155-RA
OG0000233	PBAR_22928-RA	ACEP_00006260-RA
OG0000234	PBAR_13760-RA, PBAR_10578-RA	ACEP_00006139-RA
OG0000234	PBAR_20617-RA	ACEP_00016774-RA
OG0000234	PBAR_21874-RA	ACEP_00003464-RA
OG0000235	PBAR_12697-RA	ACEP_00011498-RA, ACEP_00017846-RA, ACEP_00017847-RA
OG0000235	PBAR_17475-RA	ACEP_00007894-RA
OG0000236	PBAR_18057-RA	ACEP_00002556-RA
OG0000236	PBAR_23661-RA	ACEP_00008978-RA
OG0000237	PBAR_19347-RA	ACEP_00002376-RA
OG0000237	PBAR_19346-RA	ACEP_00017116-RA, ACEP_00017117-RA, ACEP_00002377-RA, ACEP_00002378-RA, ACEP_00017118-RA
OG0000238	PBAR_12538-RA	ACEP_00007721-RA, ACEP_00010543-RA, ACEP_00010492-RA, ACEP_00010540-RA, ACEP_00010542-RA, ACEP_00010541-RA, ACEP_00010511-RA
OG0000239	PBAR_15118-RA	ACEP_00008146-RA
OG0000240	PBAR_16483-RA	ACEP_00000654-RA, ACEP_00003152-RA, ACEP_00007906-RA, ACEP_00016291-RA, ACEP_00003748-RA, ACEP_00009210-RA
OG0000241	PBAR_17228-RA	ACEP_00004953-RA
OG0000241	PBAR_18812-RA	ACEP_00015581-RA
OG0000241	PBAR_12594-RA	ACEP_00013399-RA
OG0000242	PBAR_ar_Vasa-like-RB, PBAR_ar_Vasa-like-1	ACEP_00000473-RB, ACEP_00000473-RA
OG0000242	PBAR_ar_Belle-like-1	ACEP_00015939-RA
OG0000243	PBAR_13898-RA	ACEP_00010627-RA, ACEP_00011213-RA, ACEP_00005617-RA, ACEP_00012092-RA, ACEP_00015934-RA, ACEP_00008445-RA, ACEP_00011110-RA
OG0000244	PBAR_12777-RA	ACEP_00013184-RA
OG0000244	PBAR_12771-RA	ACEP_00013183-RA
OG0000244	PBAR_22591-RA	ACEP_00015191-RA
OG0000245	PBAR_22993-RA, PBAR_23608-RA, PBAR_16200-RA	ACEP_00008956-RA, ACEP_00009038-RA, ACEP_00008957-RA
OG0000245	PBAR_16779-RA	ACEP_00009162-RA
OG0000246	PBAR_10271-RA	ACEP_00018140-RA
OG0000246	PBAR_23579-RA, PBAR_23588-RA	ACEP_00014200-RA, ACEP_00014201-RA
OG0000247	PBAR_11361-RA	ACEP_00012354-RA, ACEP_00014750-RA, ACEP_00016725-RA, ACEP_00014906-RA, ACEP_00004977-RA, ACEP_00014751-RA
OG0000248	PBAR_21114-RA	ACEP_00012022-RA, ACEP_00012020-RA
OG0000248	PBAR_14409-RA	ACEP_00012021-RA, ACEP_00013807-RA
OG0000249	PBAR_23915-RA	ACEP_00000913-RA
OG0000249	PBAR_23920-RA	ACEP_00009189-RA
OG0000251	PBAR_23559-RA	ACEP_00015628-RA, ACEP_00000859-RA
OG0000252	PBAR_14829-RA	ACEP_00016155-RA
OG0000252	PBAR_23692-RA	ACEP_00009423-RA
OG0000252	PBAR_11862-RA	ACEP_00007756-RA
OG0000253	PBAR_16783-RA	ACEP_00008662-RA
OG0000253	PBAR_10793-RA	ACEP_00011886-RA
OG0000253	PBAR_24684-RA	ACEP_00000703-RA
OG0000254	PBAR_23158-RA	ACEP_00003628-RA
OG0000254	PBAR_23159-RA	ACEP_00003625-RA
OG0000254	PBAR_14153-RA	ACEP_00004015-RA
OG0000255	PBAR_18150-RA	ACEP_00011566-RA
OG0000255	PBAR_18161-RA	ACEP_00011615-RA
OG0000255	PBAR_18160-RA	ACEP_00008691-RA, ACEP_00011611-RA
OG0000256	PBAR_26335-RA	ACEP_00017384-RA
OG0000256	PBAR_26334-RA	ACEP_00017385-RA
OG0000257	PBAR_11868-RA	ACEP_00007741-RA, ACEP_00007742-RA
OG0000257	PBAR_26338-RA	ACEP_00007743-RA
OG0000258	PBAR_14337-RA, PBAR_13289-RA, PBAR_14340-RA, PBAR_24338-RA, PBAR_13285-RA, PBAR_18212-RA, PBAR_15138-RA	ACEP_00016005-RA
OG0000259	PBAR_24188-RA	ACEP_00012898-RA, ACEP_00012878-RA, ACEP_00005740-RA, ACEP_00012982-RA, ACEP_00005694-RA, ACEP_00012899-RA, ACEP_00005741-RA
OG0000260	PBAR_25749-RA	ACEP_00004044-RA
OG0000260	PBAR_15782-RA	ACEP_00005686-RA
OG0000260	PBAR_13641-RA	ACEP_00006998-RA
OG0000261	PBAR_21923-RA	ACEP_00014276-RA
OG0000261	PBAR_16175-RA	ACEP_00015979-RA
OG0000261	PBAR_ar_Arf2-1	ACEP_00007626-RA
OG0000262	PBAR_ar_aub-1	ACEP_00002105-RA
OG0000262	PBAR_ar_AGO3-RA	ACEP_00004211-RA
OG0000262	PBAR_ar_piwi-1	ACEP_00007436-RA
OG0000263	PBAR_14422-RA, PBAR_10674-RA, PBAR_14423-RA, PBAR_10470-RA, PBAR_10469-RA, PBAR_20096-RA, PBAR_14421-RA, PBAR_14418-RA	ACEP_00011134-RA
OG0000264	PBAR_22470-RA	ACEP_00003179-RA
OG0000264	PBAR_22469-RA	ACEP_00016758-RA, ACEP_00003176-RA
OG0000264	PBAR_22468-RA	ACEP_00003177-RA
OG0000265	PBAR_12867-RA	ACEP_00000184-RA
OG0000265	PBAR_19231-RA	ACEP_00002984-RA
OG0000265	PBAR_12869-RA	ACEP_00000185-RA
OG0000266	PBAR_18224-RA	ACEP_00005581-RA, ACEP_00004282-RA
OG0000266	PBAR_18779-RA	ACEP_00002820-RA, ACEP_00005588-RA, ACEP_00004996-RA, ACEP_00004285-RA
OG0000267	PBAR_11047-RA	ACEP_00015150-RA
OG0000267	PBAR_12975-RA	ACEP_00000268-RA
OG0000267	PBAR_23763-RA	ACEP_00012313-RA
OG0000268	PBAR_26779-RA, PBAR_26780-RA	ACEP_00018175-RA
OG0000268	PBAR_26971-RA, PBAR_26972-RA	ACEP_00017263-RA
OG0000269	PBAR_12289-RA	ACEP_00007336-RA
OG0000269	PBAR_23235-RA	ACEP_00013479-RA
OG0000270	PBAR_20393-RA	ACEP_00007321-RA
OG0000270	PBAR_13584-RA	ACEP_00000244-RA
OG0000270	PBAR_ar_trp-like-RA	ACEP_00002087-RA
OG0000271	PBAR_10551-RA	ACEP_00003878-RA
OG0000273	PBAR_13206-RA	ACEP_00006587-RA
OG0000273	PBAR_16070-RA	ACEP_00006758-RA
OG0000273	PBAR_20775-RA	ACEP_00005266-RA
OG0000274	PBAR_16461-RA	ACEP_00016265-RA
OG0000274	PBAR_21288-RA	ACEP_00016278-RA
OG0000274	PBAR_21946-RA	ACEP_00014312-RA
OG0000275	PBAR_26131-RA	ACEP_00000690-RA
OG0000275	PBAR_24673-RA, PBAR_24675-RA	ACEP_00000689-RA
OG0000276	PBAR_16246-RA, PBAR_16245-RA	ACEP_00000415-RA
OG0000276	PBAR_16244-RA	ACEP_00000416-RA
OG0000277	PBAR_18722-RA, PBAR_21497-RA, PBAR_21496-RA, PBAR_26109-RA, PBAR_26111-RA, PBAR_12564-RA, PBAR_12925-RA	ACEP_00000187-RA
OG0000278	PBAR_26726-RA	ACEP_00015626-RA
OG0000279	PBAR_22064-RA	ACEP_00005327-RA
OG0000279	PBAR_25572-RA	ACEP_00001753-RA
OG0000279	PBAR_25564-RA	ACEP_00001760-RA
OG0000280	PBAR_18758-RA, PBAR_23898-RA, PBAR_13491-RA, PBAR_13489-RA, PBAR_15959-RA, PBAR_18754-RA, PBAR_18755-RA	ACEP_00010200-RA
OG0000281	PBAR_14683-RA	ACEP_00010592-RA
OG0000281	PBAR_12826-RA	ACEP_00011405-RA
OG0000281	PBAR_10152-RA	ACEP_00005626-RA
OG0000282	PBAR_ar_jhamt-1, PBAR_26443-RA, PBAR_13964-RA, PBAR_16961-RA, PBAR_26440-RA, PBAR_26442-RA, PBAR_13963-RA	ACEP_00011406-RA
OG0000283	PBAR_ar_Toll-1-RA	ACEP_03384601-RA
OG0000284	PBAR_25920-RA	ACEP_00003357-RA
OG0000284	PBAR_22521-RA	ACEP_00004671-RA, ACEP_00003356-RA, ACEP_00004670-RA, ACEP_00003354-RA, ACEP_00003355-RA
OG0000285	PBAR_17990-RA	ACEP_00004665-RA
OG0000285	PBAR_17981-RA	ACEP_00004663-RA
OG0000285	PBAR_17987-RA	ACEP_00004664-RA
OG0000286	PBAR_14688-RA	ACEP_00010600-RA
OG0000286	PBAR_14673-RA	ACEP_00010599-RA
OG0000286	PBAR_14682-RA	ACEP_00010598-RA
OG0000296	PBAR_17182-RA, PBAR_24707-RA	ACEP_00017579-RA
OG0000296	PBAR_10293-RA	ACEP_00017977-RA
OG0000297	PBAR_17659-RA	ACEP_00006294-RA
OG0000297	PBAR_17656-RA	ACEP_00001578-RA, ACEP_00015288-RA, ACEP_00018191-RA
OG0000298	PBAR_23728-RA	ACEP_00010532-RA
OG0000298	PBAR_26215-RA	ACEP_00016650-RA
OG0000298	PBAR_22866-RA	ACEP_00006079-RA
OG0000299	PBAR_13808-RA	ACEP_00014031-RA
OG0000299	PBAR_ar_diap1-1	ACEP_00014032-RA
OG0000300	PBAR_18805-RA, PBAR_10571-RA	ACEP_00016618-RA, ACEP_00016617-RA
OG0000301	PBAR_16965-RA	ACEP_00002520-RA
OG0000302	PBAR_17549-RA	ACEP_00014823-RA
OG0000302	PBAR_ar_CG1358-1	ACEP_00017108-RA, ACEP_00017109-RA, ACEP_00017110-RA
OG0000303	PBAR_23956-RA, PBAR_23955-RA	ACEP_00002254-RA, ACEP_00018225-RA, ACEP_00002258-RA, ACEP_00002257-RA, ACEP_00002256-RA
OG0000305	PBAR_17193-RA, PBAR_10396-RA, PBAR_10400-RA	ACEP_00011818-RA, ACEP_00014568-RA, ACEP_00000889-RA, ACEP_00010521-RA
OG0000306	PBAR_26078-RA	ACEP_00008227-RA
OG0000306	PBAR_17046-RA	ACEP_00001651-RA
OG0000307	PBAR_18409-RA, PBAR_14311-RA, PBAR_18411-RA, PBAR_26234-RA, PBAR_26704-RA, PBAR_18410-RA	ACEP_00016192-RA
OG0000308	PBAR_25414-RA	ACEP_00000509-RA
OG0000308	PBAR_25407-RA, PBAR_27135-RA	ACEP_00000507-RA, ACEP_00016701-RA
OG0000309	PBAR_23511-RA	ACEP_00011381-RA, ACEP_00004145-RA, ACEP_00008928-RA, ACEP_00004144-RA, ACEP_00017364-RA, ACEP_00004335-RA
OG0000310	PBAR_15669-RA	ACEP_00017987-RA, ACEP_00006944-RA
OG0000310	PBAR_15229-RA, PBAR_16066-RA	ACEP_00006783-RA
OG0000311	PBAR_15637-RA	ACEP_00012718-RA
OG0000311	PBAR_22890-RA, PBAR_22902-RA	ACEP_00010944-RA, ACEP_00010943-RA
OG0000312	PBAR_18305-RA	ACEP_00017636-RA
OG0000312	PBAR_12389-RA	ACEP_00001525-RA
OG0000314	PBAR_10047-RA	ACEP_00005952-RA
OG0000315	PBAR_13814-RA	ACEP_00017043-RA
OG0000317	PBAR_17550-RA, PBAR_17552-RA	ACEP_00014830-RA, ACEP_00014828-RA
OG0000317	PBAR_25853-RA	ACEP_00003413-RA
OG0000318	PBAR_ar_GP93-1	ACEP_00010792-RA
OG0000318	PBAR_ar_hsp90-1	ACEP_00012985-RA
OG0000319	PBAR_16061-RA	ACEP_00006942-RA
OG0000319	PBAR_21001-RA, PBAR_16063-RA	ACEP_00009480-RA
OG0000320	PBAR_11118-RA	ACEP_00009413-RA
OG0000320	PBAR_22316-RA	ACEP_00011629-RA
OG0000320	PBAR_18794-RA	ACEP_00005095-RA
OG0000321	PBAR_18685-RA	ACEP_00002997-RA, ACEP_00011927-RA, ACEP_00011933-RA
OG0000322	PBAR_12792-RA, PBAR_12791-RA	ACEP_00013193-RA
OG0000323	PBAR_20734-RA	ACEP_00012598-RA
OG0000323	PBAR_16316-RA	ACEP_00011659-RA
OG0000324	CG_02547721, maker-pbar_scf7180000350188-augustus-gene-1.13-mRNA-1	ACEP_00015988-RA
OG0000324	CG_02547637, maker-pbar_scf7180000350228-augustus-gene-1.2-mRNA-1	ACEP_00009802-RA
OG0000325	PBAR_25043-RA	ACEP_00012453-RA
OG0000325	PBAR_25045-RA	ACEP_00012454-RA
OG0000326	PBAR_26934-RA	ACEP_00017939-RA
OG0000326	PBAR_27113-RA	ACEP_00018028-RA
OG0000326	PBAR_27114-RA	ACEP_00018029-RA
OG0000327	PBAR_ar5HT7-RA	ACEP_00013054-RA
OG0000327	PBAR_ar_Tyr2-1	ACEP_00016749-RA
OG0000328	PBAR_11864-RA	ACEP_00007758-RA
OG0000328	PBAR_11861-RA	ACEP_00007759-RA
OG0000328	PBAR_26737-RA, PBAR_11863-RA	ACEP_00007760-RA
OG0000329	PBAR_19243-RA	ACEP_00016289-RA
OG0000329	PBAR_19241-RA	ACEP_00002988-RA
OG0000330	PBAR_18835-RA	ACEP_00017211-RA, ACEP_00003979-RA, ACEP_00003978-RA, ACEP_00003980-RA
OG0000330	PBAR_26316-RA	ACEP_00012007-RA
OG0000331	PBAR_10430-RA, PBAR_26471-RA	ACEP_00015653-RA
OG0000332	PBAR_21312-RA, PBAR_24794-RA, PBAR_24795-RA, PBAR_21314-RA	ACEP_00005216-RA
OG0000333	PBAR_11963-RA, PBAR_11211-RA, PBAR_14726-RA, PBAR_14756-RA, PBAR_14760-RA, PBAR_23543-RA, PBAR_11359-RA	ACEP_00004990-RA
OG0000334	PBAR_24679-RA	ACEP_00000692-RA
OG0000335	PBAR_25252-RA	ACEP_00000663-RA, ACEP_00000665-RA
OG0000335	PBAR_25246-RA	ACEP_00000669-RA
OG0000336	PBAR_25409-RA	ACEP_00000506-RA
OG0000336	PBAR_27139-RA	ACEP_00016966-RA
OG0000337	PBAR_10138-RA, PBAR_15349-RA, PBAR_16250-RA	ACEP_00000423-RA
OG0000337	PBAR_16251-RA	ACEP_00016986-RA
OG0000338	PBAR_22669-RA	ACEP_00008347-RA, ACEP_00010575-RA, ACEP_00010574-RA
OG0000338	PBAR_12906-RA	ACEP_00002080-RA
OG0000339	PBAR_18426-RA	ACEP_00002048-RA
OG0000339	PBAR_16081-RA	ACEP_00006964-RA
OG0000340	PBAR_15041-RA	ACEP_00006539-RA
OG0000340	PBAR_15042-RA	ACEP_00001992-RA, ACEP_00016933-RA, ACEP_00017621-RA
OG0000341	PBAR_25507-RA	ACEP_00017066-RA
OG0000341	PBAR_27150-RA	ACEP_00001837-RA
OG0000341	PBAR_23384-RA	ACEP_00010634-RA
OG0000342	PBAR_22065-RA	ACEP_00005325-RA
OG0000342	PBAR_10726-RA, PBAR_25574-RA, PBAR_25565-RA	ACEP_00001761-RA
OG0000343	PBAR_20810-RA	ACEP_00008320-RA
OG0000343	PBAR_20814-RA, PBAR_20816-RA	ACEP_00008321-RA
OG0000344	PBAR_16852-RA	ACEP_00004754-RA
OG0000345	PBAR_ar_NimC1-1, PBAR_ar_NimC2-1	ACEP_00017566-RA
OG0000345	PBAR_26792-RA, PBAR_26791-RA, PBAR_19948-RA	ACEP_00003324-RA
OG0000358	PBAR_13017-RA	ACEP_00015612-RA
OG0000358	PBAR_16199-RA	ACEP_00015611-RA, ACEP_00016081-RA
OG0000359	PBAR_13741-RA	ACEP_00017234-RA, ACEP_00017235-RA, ACEP_00017236-RA, ACEP_00017237-RA, ACEP_00017238-RA
OG0000360	PBAR_22874-RA	ACEP_00006073-RA
OG0000360	PBAR_24071-RA	ACEP_00004614-RA, ACEP_00004616-RA
OG0000361	PBAR_22786-RA, PBAR_22783-RA, PBAR_ar_Hex70a-RA	ACEP_00006027-RA
OG0000362	PBAR_19876-RA	ACEP_00014001-RA
OG0000362	PBAR_24405-RA	ACEP_00016872-RA, ACEP_00007396-RA
OG0000363	PBAR_15525-RA, PBAR_15527-RA	ACEP_00013992-RA
OG0000363	PBAR_ar_-small-bristles-1	ACEP_00016384-RA, ACEP_00015149-RA
OG0000364	PBAR_21637-RA	ACEP_00014176-RA
OG0000364	PBAR_12664-RA	ACEP_00008019-RA
OG0000365	PBAR_11907-RA	ACEP_00002555-RA
OG0000366	PBAR_19181-RA, PBAR_22889-RA, PBAR_13819-RA, PBAR_22323-RA, PBAR_22324-RA, PBAR_15934-RA	ACEP_00002340-RA
OG0000367	PBAR_18908-RA	ACEP_00003643-RA, ACEP_00002311-RA, ACEP_00002315-RA, ACEP_00016902-RA
OG0000368	PBAR_19425-RA	ACEP_00002284-RA, ACEP_00002282-RA
OG0000368	PBAR_19418-RA	ACEP_00002286-RA
OG0000372	PBAR_21136-RA	ACEP_00016804-RA, ACEP_00009494-RA, ACEP_00009468-RA, ACEP_00009504-RB, ACEP_00009504-RA
OG0000373	PBAR_15156-RA	ACEP_00001007-RA
OG0000373	PBAR_11513-RA	ACEP_00005920-RA, ACEP_00014045-RA
OG0000374	PBAR_25361-RA	ACEP_00000551-RA
OG0000374	PBAR_26030-RA	ACEP_00007110-RA
OG0000376	CG_02549856	ACEP_00009155-RA
OG0000376	PBAR_ar_AGO1-1	ACEP_00016361-RA
OG0000377	PBAR_16233-RA, PBAR_ar_Sdha_like_B_middle-1	ACEP_04572954-RA
OG0000377	PBAR_ar_Sdha_like_A-1	ACEP_00008835-RA
OG0000378	PBAR_16209-RA	ACEP_00008816-RA, ACEP_00008813-RA, ACEP_00008817-RA
OG0000379	PBAR_15000-RA	ACEP_00008470-RA
OG0000379	PBAR_18326-RA, PBAR_18322-RA	ACEP_00014700-RA
