Orthogroup	lhum_annotation	pbar_annotation
OG0000113	LHUM_15087-RA, LHUM_18957-RA	PBAR_23557-RA
OG0000113	LHUM_16536-RA, LHUM_15070-RA, LHUM_11029-RA, LHUM_19315-RA, LHUM_11054-RA, LHUM_14389-RA, LHUM_19920-RA, LHUM_15108-RA, LHUM_10471-RA	PBAR_10319-RA, PBAR_10318-RA
OG0000115	LHUM_15283-RA	PBAR_23136-RA
OG0000115	LHUM_16689-RA	PBAR_22442-RA
OG0000115	LHUM_10783-RA	PBAR_17671-RA
OG0000116	LHUM_19283-RA	PBAR_26351-RA
OG0000116	LHUM_25757-RA	PBAR_26352-RA
OG0000116	LHUM_25756-RA	PBAR_10288-RA
OG0000116	LHUM_19274-RA	PBAR_26353-RA
OG0000117	LHUM_13705-RA, LHUM_14420-RA, LHUM_10659-RA	PBAR_13515-RA
OG0000117	LHUM_12570-RA	PBAR_16593-RA
OG0000119	LHUM_19452-RA	PBAR_10708-RA, PBAR_19177-RA, PBAR_13144-RA, PBAR_17310-RA, PBAR_16488-RA, PBAR_17309-RA, PBAR_13143-RA, PBAR_19175-RA, PBAR_19176-RA, PBAR_16487-RA, PBAR_13822-RA
OG0000121	LHUM_20279-RA	PBAR_23717-RA
OG0000121	LHUM_20276-RA	PBAR_23716-RA
OG0000121	LHUM_19308-RA, LHUM_19309-RA	PBAR_24909-RA
OG0000122	LHUM_24651-RA	PBAR_19017-RA, PBAR_19002-RA
OG0000122	LHUM_24658-RA	PBAR_19009-RA
OG0000122	LHUM_24656-RA	PBAR_19010-RA
OG0000123	LHUM_10244-RA	PBAR_12918-RA
OG0000125	LHUM_12579-RA	PBAR_12949-RA
OG0000125	LHUM_13628-RA	PBAR_16887-RA
OG0000125	LHUM_19947-RA	PBAR_25690-RA
OG0000125	LHUM_12500-RA, LHUM_12496-RA	PBAR_21377-RA
OG0000126	LHUM_23786-RA	PBAR_ar_hop-1
OG0000128	LHUM_11611-RA, LHUM_11240-RA	PBAR_20422-RA, PBAR_20239-RA
OG0000129	LHUM_17940-RA	PBAR_25939-RA
OG0000129	LHUM_23306-RA, LHUM_11241-RA, LHUM_18968-RA, LHUM_23305-RA, LHUM_24886-RA, LHUM_11831-RA, LHUM_23308-RA	PBAR_16847-RA
OG0000130	LHUM_11627-RA, LHUM_23739-RA, LHUM_11628-RA, LHUM_23737-RA, LHUM_13996-RA, LHUM_11845-RA, LHUM_10079-RA, LHUM_15669-RA, LHUM_11060-RA, LHUM_25222-RA, LHUM_13920-RA	PBAR_18648-RA
OG0000133	LHUM_13026-RA	PBAR_13178-RA, PBAR_13178-RB
OG0000133	LHUM_15837-RA	PBAR_24514-RA
OG0000133	LHUM_10233-RA, LHUM_17890-RA, LHUM_18321-RA	PBAR_26052-RA
OG0000134	LHUM_14939-RA	PBAR_12495-RA
OG0000134	LHUM_24979-RA, LHUM_18955-RA, LHUM_18956-RA, LHUM_24978-RA, LHUM_25003-RA, LHUM_16316-RA, LHUM_21674-RA	PBAR_20574-RA
OG0000135	LHUM_23776-RA	PBAR_26760-RA, PBAR_26262-RA, PBAR_13702-RA, PBAR_26425-RA
OG0000135	LHUM_26038-RA, LHUM_26046-RA	PBAR_26759-RA
OG0000138	LHUM_10120-RA, LHUM_20979-RA	PBAR_20757-RA
OG0000138	LHUM_13183-RA	PBAR_12258-RA
OG0000138	LHUM_10121-RA	PBAR_10885-RA, PBAR_14710-RA
OG0000139	LHUM_17402-RA	PBAR_23756-RA
OG0000139	LHUM_17403-RA	PBAR_23755-RA
OG0000139	LHUM_17396-RA	PBAR_23757-RA
OG0000139	LHUM_16891-RA	PBAR_23594-RA
OG0000142	LHUM_15923-RA	PBAR_23180-RA
OG0000142	LHUM_15925-RA	PBAR_23181-RA
OG0000142	LHUM_19480-RA	PBAR_11229-RA
OG0000142	LHUM_17582-RA	PBAR_20257-RA
OG0000144	LHUM_12976-RA	PBAR_ar_OctB3R-RA
OG0000144	LHUM_12975-RA	P_barOctB3R1-RA
OG0000144	LHUM_20188-RA	PBAR_ar_OctB2R-1
OG0000144	LHUM_12970-RA	PBAR_ar_OctB1R-RA
OG0000145	LHUM_24965-RA	PBAR_23155-RA
OG0000145	LHUM_16271-RA	PBAR_17479-RA
OG0000145	LHUM_20146-RA	PBAR_ar_amon-RA
OG0000145	LHUM_21706-RA	PBAR_13220-RA
OG0000146	LHUM_20173-RA	PBAR_ar_CDC42-1
OG0000146	LHUM_23269-RA	PBAR_13486-RA
OG0000146	LHUM_17483-RA	PBAR_ar_Rac1-1
OG0000147	LHUM_19996-RA	PBAR_10603-RA, PBAR_15502-RA
OG0000147	LHUM_11749-RA, LHUM_14560-RA, LHUM_11750-RA, LHUM_19106-RA	PBAR_23947-RA, PBAR_10972-RA, PBAR_10115-RA, PBAR_25220-RA
OG0000148	LHUM_10369-RA	PBAR_10758-RA
OG0000148	LHUM_10863-RA, LHUM_15430-RA	PBAR_16596-RA, PBAR_10102-RA
OG0000148	LHUM_12394-RA	PBAR_18663-RA
OG0000149	LHUM_12315-RA	PBAR_13464-RA
OG0000149	LHUM_14992-RA	PBAR_14033-RA
OG0000149	LHUM_11233-RA	PBAR_11784-RA
OG0000149	LHUM_um_Dscam-RA	PBAR_27128-RA
OG0000150	LHUM_12712-RA	PBAR_11548-RA, PBAR_11553-RA, PBAR_11545-RA
OG0000150	LHUM_12711-RA	PBAR_11549-RA
OG0000150	LHUM_12714-RA	PBAR_11546-RA
OG0000151	LHUM_13386-RA, LHUM_23194-RA, LHUM_14377-RA, LHUM_13384-RA, LHUM_13442-RA, LHUM_10855-RA, LHUM_13290-RA, LHUM_14388-RA	PBAR_19110-RA
OG0000153	LHUM_15474-RA	PBAR_25545-RA, PBAR_27152-RA
OG0000153	LHUM_15475-RA	PBAR_25544-RA
OG0000153	LHUM_15488-RA	PBAR_25530-RA
OG0000153	LHUM_11425-RA	PBAR_25531-RA
OG0000155	LHUM_23191-RA	PBAR_13138-RA, PBAR_11330-RA, PBAR_10154-RA, PBAR_10156-RA, PBAR_13135-RA, PBAR_18383-RA, PBAR_13136-RA, PBAR_15487-RA, PBAR_10155-RA
OG0000156	LHUM_10778-RA, LHUM_10705-RA, LHUM_10704-RA, LHUM_13945-RA, LHUM_10703-RA, LHUM_15690-RA, LHUM_11827-RA, LHUM_10779-RA, LHUM_23816-RA, LHUM_13944-RA	PBAR_26745-RA
OG0000157	LHUM_13029-RA, LHUM_14213-RA, LHUM_25423-RA, LHUM_13028-RA, LHUM_13030-RA, LHUM_25421-RA, LHUM_13027-RA, LHUM_13032-RA, LHUM_13031-RA, LHUM_13030-RB, LHUM_25422-RA	PBAR_26479-RA
OG0000167	LHUM_11599-RA	PBAR_10167-RA
OG0000168	LHUM_21998-RA	PBAR_16106-RA
OG0000168	LHUM_15465-RA	PBAR_25555-RA
OG0000168	LHUM_21528-RA	PBAR_17640-RA, PBAR_15883-RA
OG0000169	LHUM_13987-RA	PBAR_17008-RA
OG0000169	LHUM_20584-RA	PBAR_ar_LAT2-RA
OG0000170	LHUM_22142-RA	PBAR_14129-RA
OG0000170	LHUM_22143-RA, LHUM_22141-RA	PBAR_14128-RA
OG0000171	LHUM_26088-RA, LHUM_26091-RA, LHUM_26087-RA, LHUM_24236-RA, LHUM_26089-RA, LHUM_26081-RA, LHUM_24238-RA, LHUM_24234-RA, LHUM_13243-RA	PBAR_15410-RA
OG0000172	LHUM_24678-RA	PBAR_11409-RA, PBAR_21691-RA, PBAR_23818-RA, PBAR_23816-RA, PBAR_23825-RA, PBAR_ar_Fpps-RA, PBAR_ar_Fpps-RB, PBAR_27030-RA, PBAR_27031-RA
OG0000173	LHUM_22640-RA	PBAR_14016-RA
OG0000174	LHUM_19521-RA, LHUM_18044-RA, LHUM_10137-RA	PBAR_17711-RB, PBAR_17711-RA, PBAR_10502-RA
OG0000176	LHUM_25988-RA	PBAR_13320-RA
OG0000176	LHUM_22681-RA	PBAR_13321-RA
OG0000176	LHUM_11351-RA, LHUM_22679-RA	PBAR_13317-RA
OG0000177	LHUM_22535-RA	PBAR_14524-RA
OG0000177	LHUM_19154-RA	PBAR_14181-RA
OG0000177	LHUM_15495-RA	PBAR_25513-RA
OG0000178	LHUM_26058-RA	PBAR_11614-RA
OG0000179	LHUM_12448-RA, LHUM_20450-RA, LHUM_12450-RA, LHUM_25223-RA	PBAR_18198-RA
OG0000179	LHUM_19995-RA	PBAR_15200-RA, PBAR_24695-RA
OG0000180	LHUM_21616-RA	PBAR_12895-RA, PBAR_19259-RA, PBAR_18837-RA, PBAR_18833-RA, PBAR_18834-RA, PBAR_12919-RA, PBAR_12920-RA, PBAR_26733-RA
OG0000181	LHUM_11005-RA, LHUM_22022-RA	PBAR_16136-RA
OG0000181	LHUM_12669-RA	PBAR_16188-RA
OG0000181	LHUM_10883-RA	PBAR_22648-RA
OG0000182	LHUM_10052-RA	PBAR_13842-RA
OG0000184	LHUM_24821-RA	PBAR_27161-RA, PBAR_27162-RA, PBAR_27160-RA, PBAR_27158-RA, PBAR_25726-RA
OG0000185	LHUM_15529-RA, LHUM_15533-RA	PBAR_25495-RA
OG0000185	LHUM_15535-RA	PBAR_25497-RA
OG0000185	LHUM_25553-RA	PBAR_14734-RA, PBAR_25494-RA, PBAR_11919-RA
OG0000186	LHUM_23320-RA	PBAR_16992-RA
OG0000186	LHUM_15445-RA, LHUM_16023-RA	PBAR_25580-RA
OG0000187	LHUM_22058-RA	PBAR_13196-RA
OG0000187	LHUM_22056-RA	PBAR_13193-RA
OG0000187	LHUM_14251-RA, LHUM_20908-RA, LHUM_20906-RA, LHUM_20907-RA	PBAR_12115-RA
OG0000189	LHUM_12924-RA	PBAR_22599-RA
OG0000189	LHUM_11092-RB, LHUM_11091-RA	PBAR_12755-RA
OG0000189	LHUM_11092-RA, LHUM_18993-RA	PBAR_12752-RA
OG0000191	LHUM_10211-RA	PBAR_10637-RA, PBAR_10351-RA, PBAR_24634-RA, PBAR_10353-RA, PBAR_10634-RA, PBAR_16495-RA, PBAR_10189-RA, PBAR_10366-RA, PBAR_10644-RA, PBAR_10380-RA
OG0000192	LHUM_25178-RA	PBAR_26117-RA
OG0000192	LHUM_25179-RA	PBAR_18392-RA
OG0000192	LHUM_10993-RA	PBAR_17950-RA
OG0000193	LHUM_18367-RA	PBAR_18937-RA
OG0000193	LHUM_22943-RA	PBAR_26069-RA
OG0000193	LHUM_18569-RA	PBAR_26054-RA
OG0000194	LHUM_22079-RA	PBAR_14057-RA
OG0000194	LHUM_19169-RA	PBAR_11375-RA
OG0000194	LHUM_11972-RA	PBAR_16419-RA
OG0000197	LHUM_17268-RA, LHUM_13025-RA	PBAR_13189-RA, PBAR_13190-RA, PBAR_13188-RA, PBAR_13185-RA, PBAR_13184-RA
OG0000198	LHUM_19933-RA, LHUM_25221-RA, LHUM_19100-RA, LHUM_19138-RA, LHUM_13181-RA, LHUM_23987-RA, LHUM_13331-RA	PBAR_11481-RA, PBAR_10915-RA
OG0000199	LHUM_11366-RA	PBAR_23855-RA
OG0000200	LHUM_17596-RA	PBAR_ar_Septin4-like-1
OG0000200	LHUM_17114-RA	PBAR_21522-RA
OG0000200	LHUM_23028-RA	PBAR_13380-RA
OG0000201	LHUM_21334-RA	PBAR_25871-RA
OG0000201	LHUM_19520-RA	PBAR_21758-RA
OG0000201	LHUM_24949-RA	PBAR_21470-RA
OG0000202	LHUM_17263-RA	PBAR_21115-RA
OG0000202	LHUM_12836-RA	PBAR_21118-RA, PBAR_23785-RA
OG0000202	LHUM_20273-RA	PBAR_21117-RA
OG0000203	LHUM_16002-RB	PBAR_15734-RA
OG0000203	LHUM_15996-RA	PBAR_15736-RA
OG0000203	LHUM_16002-RA	PBAR_15741-RA
OG0000204	LHUM_10846-RA	PBAR_18227-RA
OG0000204	LHUM_12878-RA	PBAR_16580-RA
OG0000205	LHUM_25733-RA	PBAR_18167-RA, PBAR_26691-RA, PBAR_26690-RA, PBAR_26688-RA, PBAR_26689-RA, PBAR_21432-RA
OG0000206	LHUM_18757-RA	PBAR_17163-RA
OG0000206	LHUM_10187-RA	PBAR_10580-RA
OG0000207	LHUM_20152-RA	PBAR_24840-RA
OG0000207	LHUM_23371-RA	PBAR_11912-RA
OG0000207	LHUM_20159-RA	PBAR_24847-RA
OG0000209	LHUM_24226-RA	PBAR_10159-RA
OG0000209	LHUM_24221-RA	PBAR_11825-RA
OG0000209	LHUM_24264-RA	PBAR_20131-RA
OG0000210	LHUM_24139-RA	PBAR_26124-RA, PBAR_26123-RA, PBAR_26125-RA
OG0000212	LHUM_15244-RA	PBAR_ar-eve-like-1
OG0000212	LHUM_22988-RA	PBAR_18631-RA
OG0000212	LHUM_11063-RA, LHUM_19810-RA	PBAR_ar-Hox3-A-like-RA
OG0000213	LHUM_20816-RA	PBAR_12471-RA
OG0000213	LHUM_24005-RA	PBAR_12470-RA, PBAR_25087-RA, PBAR_13591-RA
OG0000214	LHUM_15196-RA	PBAR_11270-RA, PBAR_11273-RA
OG0000214	LHUM_15200-RA, LHUM_14465-RA, LHUM_14466-RA	PBAR_11530-RA
OG0000215	LHUM_12715-RA	PBAR_26323-RA, PBAR_26324-RA, PBAR_26322-RA, PBAR_26320-RA, PBAR_26321-RA, PBAR_11558-RA, PBAR_11562-RA
OG0000216	LHUM_14746-RA	PBAR_20061-RA, PBAR_18225-RA, PBAR_20966-RA, PBAR_20970-RA, PBAR_23161-RA, PBAR_24129-RA
OG0000217	LHUM_15885-RA	PBAR_11058-RA
OG0000217	LHUM_15879-RA	PBAR_11054-RA
OG0000217	LHUM_15880-RA	PBAR_11063-RA
OG0000218	LHUM_21708-RA	PBAR_10728-RA
OG0000219	LHUM_23947-RA	PBAR_22744-RA
OG0000219	LHUM_23945-RA	PBAR_14964-RA
OG0000219	LHUM_21851-RA	PBAR_10604-RA
OG0000220	LHUM_23698-RA	PBAR_20448-RA
OG0000222	LHUM_13858-RA, LHUM_13861-RA, LHUM_13859-RB, LHUM_13855-RB, LHUM_13855-RA, LHUM_13859-RA, LHUM_13860-RA, LHUM_21712-RA	PBAR_10723-RA
OG0000223	LHUM_19651-RA, LHUM_um_SP36a-RA, LHUM_um_SP137-RA, LHUM_19649-RA, LHUM_um_SP36c-RA, LHUM_um_SP140-RA, LHUM_19645-RA, LHUM_12387-RA	PBAR_18716-RA
OG0000224	LHUM_23495-RA	PBAR_19437-RA, PBAR_26765-RA, PBAR_23952-RA, PBAR_10467-RA, PBAR_26763-RA, PBAR_26203-RA, PBAR_26762-RA, PBAR_26764-RA, PBAR_26766-RA
OG0000226	LHUM_14558-RA, LHUM_11596-RA, LHUM_11824-RA, LHUM_14557-RA, LHUM_10144-RA, LHUM_10223-RA, LHUM_19131-RA, LHUM_10118-RA, LHUM_19132-RA	PBAR_26988-RA
OG0000227	LHUM_14674-RA, LHUM_15081-RA, LHUM_23190-RA, LHUM_20020-RA	PBAR_15489-RA, PBAR_13134-RA, PBAR_12808-RA, PBAR_12809-RA, PBAR_10157-RA, PBAR_18382-RA
OG0000228	LHUM_14870-RA	PBAR_20724-RA, PBAR_16469-RA, PBAR_22000-RA, PBAR_20725-RA, PBAR_10749-RA, PBAR_10513-RA, PBAR_13130-RA, PBAR_21743-RA, PBAR_14718-RA
OG0000229	LHUM_11601-RA	PBAR_13503-RA, PBAR_17585-RA, PBAR_17800-RA, PBAR_15157-RA, PBAR_14504-RA, PBAR_10570-RA, PBAR_17082-RA, PBAR_15661-RA, PBAR_24732-RA
OG0000232	LHUM_18578-RA	PBAR_14870-RA
OG0000232	LHUM_14075-RA	PBAR_24465-RA
OG0000232	LHUM_14073-RA	PBAR_24472-RA
OG0000233	LHUM_23545-RA	PBAR_12146-RA
OG0000233	LHUM_14120-RA	PBAR_18796-RA
OG0000233	LHUM_22423-RA	PBAR_22928-RA
OG0000234	LHUM_19806-RA	PBAR_20617-RA
OG0000234	LHUM_14724-RA	PBAR_21874-RA
OG0000235	LHUM_19447-RA	PBAR_12697-RA
OG0000235	LHUM_16274-RA	PBAR_17475-RA
OG0000236	LHUM_17525-RA	PBAR_18057-RA
OG0000236	LHUM_20257-RA, LHUM_16496-RA, LHUM_14401-RA	PBAR_23661-RA
OG0000237	LHUM_14582-RA	PBAR_19347-RA, PBAR_19346-RA
OG0000238	LHUM_18905-RA	PBAR_12538-RA
OG0000239	LHUM_12713-RA, LHUM_10838-RA, LHUM_12828-RA, LHUM_10531-RA, LHUM_13378-RA, LHUM_10155-RA, LHUM_24191-RA	PBAR_15118-RA
OG0000240	LHUM_11862-RA, LHUM_14464-RA	PBAR_16483-RA
OG0000241	LHUM_13436-RA	PBAR_17228-RA
OG0000241	LHUM_13420-RA	PBAR_18812-RA
OG0000241	LHUM_18778-RA	PBAR_12594-RA
OG0000242	LHUM_17312-RA, LHUM_17312-RB	PBAR_ar_Vasa-like-RB, PBAR_ar_Vasa-like-1
OG0000242	LHUM_23226-RA	PBAR_ar_Belle-like-1
OG0000243	LHUM_18506-RA	PBAR_13898-RA
OG0000244	LHUM_11779-RA	PBAR_12777-RA
OG0000244	LHUM_11763-RA	PBAR_12771-RA
OG0000244	LHUM_24107-RA	PBAR_22591-RA
OG0000245	LHUM_20693-RA	PBAR_22993-RA, PBAR_23608-RA, PBAR_16200-RA, PBAR_16779-RA
OG0000246	LHUM_20496-RA	PBAR_10271-RA
OG0000246	LHUM_20493-RA, LHUM_24629-RA	PBAR_23579-RA, PBAR_23588-RA
OG0000247	LHUM_10204-RA, LHUM_18961-RA	PBAR_11361-RA
OG0000248	LHUM_12065-RA	PBAR_21114-RA
OG0000248	LHUM_12076-RA, LHUM_13098-RA	PBAR_14409-RA
OG0000249	LHUM_12302-RA	PBAR_23915-RA
OG0000249	LHUM_12298-RA	PBAR_23920-RA
OG0000251	LHUM_10344-RA, LHUM_25237-RA, LHUM_10724-RA, LHUM_15613-RA, LHUM_10381-RA, LHUM_11753-RA	PBAR_23559-RA
OG0000252	LHUM_13342-RA	PBAR_14829-RA
OG0000252	LHUM_21769-RA	PBAR_23692-RA
OG0000253	LHUM_13554-RA	PBAR_16783-RA
OG0000253	LHUM_20554-RA	PBAR_10793-RA
OG0000253	LHUM_18213-RA	PBAR_24684-RA
OG0000254	LHUM_24967-RA	PBAR_23158-RA
OG0000254	LHUM_24968-RA	PBAR_23159-RA
OG0000254	LHUM_23440-RA	PBAR_14153-RA
OG0000256	LHUM_24219-RA	PBAR_26335-RA
OG0000256	LHUM_24216-RA, LHUM_24217-RA	PBAR_26334-RA
OG0000257	LHUM_18889-RA	PBAR_11868-RA, PBAR_26338-RA
OG0000258	LHUM_11238-RA	PBAR_14337-RA, PBAR_13289-RA, PBAR_14340-RA, PBAR_24338-RA, PBAR_13285-RA, PBAR_18212-RA, PBAR_15138-RA
OG0000259	LHUM_23810-RA	PBAR_24188-RA
OG0000260	LHUM_23448-RA	PBAR_25749-RA
OG0000260	LHUM_12400-RA	PBAR_15782-RA
OG0000260	LHUM_20935-RA	PBAR_13641-RA
OG0000261	LHUM_20916-RA	PBAR_21923-RA
OG0000261	LHUM_12678-RA	PBAR_16175-RA
OG0000261	LHUM_14100-RA	PBAR_ar_Arf2-1
OG0000262	LHUM_um_Piwi-like-RA	PBAR_ar_aub-1
OG0000262	LHUM_11634-RA	PBAR_ar_AGO3-RA
OG0000262	LHUM_19600-RA	PBAR_ar_piwi-1
OG0000264	LHUM_10685-RA	PBAR_22470-RA
OG0000264	LHUM_10683-RA	PBAR_22469-RA
OG0000265	LHUM_20729-RA	PBAR_12867-RA
OG0000265	LHUM_20721-RA	PBAR_19231-RA
OG0000265	LHUM_20725-RA	PBAR_12869-RA
OG0000266	LHUM_14181-RA	PBAR_18224-RA, PBAR_18779-RA
OG0000267	LHUM_15881-RA	PBAR_11047-RA
OG0000267	LHUM_14953-RA	PBAR_12975-RA
OG0000267	LHUM_21594-RA	PBAR_23763-RA
OG0000268	LHUM_25347-RA	PBAR_26779-RA, PBAR_26780-RA, PBAR_26971-RA, PBAR_26972-RA, PBAR_26340-RA, PBAR_23537-RA
OG0000269	LHUM_20767-RA	PBAR_12289-RA
OG0000269	LHUM_19691-RA	PBAR_23235-RA
OG0000269	LHUM_20768-RA	PBAR_12295-RA
OG0000270	LHUM_20785-RA	PBAR_20393-RA
OG0000270	LHUM_14492-RA	PBAR_13584-RA
OG0000270	LHUM_14898-RA	PBAR_ar_trp-like-RA
OG0000271	LHUM_12808-RA	PBAR_10551-RA
OG0000271	LHUM_21972-RA, LHUM_21975-RA, LHUM_21974-RA, LHUM_10487-RA, LHUM_12809-RA	PBAR_10526-RA
OG0000273	LHUM_21698-RA	PBAR_13206-RA
OG0000273	LHUM_15856-RA	PBAR_16070-RA
OG0000273	LHUM_11097-RA	PBAR_20775-RA
OG0000274	LHUM_19643-RA	PBAR_16461-RA
OG0000274	LHUM_21770-RA	PBAR_21288-RA
OG0000274	LHUM_20858-RA	PBAR_21946-RA
OG0000275	LHUM_18209-RA, LHUM_18207-RA, LHUM_18208-RA, LHUM_18205-RA	PBAR_26131-RA, PBAR_24673-RA, PBAR_24675-RA
OG0000276	LHUM_19051-RA	PBAR_16246-RA, PBAR_16245-RA
OG0000276	LHUM_19053-RA, LHUM_13357-RA, LHUM_19050-RA	PBAR_16244-RA
OG0000277	LHUM_20723-RA	PBAR_18722-RA, PBAR_21497-RA, PBAR_21496-RA, PBAR_26109-RA, PBAR_26111-RA, PBAR_12564-RA, PBAR_12925-RA
OG0000278	LHUM_20021-RA, LHUM_11540-RA, LHUM_10795-RA, LHUM_25235-RA, LHUM_25279-RA, LHUM_12428-RA, LHUM_10347-RA	PBAR_26726-RA
OG0000279	LHUM_11448-RA	PBAR_22064-RA
OG0000279	LHUM_15454-RA	PBAR_25572-RA, PBAR_25564-RA
OG0000280	LHUM_14860-RA	PBAR_18758-RA, PBAR_23898-RA, PBAR_13491-RA, PBAR_13489-RA, PBAR_15959-RA, PBAR_18754-RA, PBAR_18755-RA
OG0000281	LHUM_16389-RA	PBAR_14683-RA
OG0000281	LHUM_17433-RA	PBAR_12826-RA
OG0000281	LHUM_20682-RA	PBAR_10152-RA
OG0000282	LHUM_17428-RA	PBAR_ar_jhamt-1, PBAR_26443-RA, PBAR_13964-RA, PBAR_16961-RA, PBAR_26440-RA, PBAR_26442-RA, PBAR_13963-RA
OG0000283	LHUM_um_Toll-1_like1-RA	snap_masked-pbar_scf7180000350343-abinit-gene-0.9-mRNA-1
OG0000283	LHUM_um_Toll-1c-RA, CG_02184994, LHUM_um_Toll1_like2-RA, LHUM_um_Toll-1b-RA, LHUM_um_Toll-1a-RA	PBAR_ar_Toll-1-RA
OG0000284	LHUM_21140-RA	PBAR_25920-RA, PBAR_22521-RA
OG0000285	LHUM_16949-RA	PBAR_17990-RA
OG0000285	LHUM_16954-RA	PBAR_17981-RA
OG0000285	LHUM_16951-RA	PBAR_17987-RA
OG0000286	LHUM_16383-RA	PBAR_14688-RA
OG0000286	LHUM_16382-RA	PBAR_14673-RA
OG0000286	LHUM_16388-RA	PBAR_14682-RA
OG0000287	LHUM_15892-RA	PBAR_18707-RA
OG0000287	LHUM_10535-RA, LHUM_13382-RA, LHUM_10081-RA, LHUM_10561-RA, LHUM_14708-RA, LHUM_23735-RA	PBAR_24339-RA
OG0000288	LHUM_25334-RA, LHUM_25391-RA, LHUM_25996-RA, LHUM_18585-RA, LHUM_22674-RA, LHUM_25277-RA, LHUM_25354-RA, LHUM_25516-RA	PBAR_10077-RA
OG0000289	LHUM_13385-RA, LHUM_13393-RA, LHUM_18388-RA, LHUM_10463-RA, LHUM_17833-RA, LHUM_19755-RA, LHUM_18389-RA, LHUM_25337-RA	PBAR_17936-RA
OG0000290	LHUM_25359-RA, LHUM_26010-RA	PBAR_26748-RA
OG0000290	LHUM_25743-RA, LHUM_25724-RA, LHUM_25476-RA, LHUM_15164-RA, LHUM_25294-RA	PBAR_26668-RA
OG0000292	LHUM_19029-RA, LHUM_19031-RA, LHUM_18673-RA, LHUM_18671-RA, LHUM_18672-RA, LHUM_24326-RA, LHUM_20416-RA, LHUM_22780-RA	PBAR_20274-RA
OG0000293	LHUM_10788-RA, LHUM_13221-RA, LHUM_11755-RA, LHUM_10786-RA, LHUM_13291-RA, LHUM_11760-RA, LHUM_23979-RA, LHUM_12927-RA	PBAR_17587-RA
OG0000296	LHUM_11585-RA	PBAR_17182-RA, PBAR_24707-RA
OG0000296	LHUM_22485-RA	PBAR_10293-RA
OG0000297	LHUM_10781-RA	PBAR_17659-RA
OG0000297	LHUM_10258-RA	PBAR_17656-RA
OG0000298	LHUM_20304-RA	PBAR_23728-RA
OG0000298	LHUM_22233-RA	PBAR_26215-RA, PBAR_22866-RA
OG0000299	LHUM_21939-RA	PBAR_13808-RA
OG0000299	LHUM_21936-RA	PBAR_ar_diap1-1
OG0000300	LHUM_11581-RA, LHUM_25268-RA, LHUM_10082-RA, LHUM_10222-RA	PBAR_18805-RA, PBAR_10571-RA
OG0000301	LHUM_25675-RA	PBAR_ar_Yp1-1
OG0000301	LHUM_17495-RA, LHUM_17497-RA, LHUM_17498-RA, LHUM_17501-RA	PBAR_16965-RA
OG0000302	LHUM_17644-RA	PBAR_17549-RA
OG0000302	LHUM_14592-RA	PBAR_ar_CG1358-1
OG0000303	LHUM_26052-RA	PBAR_23956-RA, PBAR_23955-RA
OG0000305	LHUM_19133-RA	PBAR_17193-RA, PBAR_10396-RA, PBAR_10400-RA
OG0000306	LHUM_18825-RA	PBAR_26078-RA
OG0000306	LHUM_20552-RA	PBAR_17012-RA
OG0000306	LHUM_13979-RA	PBAR_17046-RA
OG0000307	LHUM_25244-RA	PBAR_18409-RA, PBAR_14311-RA, PBAR_18411-RA, PBAR_26234-RA, PBAR_26704-RA, PBAR_18410-RA
OG0000308	LHUM_25713-RA	PBAR_25414-RA
OG0000308	LHUM_18292-RA	PBAR_25407-RA, PBAR_27135-RA
OG0000309	LHUM_22253-RA	PBAR_23511-RA
OG0000310	LHUM_21297-RA	PBAR_15669-RA
OG0000310	LHUM_20871-RA	PBAR_15229-RA, PBAR_16066-RA
OG0000311	LHUM_22169-RA	PBAR_15637-RA
OG0000311	LHUM_22174-RA	PBAR_22890-RA, PBAR_22902-RA
OG0000312	LHUM_17688-RA	PBAR_18305-RA
OG0000312	LHUM_11398-RA, LHUM_11387-RA, LHUM_11399-RA	PBAR_12389-RA
OG0000314	LHUM_14534-RA	PBAR_10047-RA
OG0000315	LHUM_13361-RA, LHUM_10483-RA, LHUM_10738-RA, LHUM_13359-RA, LHUM_13198-RA, LHUM_14524-RA	PBAR_13814-RA
OG0000317	LHUM_17630-RA	PBAR_17550-RA, PBAR_17552-RA
OG0000317	LHUM_21083-RA	PBAR_25853-RA
OG0000318	LHUM_14339-RA	PBAR_ar_GP93-1
OG0000318	LHUM_22981-RA, LHUM_15144-RA	PBAR_ar_hsp90-1
OG0000319	LHUM_20099-RA	PBAR_16061-RA
OG0000319	LHUM_20098-RA	PBAR_21001-RA, PBAR_16063-RA
OG0000320	LHUM_14489-RA	PBAR_24705-RA, PBAR_11118-RA, PBAR_22316-RA, PBAR_18794-RA
OG0000321	LHUM_10242-RA, LHUM_10227-RA, LHUM_10117-RA, LHUM_10116-RA	PBAR_18685-RA
OG0000322	LHUM_16584-RA, LHUM_15339-RA, LHUM_14615-RA	PBAR_12792-RA
OG0000323	LHUM_19337-RA	PBAR_20734-RA
OG0000323	LHUM_11965-RA	PBAR_16316-RA
OG0000324	LHUM_11668-RA	CG_02547721, maker-pbar_scf7180000350188-augustus-gene-1.13-mRNA-1
OG0000324	LHUM_12024-RA	CG_02547637, maker-pbar_scf7180000350228-augustus-gene-1.2-mRNA-1
OG0000325	LHUM_19374-RA	PBAR_25043-RA
