Orthogroup	lhum_annotation	acep_annotation
OG0000101	LHUM_13426-RA, LHUM_14700-RA, LHUM_23246-RA, LHUM_23245-RA, LHUM_13429-RA, LHUM_10367-RA, LHUM_14702-RA, LHUM_13433-RA, LHUM_13431-RA, LHUM_14406-RA, LHUM_13432-RA, LHUM_13434-RA	ACEP_00011522-RA
OG0000102	LHUM_16742-RA, LHUM_20685-RA	ACEP_00002247-RA, ACEP_00008060-RA
OG0000103	LHUM_13188-RA	ACEP_00014248-RA, ACEP_00005015-RA, ACEP_00002216-RA, ACEP_00012371-RA, ACEP_00010481-RA, ACEP_00010557-RA, ACEP_00000837-RA, ACEP_00008858-RA
OG0000104	LHUM_24163-RA	ACEP_00008101-RA
OG0000104	LHUM_14993-RA	ACEP_00003088-RA
OG0000104	LHUM_11235-RA	ACEP_00002975-RA
OG0000105	LHUM_21983-RA, LHUM_25916-RA	ACEP_00006946-RA, ACEP_00006948-RA
OG0000105	LHUM_20876-RA	ACEP_00012741-RA, ACEP_00006782-RA, ACEP_00014043-RA, ACEP_00017988-RA
OG0000106	LHUM_15490-RA	ACEP_00001818-RA
OG0000106	LHUM_20472-RA	ACEP_00001196-RA
OG0000106	LHUM_12609-RA	ACEP_00000218-RA
OG0000106	LHUM_15712-RA	ACEP_00003230-RA
OG0000106	LHUM_20262-RA	ACEP_00016285-RA
OG0000107	LHUM_18727-RA	ACEP_00009409-RA
OG0000107	LHUM_21199-RA, LHUM_18732-RA	ACEP_00017804-RA
OG0000108	LHUM_10175-RA, LHUM_20017-RA	ACEP_00013556-RA
OG0000108	LHUM_10156-RA, LHUM_20018-RA, LHUM_12706-RA, LHUM_10557-RA	ACEP_00013557-RA, ACEP_00013558-RA, ACEP_00013560-RA, ACEP_00013561-RA, ACEP_00013555-RA, ACEP_00007621-RA, ACEP_00002143-RA
OG0000109	LHUM_16356-RA	ACEP_00002714-RA
OG0000115	LHUM_15283-RA	ACEP_00014928-RA
OG0000115	LHUM_16689-RA	ACEP_00000360-RA
OG0000115	LHUM_10783-RA	ACEP_00006290-RA
OG0000116	LHUM_19283-RA	ACEP_00006236-RA
OG0000116	LHUM_25757-RA	ACEP_00009750-RA
OG0000116	LHUM_25756-RA	ACEP_00006237-RA
OG0000117	LHUM_13705-RA, LHUM_14420-RA, LHUM_10659-RA	ACEP_00008065-RA, ACEP_00010079-RA, ACEP_00016929-RA
OG0000117	LHUM_12570-RA	ACEP_00014242-RA, ACEP_00011666-RA, ACEP_00009717-RA, ACEP_00014566-RA
OG0000118	LHUM_12777-RA	ACEP_00016776-RA
OG0000118	LHUM_26039-RA	ACEP_00001685-RA
OG0000118	LHUM_23521-RA	ACEP_00016730-RA, ACEP_00001684-RA
OG0000118	LHUM_20482-RA	ACEP_00001204-RA
OG0000118	LHUM_18449-RA	ACEP_00000108-RA
OG0000118	LHUM_23517-RA	ACEP_00001686-RA
OG0000119	LHUM_19452-RA	ACEP_00011516-RA
OG0000120	LHUM_11215-RA	ACEP_00013158-RA
OG0000120	LHUM_15755-RA	ACEP_00009166-RA
OG0000120	LHUM_17666-RA	ACEP_00014795-RA, ACEP_00014794-RA
OG0000120	LHUM_25687-RA	ACEP_00014793-RA
OG0000121	LHUM_20279-RA	ACEP_00009443-RA, ACEP_00008927-RA
OG0000121	LHUM_20276-RA	ACEP_00016446-RA, ACEP_00009444-RA
OG0000121	LHUM_19308-RA, LHUM_19309-RA	ACEP_00009221-RA
OG0000122	LHUM_24651-RA	ACEP_00001174-RA, ACEP_00001172-RA
OG0000122	LHUM_24658-RA	ACEP_00001176-RA
OG0000122	LHUM_24656-RA	ACEP_00001175-RA
OG0000123	LHUM_10244-RA	ACEP_00000255-RA, ACEP_00000254-RA, ACEP_00017709-RA, ACEP_00016998-RA, ACEP_00000250-RA, ACEP_00017005-RA, ACEP_00000252-RA, ACEP_00000251-RA, ACEP_00000253-RA, ACEP_00003655-RA, ACEP_00002079-RA
OG0000124	LHUM_25270-RA, LHUM_13220-RA, LHUM_25542-RA, LHUM_25522-RA, LHUM_25755-RA, LHUM_11861-RA, LHUM_10477-RA, LHUM_25404-RA, LHUM_10180-RA, LHUM_10502-RA, LHUM_25896-RA, LHUM_25278-RA	ACEP_00014460-RA
OG0000125	LHUM_12579-RA	ACEP_00000811-RA
OG0000125	LHUM_13628-RA	ACEP_00011298-RA
OG0000125	LHUM_19947-RA	ACEP_00008032-RA
OG0000125	LHUM_12500-RA, LHUM_12496-RA	ACEP_00013613-RA
OG0000126	LHUM_23786-RA	ACEP_00005867-RA, ACEP_03381456-RA, ACEP_00005858-RA, ACEP_00005860-RA, ACEP_03384377-RA, ACEP_00016865-RA, ACEP_00005870-RA, ACEP_00005862-RA, ACEP_00005861-RA, ACEP_00005869-RA, ACEP_00016866-RA
OG0000128	LHUM_13217-RA, LHUM_13327-RA, LHUM_10652-RA	ACEP_00012952-RA, ACEP_00004706-RA
OG0000128	LHUM_15125-RA	ACEP_00004707-RA
OG0000128	LHUM_11611-RA, LHUM_11240-RA	ACEP_00013519-RA
OG0000129	LHUM_17940-RA	ACEP_00007237-RA
OG0000129	LHUM_23306-RA, LHUM_11241-RA, LHUM_18968-RA, LHUM_23305-RA, LHUM_24886-RA, LHUM_11831-RA, LHUM_23308-RA	ACEP_00004750-RA, ACEP_00004749-RA
OG0000130	LHUM_11627-RA, LHUM_23739-RA, LHUM_11628-RA, LHUM_23737-RA, LHUM_13996-RA, LHUM_11845-RA, LHUM_10079-RA, LHUM_15669-RA, LHUM_11060-RA, LHUM_25222-RA, LHUM_13920-RA	ACEP_00009775-RA
OG0000133	LHUM_13026-RA	ACEP_00013793-RA
OG0000133	LHUM_15837-RA	ACEP_00012836-RA
OG0000133	LHUM_10233-RA, LHUM_17890-RA, LHUM_18321-RA	ACEP_00007084-RA
OG0000134	LHUM_14939-RA	ACEP_00007562-RA
OG0000134	LHUM_24979-RA, LHUM_18955-RA, LHUM_18956-RA, LHUM_24978-RA, LHUM_25003-RA, LHUM_16316-RA, LHUM_21674-RA	ACEP_00006182-RA
OG0000135	LHUM_23776-RA	ACEP_00017128-RA
OG0000135	LHUM_26038-RA	ACEP_00002260-RA
OG0000135	LHUM_26046-RA	ACEP_00017129-RA
OG0000137	LHUM_23733-RA, LHUM_17970-RA, LHUM_14422-RA, LHUM_11175-RA, LHUM_12523-RA, LHUM_12532-RA, LHUM_16755-RA, LHUM_15080-RA	ACEP_00016465-RA
OG0000137	LHUM_12533-RA, LHUM_19322-RA	ACEP_00010476-RA
OG0000138	LHUM_10120-RA, LHUM_20979-RA	ACEP_00004812-RA
OG0000138	LHUM_10121-RA	ACEP_00001019-RA
OG0000139	LHUM_17402-RA	ACEP_00012322-RA
OG0000139	LHUM_17403-RA	ACEP_00012321-RA
OG0000139	LHUM_17396-RA	ACEP_00012326-RA
OG0000139	LHUM_16891-RA	ACEP_00014212-RA
OG0000142	LHUM_15923-RA	ACEP_00003607-RA
OG0000142	LHUM_15925-RA	ACEP_00003606-RA
OG0000142	LHUM_19480-RA	ACEP_00011689-RA
OG0000142	LHUM_17582-RA	ACEP_00010865-RA
OG0000143	LHUM_11487-RA	ACEP_00017799-RA, ACEP_00017800-RA, ACEP_00012146-RA, ACEP_00012144-RA, ACEP_00017801-RA, ACEP_00017699-RA, ACEP_00009408-RA, ACEP_00018227-RA, ACEP_00012145-RA, ACEP_00017802-RA, ACEP_00017803-RA
OG0000144	LHUM_12976-RA	ACEP_00002840-RA
OG0000144	LHUM_12975-RA	ACEP_00002842-RA
OG0000144	LHUM_20188-RA	ACEP_00009385-RA
OG0000144	LHUM_12970-RA	ACEP_00002839-RA
OG0000145	LHUM_24965-RA	ACEP_00003624-RA
OG0000145	LHUM_16271-RA	ACEP_00007890-RA
OG0000145	LHUM_20146-RA	ACEP_00009935-RA
OG0000145	LHUM_21706-RA	ACEP_00006574-RA
OG0000146	LHUM_20173-RA	ACEP_00009826-RA
OG0000146	LHUM_23269-RA	ACEP_00004692-RA
OG0000146	LHUM_17483-RA	ACEP_00014503-RA
OG0000147	LHUM_19996-RA	ACEP_00012222-RA
OG0000148	LHUM_14821-RA, LHUM_10369-RA, LHUM_10863-RA, LHUM_15430-RA	ACEP_00005906-RA
OG0000149	LHUM_12315-RA	ACEP_00010112-RA
OG0000149	LHUM_14992-RA	ACEP_00003093-RA
OG0000149	LHUM_11233-RA	ACEP_00002974-RA
OG0000149	LHUM_um_Dscam-RA	ACEP_00011258-RA
OG0000150	LHUM_25977-RA, LHUM_12712-RA, LHUM_12711-RA	ACEP_00003038-RA
OG0000151	LHUM_13873-RA	ACEP_00014245-RA
OG0000151	LHUM_13386-RA, LHUM_23194-RA, LHUM_14377-RA, LHUM_13384-RA, LHUM_13442-RA, LHUM_10855-RA, LHUM_13290-RA, LHUM_14388-RA	ACEP_00017557-RA
OG0000153	LHUM_15474-RA	ACEP_00001800-RA
OG0000153	LHUM_15475-RA	ACEP_00001799-RA
OG0000153	LHUM_15488-RA	ACEP_00001810-RA
OG0000154	LHUM_10170-RA, LHUM_15680-RA, LHUM_19728-RA, LHUM_10363-RA, LHUM_10029-RA, LHUM_10280-RA, LHUM_23986-RA, LHUM_13314-RA, LHUM_10090-RA, LHUM_10032-RA, LHUM_10013-RA	ACEP_00006686-RA
OG0000155	LHUM_23191-RA	ACEP_00004962-RA, ACEP_00004961-RA
OG0000156	LHUM_10778-RA, LHUM_10705-RA, LHUM_10704-RA, LHUM_13945-RA, LHUM_10703-RA, LHUM_15690-RA, LHUM_11827-RA, LHUM_10779-RA, LHUM_23816-RA, LHUM_13944-RA	ACEP_00004751-RA
OG0000167	LHUM_11599-RA	ACEP_00009762-RA, ACEP_00005797-RA, ACEP_00014273-RA, ACEP_00016074-RA, ACEP_00010131-RA, ACEP_00010434-RA, ACEP_00009652-RA, ACEP_00004971-RA, ACEP_00000971-RA
OG0000168	LHUM_21998-RA	ACEP_00003900-RA
OG0000168	LHUM_15465-RA	ACEP_00001777-RA
OG0000168	LHUM_21528-RA	ACEP_00010707-RA, ACEP_00009029-RA
OG0000169	LHUM_13987-RA	ACEP_00001697-RA
OG0000169	LHUM_18192-RA	ACEP_00015843-RA
OG0000169	LHUM_20584-RA	ACEP_00010305-RA
OG0000170	LHUM_22142-RA	ACEP_00012680-RA
OG0000170	LHUM_22143-RA, LHUM_22141-RA	ACEP_00012679-RA, ACEP_00012678-RA
OG0000171	LHUM_26088-RA, LHUM_26091-RA, LHUM_26087-RA, LHUM_24236-RA, LHUM_26089-RA, LHUM_26081-RA, LHUM_24238-RA, LHUM_24234-RA, LHUM_13243-RA	ACEP_00001482-RA
OG0000172	LHUM_24678-RA	ACEP_00001153-RA
OG0000173	LHUM_22640-RA	ACEP_00011804-RA, ACEP_00011807-RA, ACEP_00011808-RA, ACEP_00011798-RA, ACEP_00011753-RA, ACEP_00012178-RA, ACEP_00011806-RA, ACEP_00012179-RA, ACEP_00011754-RA
OG0000174	LHUM_19521-RA, LHUM_18044-RA, LHUM_10137-RA	ACEP_00011720-RA, ACEP_00011722-RA, ACEP_00011724-RA, ACEP_00011721-RA, ACEP_00011723-RA
OG0000176	LHUM_25988-RA	ACEP_00017942-RA
OG0000176	LHUM_22681-RA	ACEP_00013235-RA
OG0000176	LHUM_11351-RA	ACEP_00017940-RA
OG0000176	LHUM_22679-RA	ACEP_00013236-RA
OG0000177	LHUM_22535-RA	ACEP_00003520-RA
OG0000177	LHUM_19154-RA	ACEP_00005402-RA
OG0000177	LHUM_15495-RA	ACEP_00001819-RA
OG0000178	LHUM_26058-RA	ACEP_03381464-RA, ACEP_00005857-RA, ACEP_00016434-RA, ACEP_00005859-RA, ACEP_00005866-RA, ACEP_00005863-RA, ACEP_00005868-RA, ACEP_00017577-RA, ACEP_00017578-RA
OG0000179	LHUM_19995-RA	ACEP_00015625-RA, ACEP_00009274-RA, ACEP_00005835-RA
OG0000180	LHUM_21616-RA	ACEP_00003117-RA, ACEP_00012655-RA
OG0000181	LHUM_11005-RA, LHUM_22022-RA	ACEP_00003930-RA
OG0000181	LHUM_12669-RA	ACEP_00015973-RA
OG0000181	LHUM_10883-RA	ACEP_00008338-RA
OG0000182	LHUM_13375-RA	ACEP_00000722-RA
OG0000182	LHUM_10052-RA	ACEP_00000730-RA
OG0000182	LHUM_10055-RA	ACEP_00000728-RA, ACEP_00000727-RA
OG0000184	LHUM_24821-RA	ACEP_00013473-RB, ACEP_00013473-RA, ACEP_00018062-RA, ACEP_00013474-RA, ACEP_00013474-RB
OG0000185	LHUM_15529-RA, LHUM_15533-RA	ACEP_00001854-RA
OG0000185	LHUM_25553-RA	ACEP_00017065-RA
OG0000186	LHUM_23320-RA	ACEP_00004796-RA
OG0000186	LHUM_15443-RA, LHUM_15446-RA, LHUM_22313-RA	ACEP_00001742-RA
OG0000186	LHUM_15445-RA, LHUM_16023-RA	ACEP_00001741-RA
OG0000187	LHUM_22058-RA	ACEP_00006609-RA
OG0000187	LHUM_14251-RA, LHUM_20908-RA, LHUM_20906-RA, LHUM_20907-RA	ACEP_00006822-RA
OG0000192	LHUM_25178-RA	ACEP_00008259-RA
OG0000192	LHUM_25176-RA	ACEP_00008258-RA
OG0000192	LHUM_10993-RA	ACEP_00003943-RA
OG0000193	LHUM_18367-RA	ACEP_00013869-RA
OG0000193	LHUM_22943-RA	ACEP_00008218-RA
OG0000193	LHUM_18569-RA	ACEP_00013870-RA, ACEP_00007086-RA
OG0000194	LHUM_22079-RA	ACEP_00006631-RA
OG0000194	LHUM_19169-RA	ACEP_00005471-RA
OG0000194	LHUM_11972-RA	ACEP_00014064-RA
OG0000196	LHUM_13325-RA	ACEP_00016843-RA
OG0000196	LHUM_11790-RA, LHUM_11788-RA, LHUM_11789-RA, LHUM_10411-RA, LHUM_10413-RA, LHUM_13324-RA, LHUM_16435-RA	ACEP_00007895-RA
OG0000197	LHUM_17268-RA, LHUM_13025-RA	ACEP_00013796-RA, ACEP_00013795-RA, ACEP_00012595-RA
OG0000198	LHUM_19933-RA, LHUM_25221-RA, LHUM_19100-RA, LHUM_19138-RA, LHUM_13181-RA, LHUM_23987-RA, LHUM_13331-RA	ACEP_00000945-RA
OG0000199	LHUM_11366-RA	ACEP_00004639-RA, ACEP_00012351-RB, ACEP_00003082-RA, ACEP_00016000-RA, ACEP_00000875-RA, ACEP_00003081-RA, ACEP_00004827-RA, ACEP_00003083-RA
OG0000200	LHUM_17596-RA	ACEP_00010860-RA
OG0000200	LHUM_17114-RA	ACEP_00015528-RA
OG0000200	LHUM_23028-RA	ACEP_00009991-RA
OG0000201	LHUM_21334-RA	ACEP_00016314-RA
OG0000201	LHUM_19520-RA	ACEP_00009589-RA
OG0000201	LHUM_24949-RA	ACEP_00003637-RA
OG0000202	LHUM_17263-RA	ACEP_00011180-RA
OG0000202	LHUM_12836-RA	ACEP_00012298-RA
OG0000202	LHUM_20273-RA	ACEP_00009446-RA
OG0000203	LHUM_16002-RB	ACEP_00015698-RB
OG0000203	LHUM_15996-RA	ACEP_00015699-RA
OG0000203	LHUM_16003-RA	ACEP_00015698-RA
OG0000204	LHUM_10846-RA	ACEP_00004284-RA
OG0000204	LHUM_12878-RA	ACEP_00003618-RA, ACEP_00004999-RA
OG0000205	LHUM_25733-RA	ACEP_00018035-RA, ACEP_00004257-RA, ACEP_00004256-RA
OG0000206	LHUM_18757-RA	ACEP_00001621-RA
OG0000206	LHUM_20660-RA, LHUM_20659-RA, LHUM_20658-RA	ACEP_00010018-RA
OG0000206	LHUM_10187-RA	ACEP_00013576-RA
OG0000207	LHUM_20152-RA	ACEP_00009832-RA
OG0000207	LHUM_10745-RA	ACEP_00016916-RA
OG0000207	LHUM_20159-RA	ACEP_00009828-RA
OG0000209	LHUM_24226-RA	ACEP_00007805-RA
OG0000209	LHUM_24221-RA	ACEP_00007799-RA
OG0000209	LHUM_24264-RA	ACEP_00007831-RA
OG0000210	LHUM_24139-RA	ACEP_00013375-RA, ACEP_00014605-RA
OG0000210	LHUM_11096-RA	ACEP_00014604-RA, ACEP_00013379-RA
OG0000211	LHUM_12747-RA, LHUM_12746-RA, LHUM_14440-RA, LHUM_22484-RA, LHUM_10558-RA, LHUM_13200-RA	ACEP_00014602-RA
OG0000211	LHUM_10567-RA, LHUM_12749-RA	ACEP_00017419-RA
OG0000212	LHUM_15244-RA	ACEP_04572893-RA
OG0000212	LHUM_22988-RA	ACEP_00005228-RA
OG0000212	LHUM_11063-RA, LHUM_19810-RA	ACEP_00006434-RA
OG0000213	LHUM_20816-RA	ACEP_00007591-RA
OG0000213	LHUM_24005-RA	ACEP_00007592-RA, ACEP_00007593-RA, ACEP_00000248-RA
OG0000214	LHUM_15196-RA	ACEP_00013315-RA
OG0000214	LHUM_15200-RA, LHUM_14465-RA, LHUM_14466-RA	ACEP_00003054-RA
OG0000215	LHUM_12715-RA	ACEP_00017151-RA, ACEP_00017163-RA
OG0000216	LHUM_14746-RA	ACEP_00003490-RA, ACEP_00005584-RA, ACEP_00002738-RA
OG0000217	LHUM_15885-RA	ACEP_00015152-RA
OG0000217	LHUM_15879-RA	ACEP_00015151-RA
OG0000217	LHUM_15880-RA	ACEP_00015156-RA
OG0000218	LHUM_21708-RA	ACEP_00017204-RA, ACEP_00017206-RA, ACEP_00004107-RA, ACEP_00017205-RA, ACEP_00004109-RA, ACEP_00004110-RA, ACEP_00004108-RA, ACEP_00006571-RA
OG0000219	LHUM_23947-RA	ACEP_00008435-RA
OG0000219	LHUM_23945-RA	ACEP_00008441-RA
OG0000219	LHUM_21851-RA	ACEP_00003859-RA
OG0000220	LHUM_23698-RA	ACEP_00005148-RA, ACEP_00005153-RA, ACEP_00005152-RA, ACEP_00005155-RA, ACEP_00005150-RA, ACEP_00005151-RA, ACEP_00005154-RA, ACEP_00005149-RA
OG0000222	LHUM_13858-RA, LHUM_13861-RA, LHUM_13859-RB, LHUM_13855-RB, LHUM_13855-RA, LHUM_13859-RA, LHUM_13860-RA, LHUM_21712-RA	ACEP_00005405-RA
OG0000223	LHUM_19651-RA, LHUM_um_SP36a-RA, LHUM_um_SP137-RA, LHUM_19649-RA, LHUM_um_SP36c-RA, LHUM_um_SP140-RA, LHUM_19645-RA, LHUM_12387-RA	ACEP_00004893-RA
OG0000232	LHUM_18578-RA	ACEP_00007053-RA
OG0000232	LHUM_14075-RA	ACEP_00007338-RA
OG0000232	LHUM_14073-RA	ACEP_00012873-RA
OG0000233	LHUM_23545-RA	ACEP_00001677-RA
OG0000233	LHUM_14120-RA	ACEP_00002155-RA
OG0000233	LHUM_22423-RA	ACEP_00006260-RA
OG0000234	LHUM_19806-RA	ACEP_00016774-RA
OG0000234	LHUM_14724-RA	ACEP_00003464-RA
OG0000235	LHUM_19447-RA	ACEP_00011498-RA, ACEP_00017846-RA, ACEP_00017847-RA
OG0000235	LHUM_16274-RA	ACEP_00007894-RA
OG0000236	LHUM_17525-RA	ACEP_00002556-RA
OG0000236	LHUM_20257-RA, LHUM_16496-RA, LHUM_14401-RA	ACEP_00008978-RA
OG0000237	LHUM_14582-RA	ACEP_00002376-RA, ACEP_00017116-RA, ACEP_00017117-RA, ACEP_00002377-RA, ACEP_00002378-RA, ACEP_00017118-RA
OG0000238	LHUM_18905-RA	ACEP_00007721-RA, ACEP_00010543-RA, ACEP_00010492-RA, ACEP_00010540-RA, ACEP_00010542-RA, ACEP_00010541-RA, ACEP_00010511-RA
OG0000239	LHUM_12713-RA, LHUM_10838-RA, LHUM_12828-RA, LHUM_10531-RA, LHUM_13378-RA, LHUM_10155-RA, LHUM_24191-RA	ACEP_00008146-RA
OG0000240	LHUM_11862-RA	ACEP_00000654-RA
OG0000240	LHUM_14464-RA	ACEP_00003152-RA, ACEP_00007906-RA, ACEP_00016291-RA, ACEP_00003748-RA, ACEP_00009210-RA
OG0000241	LHUM_13436-RA	ACEP_00004953-RA
OG0000241	LHUM_13420-RA	ACEP_00015581-RA
OG0000241	LHUM_18778-RA	ACEP_00013399-RA
OG0000242	LHUM_17312-RA, LHUM_17312-RB	ACEP_00000473-RB, ACEP_00000473-RA
OG0000242	LHUM_23226-RA	ACEP_00015939-RA
OG0000243	LHUM_18506-RA	ACEP_00010627-RA, ACEP_00011213-RA, ACEP_00005617-RA, ACEP_00012092-RA, ACEP_00015934-RA, ACEP_00008445-RA, ACEP_00011110-RA
OG0000244	LHUM_11779-RA	ACEP_00013184-RA
OG0000244	LHUM_11763-RA	ACEP_00013183-RA
OG0000244	LHUM_24107-RA	ACEP_00015191-RA
OG0000245	LHUM_20693-RA	ACEP_00008956-RA, ACEP_00009038-RA, ACEP_00008957-RA, ACEP_00009162-RA
OG0000246	LHUM_20496-RA	ACEP_00018140-RA
OG0000246	LHUM_20493-RA, LHUM_24629-RA	ACEP_00014200-RA, ACEP_00014201-RA
OG0000247	LHUM_10204-RA	ACEP_00012354-RA
OG0000247	LHUM_18961-RA	ACEP_00014750-RA, ACEP_00016725-RA, ACEP_00014906-RA, ACEP_00004977-RA, ACEP_00014751-RA
OG0000248	LHUM_12065-RA	ACEP_00012022-RA, ACEP_00012020-RA
OG0000248	LHUM_12076-RA	ACEP_00012021-RA
OG0000248	LHUM_13098-RA	ACEP_00013807-RA
OG0000249	LHUM_12302-RA	ACEP_00000913-RA
OG0000249	LHUM_12298-RA	ACEP_00009189-RA
OG0000249	LHUM_12297-RA	ACEP_00009186-RA
OG0000250	LHUM_11026-RA, LHUM_10734-RA	ACEP_00000876-RA
OG0000250	LHUM_13238-RA, LHUM_11741-RA, LHUM_11625-RA, LHUM_12606-RA, LHUM_12524-RA	ACEP_00005856-RA
OG0000251	LHUM_10344-RA, LHUM_25237-RA, LHUM_10724-RA, LHUM_15613-RA, LHUM_10381-RA, LHUM_11753-RA	ACEP_00015628-RA, ACEP_00000859-RA
OG0000252	LHUM_13342-RA	ACEP_00016155-RA
OG0000252	LHUM_21769-RA	ACEP_00009423-RA
OG0000253	LHUM_13554-RA	ACEP_00008662-RA
OG0000253	LHUM_20554-RA	ACEP_00011886-RA
OG0000253	LHUM_18213-RA	ACEP_00000703-RA
OG0000254	LHUM_24967-RA	ACEP_00003628-RA
OG0000254	LHUM_24968-RA	ACEP_00003625-RA
OG0000254	LHUM_23440-RA	ACEP_00004015-RA
OG0000256	LHUM_24219-RA	ACEP_00017384-RA
OG0000256	LHUM_26085-RA	ACEP_00017387-RA
OG0000256	LHUM_24216-RA, LHUM_24217-RA	ACEP_00017385-RA
OG0000257	LHUM_18886-RB, LHUM_18886-RA	ACEP_00016399-RA
OG0000257	LHUM_18889-RA	ACEP_00007741-RA, ACEP_00007742-RA, ACEP_00007743-RA
OG0000258	LHUM_11238-RA	ACEP_00016005-RA
OG0000259	LHUM_23810-RA	ACEP_00012898-RA, ACEP_00012878-RA, ACEP_00005740-RA, ACEP_00012982-RA, ACEP_00005694-RA, ACEP_00012899-RA, ACEP_00005741-RA
OG0000260	LHUM_23448-RA	ACEP_00004044-RA
OG0000260	LHUM_12400-RA	ACEP_00005686-RA
OG0000260	LHUM_20935-RA	ACEP_00006998-RA
OG0000261	LHUM_20916-RA	ACEP_00014276-RA
OG0000261	LHUM_12678-RA	ACEP_00015979-RA
OG0000261	LHUM_14100-RA	ACEP_00007626-RA
OG0000262	LHUM_um_Piwi-like-RA	ACEP_00002105-RA
OG0000262	LHUM_11634-RA	ACEP_00004211-RA
OG0000262	LHUM_19600-RA	ACEP_00007436-RA
OG0000264	LHUM_10685-RA	ACEP_00003179-RA
OG0000264	LHUM_10683-RA	ACEP_00016758-RA, ACEP_00003176-RA
OG0000265	LHUM_20729-RA	ACEP_00000184-RA
OG0000265	LHUM_20721-RA	ACEP_00002984-RA
OG0000265	LHUM_20725-RA	ACEP_00000185-RA
OG0000266	LHUM_14181-RA	ACEP_00005581-RA, ACEP_00004282-RA, ACEP_00002820-RA, ACEP_00005588-RA, ACEP_00004996-RA, ACEP_00004285-RA
OG0000267	LHUM_15881-RA	ACEP_00015150-RA
OG0000267	LHUM_14953-RA	ACEP_00000268-RA
OG0000267	LHUM_21594-RA	ACEP_00012313-RA
OG0000268	LHUM_25347-RA	ACEP_00018175-RA, ACEP_00017263-RA
OG0000269	LHUM_20767-RA	ACEP_00007336-RA
OG0000269	LHUM_19691-RA	ACEP_00013479-RA
OG0000270	LHUM_20785-RA	ACEP_00007321-RA
OG0000270	LHUM_14492-RA	ACEP_00000244-RA
OG0000270	LHUM_14898-RA	ACEP_00002087-RA
OG0000271	LHUM_12808-RA	ACEP_00003878-RA
OG0000272	LHUM_19122-RA, LHUM_19124-RA, LHUM_19123-RA, LHUM_21734-RA, LHUM_15694-RA, LHUM_11642-RA, LHUM_19117-RA, LHUM_19121-RA	ACEP_00015555-RA
OG0000273	LHUM_21698-RA	ACEP_00006587-RA
OG0000273	LHUM_15856-RA	ACEP_00006758-RA
OG0000273	LHUM_11097-RA	ACEP_00005266-RA
OG0000274	LHUM_19643-RA	ACEP_00016265-RA
OG0000274	LHUM_21770-RA	ACEP_00016278-RA
OG0000274	LHUM_20858-RA	ACEP_00014312-RA
OG0000275	LHUM_18209-RA, LHUM_18207-RA, LHUM_18208-RA, LHUM_18205-RA	ACEP_00000690-RA, ACEP_00000689-RA
OG0000276	LHUM_19051-RA	ACEP_00000415-RA
OG0000276	LHUM_19053-RA, LHUM_13357-RA, LHUM_19050-RA	ACEP_00000416-RA
OG0000277	LHUM_20723-RA	ACEP_00000187-RA
OG0000278	LHUM_20021-RA, LHUM_11540-RA, LHUM_10795-RA, LHUM_25235-RA, LHUM_25279-RA, LHUM_12428-RA, LHUM_10347-RA	ACEP_00015626-RA
OG0000279	LHUM_11448-RA	ACEP_00005327-RA
OG0000279	LHUM_15454-RA	ACEP_00008368-RA, ACEP_00001753-RA, ACEP_00001760-RA
OG0000280	LHUM_14860-RA	ACEP_00010200-RA
OG0000281	LHUM_16389-RA	ACEP_00010592-RA
OG0000281	LHUM_17433-RA	ACEP_00011405-RA
OG0000281	LHUM_20682-RA	ACEP_00005626-RA
OG0000282	LHUM_17428-RA	ACEP_00011406-RA
OG0000283	LHUM_um_Toll-1c-RA, CG_02184994, LHUM_um_Toll1_like2-RA, LHUM_um_Toll-1b-RA, LHUM_um_Toll-1a-RA	ACEP_03384601-RA
OG0000284	LHUM_21140-RA	ACEP_00003357-RA, ACEP_00004671-RA, ACEP_00003356-RA, ACEP_00004670-RA, ACEP_00003354-RA, ACEP_00003355-RA
OG0000285	LHUM_16949-RA	ACEP_00004665-RA
OG0000285	LHUM_16954-RA	ACEP_00004663-RA
OG0000285	LHUM_16951-RA	ACEP_00004664-RA
OG0000286	LHUM_16383-RA	ACEP_00010600-RA
OG0000286	LHUM_16382-RA	ACEP_00010599-RA
OG0000286	LHUM_16388-RA	ACEP_00010598-RA
OG0000295	LHUM_10500-RA	ACEP_00017022-RA, ACEP_00001296-RA, ACEP_00001293-RA, ACEP_00001294-RA, ACEP_00017018-RA, ACEP_00016920-RA, ACEP_00016939-RA
OG0000296	LHUM_11585-RA	ACEP_00017579-RA
OG0000296	LHUM_22485-RA	ACEP_00017977-RA
OG0000297	LHUM_10781-RA	ACEP_00006294-RA
OG0000297	LHUM_10258-RA	ACEP_00001578-RA, ACEP_00015288-RA, ACEP_00018191-RA
OG0000298	LHUM_20304-RA	ACEP_00010532-RA
OG0000298	LHUM_22233-RA	ACEP_00016650-RA, ACEP_00006079-RA
OG0000299	LHUM_21939-RA	ACEP_00014031-RA
OG0000299	LHUM_21936-RA	ACEP_00014032-RA
OG0000299	LHUM_20764-RA	ACEP_00014020-RA
OG0000300	LHUM_11581-RA, LHUM_25268-RA, LHUM_10082-RA, LHUM_10222-RA	ACEP_00016618-RA, ACEP_00016617-RA
